id,zpid,address,city,state,zip_code,latitude,longitude,price,zestimate,rent_zestimate,bedrooms,bathrooms,sqft,lot_size,year_built,home_type,property_status,days_on_zillow,views,saves,price_per_sqft,hoa_fee,property_tax,description,features,images_count,listing_agent,listing_broker,last_sold_date,last_sold_price
2801,Z4685,5606 Kennedy Road,Honolulu,HI,96846,21.2955,-157.8949,2703186,2767668,9654,4,2,4255,37169,1959,Single Family,Pending,0,136,33,635,0,27031,"Beautiful 4-bedroom single family in Honolulu. Built in 1959 with 4255 sqft of living space. Features include patio, guest suite, fire pit, home office.",Patio|Guest suite|Fire pit|Home office,16,Sarah Mitchell,Berkshire Hathaway,,0
2802,Z4686,5987 Hill Way Unit 4419,Manhattan,NY,10085,40.721,-74.0651,1714437,1745767,6122,2,2,2316,0,1943,Condo,For Sale,73,324,77,740,1000,17144,"Beautiful 2-bedroom condo in Manhattan. Built in 1943 with 2316 sqft of living space. Features include ocean views, concierge, pool.",Ocean views|Concierge|Pool,19,Samantha Green,Realogy,,0
2803,Z4687,8527 Washington Lane,Los Angeles,CA,90094,34.0219,-118.2492,2859333,2816027,10211,3,2,3967,23811,1988,Single Family,For Sale,68,1319,31,720,0,28593,"Beautiful 3-bedroom single family in Los Angeles. Built in 1988 with 3967 sqft of living space. Features include fire pit, backyard, updated kitchen, pool, hardwood floors.",Fire pit|Backyard|Updated kitchen|Pool|Hardwood floors,20,Juan Perez,Coldwell Banker,,0
2804,Z4688,2906 Pine Boulevard Unit 3218,Orlando,FL,32835,28.4691,-81.4419,261846,267053,935,1,1.5,1048,0,1920,Condo,For Sale,78,813,77,249,750,2618,"Beautiful 1-bedroom condo in Orlando. Built in 1920 with 1048 sqft of living space. Features include pool, parking, ocean views.",Pool|Parking|Ocean views,29,Maria Santos,Sotheby's International,,0
2805,Z4689,8050 Kennedy Road,Las Vegas,NV,89160,36.1822,-115.1234,2655,0,2655,4,2.5,2292,1675,1913,Townhouse,For Rent,42,909,75,0,0,0,"Beautiful 4-bedroom townhouse in Las Vegas. Built in 1913 with 2292 sqft of living space. Features include parking, garage, private entrance, modern, garden.",Parking|Garage|Private entrance|Modern|Garden,26,Robert Garcia,Coldwell Banker,,0
2806,Z4690,7033 Hill Street,Bellevue,WA,98036,47.6887,-122.274,8055,0,8055,3,2.5,2132,1770,1981,Townhouse,For Rent,37,1262,12,0,0,0,"Beautiful 3-bedroom townhouse in Bellevue. Built in 1981 with 2132 sqft of living space. Features include historic, garden, parking, pet friendly.",Historic|Garden|Parking|Pet friendly,17,Lisa Thompson,Opendoor,,0
2807,Z4691,3551 Willow Circle,Las Vegas,NV,89169,36.2063,-115.1923,1064133,1058343,3800,3,3,2823,3346,2020,Townhouse,For Sale,51,474,21,376,0,10641,"Beautiful 3-bedroom townhouse in Las Vegas. Built in 2020 with 2823 sqft of living space. Features include private entrance, pet friendly, historic, garage, roof deck, garden.",Private entrance|Pet friendly|Historic|Garage|Roof deck|Garden,17,Samantha Green,Berkshire Hathaway,,0
2808,Z4692,6840 Birch Place,Queens,NY,11356,40.7357,-73.8561,7061,0,7061,3,2.5,1242,2882,1982,Townhouse,For Rent,69,830,70,0,0,0,"Beautiful 3-bedroom townhouse in Queens. Built in 1982 with 1242 sqft of living space. Features include roof deck, modern, courtyard, private entrance, garden, updated.",Roof deck|Modern|Courtyard|Private entrance|Garden|Updated,28,Michael Wong,Douglas Elliman,,0
2809,Z4693,2373 Meadow Court Unit 3404,Raleigh,NC,27649,35.6818,-78.6433,337904,364561,1206,3,2,2241,0,1968,Condo,For Sale,72,681,37,150,250,3379,"Beautiful 3-bedroom condo in Raleigh. Built in 1968 with 2241 sqft of living space. Features include doorman, ocean views, pet friendly, bay views.",Doorman|Ocean views|Pet friendly|Bay views,28,Kevin O'Brien,Realogy,,0
2810,Z4694,9539 Hill Lane Unit 2015,Orlando,FL,32815,28.4832,-81.476,509604,510022,1820,2,1.5,1127,0,1905,Condo,For Sale,84,815,74,452,250,5096,"Beautiful 2-bedroom condo in Orlando. Built in 1905 with 1127 sqft of living space. Features include rooftop deck, parking, pet friendly, in-unit laundry, doorman.",Rooftop deck|Parking|Pet friendly|In-unit laundry|Doorman,22,Amanda Stevens,Berkshire Hathaway,,0
2811,Z4695,6571 Main Place,Tampa,FL,33616,27.9884,-82.4067,1534750,1528228,5481,4,3,4999,19828,1913,Single Family,Sold,0,928,79,307,0,15347,"Beautiful 4-bedroom single family in Tampa. Built in 1913 with 4999 sqft of living space. Features include garage, home office, backyard, wine cellar, hardwood floors, smart home.",Garage|Home office|Backyard|Wine cellar|Hardwood floors|Smart home,34,Sarah Mitchell,Sotheby's International,2025-10-28,1540648
2812,Z4696,756 Highland Road Unit 4324,Tucson,AZ,85738,32.1538,-110.9505,566898,554393,2024,1,1.5,2032,0,1988,Condo,For Sale,13,1334,56,278,250,5668,"Beautiful 1-bedroom condo in Tucson. Built in 1988 with 2032 sqft of living space. Features include pet friendly, balcony, bay views.",Pet friendly|Balcony|Bay views,26,Victoria Sterling,Berkshire Hathaway,,0
2813,Z4697,4580 Garden Drive Unit 4184,Queens,NY,11355,40.705,-73.7389,1632163,1694727,5829,1,2.5,1000,0,1992,Condo,For Sale,79,299,78,1632,0,16321,"Beautiful 1-bedroom condo in Queens. Built in 1992 with 1000 sqft of living space. Features include rooftop deck, bay views, gym, pool, in-unit laundry.",Rooftop deck|Bay views|Gym|Pool|In-unit laundry,14,Robert Garcia,Sotheby's International,,0
2814,Z4698,6785 Highland Court Unit 138,Orlando,FL,32865,28.4567,-81.3662,763423,758539,2726,2,3,1360,0,1999,Condo,For Sale,48,872,10,561,750,7634,"Beautiful 2-bedroom condo in Orlando. Built in 1999 with 1360 sqft of living space. Features include pet friendly, gym, bay views.",Pet friendly|Gym|Bay views,22,Michael Wong,RE/MAX,,0
2815,Z4699,2830 Lincoln Drive,St. Paul,MN,55141,45.0241,-93.0945,447847,460335,1599,3,1.5,3940,18029,1995,Single Family,Pending,0,278,51,113,0,4478,"Beautiful 3-bedroom single family in St. Paul. Built in 1995 with 3940 sqft of living space. Features include garage, smart home, guest suite, deck, fire pit, updated kitchen.",Garage|Smart home|Guest suite|Deck|Fire pit|Updated kitchen,34,Lisa Thompson,Realogy,,0
2816,Z4700,2047 Second Street,Tacoma,WA,98474,47.2111,-122.5259,1324743,1268894,4731,4,2.5,1666,11153,1992,Single Family,For Sale,3,680,40,795,0,13247,"Beautiful 4-bedroom single family in Tacoma. Built in 1992 with 1666 sqft of living space. Features include home office, guest suite, hardwood floors, wine cellar, smart home.",Home office|Guest suite|Hardwood floors|Wine cellar|Smart home,22,Sarah Mitchell,Opendoor,,0
2817,Z4701,2787 Spring Street,Detroit,MI,48295,42.2967,-83.1086,738163,742985,2636,4,1.5,1576,5838,1951,Single Family,For Sale,34,1084,53,468,0,7381,"Beautiful 4-bedroom single family in Detroit. Built in 1951 with 1576 sqft of living space. Features include home office, smart home, updated kitchen, solar panels, pool, hardwood floors.",Home office|Smart home|Updated kitchen|Solar panels|Pool|Hardwood floors,20,Robert Garcia,Realogy,,0
2818,Z4702,9398 Magnolia Court,San Jose,CA,95153,37.2965,-121.9166,4104950,4152021,14660,3,1,4749,25319,1972,Single Family,For Sale,50,737,88,864,0,41049,"Beautiful 3-bedroom single family in San Jose. Built in 1972 with 4749 sqft of living space. Features include garage, guest suite, deck, pool.",Garage|Guest suite|Deck|Pool,35,Emily Chen,Coldwell Banker,,0
2819,Z4703,3478 Kennedy Avenue,Pittsburgh,PA,15235,40.5288,-80.091,1887,0,1887,3,2.5,1697,3612,1982,Townhouse,For Rent,82,68,35,0,0,0,"Beautiful 3-bedroom townhouse in Pittsburgh. Built in 1982 with 1697 sqft of living space. Features include garden, pet friendly, garage, private entrance, historic, roof deck.",Garden|Pet friendly|Garage|Private entrance|Historic|Roof deck,21,Maria Santos,Berkshire Hathaway,,0
2820,Z4704,7587 Highland Boulevard,Fort Worth,TX,76174,32.687,-97.2763,301699,322039,1077,3,3.5,2424,20225,2011,Single Family,Pending,0,877,80,124,0,3016,"Beautiful 3-bedroom single family in Fort Worth. Built in 2011 with 2424 sqft of living space. Features include fire pit, updated kitchen, pool, patio, home office.",Fire pit|Updated kitchen|Pool|Patio|Home office,39,Robert Garcia,Century 21,,0
2821,Z4705,7603 Railroad Avenue,Cambridge,MA,02197,42.4589,-71.1139,962341,1020830,3436,3,3,1216,2364,1922,Townhouse,For Sale,71,157,21,791,0,9623,"Beautiful 3-bedroom townhouse in Cambridge. Built in 1922 with 1216 sqft of living space. Features include private entrance, garage, roof deck, modern, pet friendly, courtyard.",Private entrance|Garage|Roof deck|Modern|Pet friendly|Courtyard,12,Amanda Stevens,Redfin,,0
2822,Z4706,1853 River Avenue,Brooklyn,NY,11275,40.6239,-73.9216,990835,971914,3538,8,6,7327,5252,1914,Multi-family,Sold,0,639,95,135,0,9908,"Beautiful 8-bedroom multi-family in Brooklyn. Built in 1914 with 7327 sqft of living space. Features include multiple units, parking, updated, separate meters, investment property.",Multiple units|Parking|Updated|Separate meters|Investment property,15,Victoria Sterling,Redfin,2025-10-01,1003505
2823,Z4707,4650 Fifth Lane,St. Paul,MN,55142,45.038,-93.143,986777,1015260,3524,4,1.5,5403,22658,1995,Single Family,For Sale,81,575,57,182,0,9867,"Beautiful 4-bedroom single family in St. Paul. Built in 1995 with 5403 sqft of living space. Features include smart home, garage, updated kitchen, patio, deck, solar panels.",Smart home|Garage|Updated kitchen|Patio|Deck|Solar panels,17,Juan Perez,Redfin,,0
2824,Z4708,9673 Palm Road,New York,NY,10027,40.6775,-73.9224,3500692,3639722,12502,2,3,1617,3613,2022,Townhouse,For Sale,39,235,66,2164,0,35006,"Beautiful 2-bedroom townhouse in New York. Built in 2022 with 1617 sqft of living space. Features include garden, garage, courtyard.",Garden|Garage|Courtyard,24,James Patterson,Compass Real Estate,,0
2825,Z4709,4604 River Place,Aurora,IL,60525,41.8412,-88.2989,770122,766235,2750,3,2.5,2556,21652,1970,Single Family,Sold,0,1244,5,301,0,7701,"Beautiful 3-bedroom single family in Aurora. Built in 1970 with 2556 sqft of living space. Features include smart home, patio, home office, updated kitchen.",Smart home|Patio|Home office|Updated kitchen,33,James Patterson,Realogy,2025-10-20,771349
2826,Z4710,1759 Fourth Boulevard,Boulder,CO,80313,40.0777,-105.347,1785000,1781681,6375,3,1.5,1341,2176,1940,Townhouse,For Sale,49,84,95,1331,0,17850,"Beautiful 3-bedroom townhouse in Boulder. Built in 1940 with 1341 sqft of living space. Features include pet friendly, courtyard, roof deck, garage.",Pet friendly|Courtyard|Roof deck|Garage,23,Maria Santos,Keller Williams,,0
2827,Z4711,5172 Valley Drive,Aurora,IL,60585,41.6937,-88.2766,1028393,1009304,3672,3,1.5,3865,39068,1918,Single Family,Sold,0,224,99,266,0,10283,"Beautiful 3-bedroom single family in Aurora. Built in 1918 with 3865 sqft of living space. Features include updated kitchen, patio, fire pit, garage, backyard, smart home.",Updated kitchen|Patio|Fire pit|Garage|Backyard|Smart home,20,Emily Chen,Keller Williams,2025-06-03,1066534
2828,Z4712,5352 Railroad Street,Queens,NY,11391,40.6722,-73.83,580523,555587,2073,2,2,1901,2173,1908,Townhouse,For Sale,60,779,21,305,0,5805,"Beautiful 2-bedroom townhouse in Queens. Built in 1908 with 1901 sqft of living space. Features include courtyard, historic, roof deck, garage, modern, pet friendly.",Courtyard|Historic|Roof deck|Garage|Modern|Pet friendly,32,William Davis,Realogy,,0
2829,Z4713,5653 Magnolia Street,Oakland,CA,94680,37.8843,-122.2165,1888012,1991817,6742,3,2.5,1939,2062,2004,Townhouse,For Sale,28,1179,67,973,0,18880,"Beautiful 3-bedroom townhouse in Oakland. Built in 2004 with 1939 sqft of living space. Features include historic, pet friendly, garage.",Historic|Pet friendly|Garage,27,Jennifer Chen,Opendoor,,0
2830,Z4714,6404 Third Street,San Diego,CA,92156,32.7403,-117.1921,2257100,2331297,8061,3,3,1617,3438,1965,Townhouse,For Sale,60,1010,36,1395,0,22571,"Beautiful 3-bedroom townhouse in San Diego. Built in 1965 with 1617 sqft of living space. Features include private entrance, pet friendly, modern.",Private entrance|Pet friendly|Modern,14,David Park,Compass Real Estate,,0
2831,Z4715,847 Hill Lane Unit 2595,Memphis,TN,38184,35.1745,-90.0312,190541,200019,680,1,1,906,0,2019,Condo,For Sale,47,1000,21,210,0,1905,"Beautiful 1-bedroom condo in Memphis. Built in 2019 with 906 sqft of living space. Features include city views, bay views, in-unit laundry, pool, pet friendly.",City views|Bay views|In-unit laundry|Pool|Pet friendly,16,Emily Chen,Sotheby's International,,0
2832,Z4716,182 Lake Boulevard,Tampa,FL,33671,27.8508,-82.4919,553751,560794,1977,3,2.5,3854,48234,2018,Single Family,For Sale,62,1142,90,143,0,5537,"Beautiful 3-bedroom single family in Tampa. Built in 2018 with 3854 sqft of living space. Features include guest suite, home office, deck, updated kitchen.",Guest suite|Home office|Deck|Updated kitchen,15,Lisa Thompson,Opendoor,,0
2833,Z4717,2009 Railroad Drive Unit 996,Las Vegas,NV,89162,36.1604,-115.1582,479958,486336,1714,2,2.5,2290,0,1981,Condo,Sold,0,807,21,209,1500,4799,"Beautiful 2-bedroom condo in Las Vegas. Built in 1981 with 2290 sqft of living space. Features include bay views, doorman, parking.",Bay views|Doorman|Parking,25,Emily Chen,Douglas Elliman,2025-02-01,478161
2834,Z4718,5204 Sunset Drive,St. Paul,MN,55174,44.9386,-93.0831,256518,268552,916,5,3,3162,28657,1904,Single Family,Sold,0,864,100,81,0,2565,"Beautiful 5-bedroom single family in St. Paul. Built in 1904 with 3162 sqft of living space. Features include pool, fire pit, smart home.",Pool|Fire pit|Smart home,21,Amanda Stevens,RE/MAX,2025-06-06,268820
2835,Z4719,6523 Market Street Unit 755,Pittsburgh,PA,15211,40.4756,-79.913,356494,374796,1273,1,1,989,0,1897,Condo,For Sale,63,788,27,360,1500,3564,"Beautiful 1-bedroom condo in Pittsburgh. Built in 1897 with 989 sqft of living space. Features include ocean views, bay views, pet friendly, rooftop deck.",Ocean views|Bay views|Pet friendly|Rooftop deck,27,James Patterson,Coldwell Banker,,0
2836,Z4720,1577 Washington Avenue Unit 531,San Antonio,TX,78225,29.4645,-98.5065,184777,190634,659,3,1,2343,0,1950,Condo,For Sale,69,1337,40,78,750,1847,"Beautiful 3-bedroom condo in San Antonio. Built in 1950 with 2343 sqft of living space. Features include pool, in-unit laundry, doorman, ocean views.",Pool|In-unit laundry|Doorman|Ocean views,26,Victoria Sterling,Redfin,,0
2837,Z4721,773 Garden Place Unit 3919,Las Vegas,NV,89120,36.0908,-115.1055,774913,786165,2767,3,2,2437,0,1932,Condo,For Sale,39,1448,34,317,750,7749,"Beautiful 3-bedroom condo in Las Vegas. Built in 1932 with 2437 sqft of living space. Features include bay views, parking, concierge, pool, in-unit laundry, city views.",Bay views|Parking|Concierge|Pool|In-unit laundry|City views,16,Carlos Rodriguez,Century 21,,0
2838,Z4722,7577 Meadow Drive Unit 732,Memphis,TN,38111,35.1651,-90.0575,788,0,788,2,2,2141,0,1903,Condo,For Rent,12,593,5,0,0,0,"Beautiful 2-bedroom condo in Memphis. Built in 1903 with 2141 sqft of living space. Features include city views, gym, doorman.",City views|Gym|Doorman,9,Maria Santos,Zillow Homes,,0
2839,Z4723,1396 Center Street,Salt Lake City,UT,84111,40.8082,-111.7936,301096,293231,1075,3,2.5,2351,20161,1917,Single Family,For Sale,38,1062,69,128,0,3010,"Beautiful 3-bedroom single family in Salt Lake City. Built in 1917 with 2351 sqft of living space. Features include wine cellar, garage, solar panels.",Wine cellar|Garage|Solar panels,11,Amanda Stevens,Douglas Elliman,,0
2840,Z4724,1282 Fifth Boulevard,Los Angeles,CA,90025,34.0604,-118.2632,1557395,1559685,5562,3,3,3197,2882,2017,Townhouse,For Sale,86,1492,48,487,0,15573,"Beautiful 3-bedroom townhouse in Los Angeles. Built in 2017 with 3197 sqft of living space. Features include garden, parking, roof deck, courtyard.",Garden|Parking|Roof deck|Courtyard,35,Daniel Brooks,Century 21,,0
2841,Z4725,3125 Magnolia Place,Fort Worth,TX,76154,32.7402,-97.2734,313828,316683,1120,4,2.5,1846,2505,1919,Townhouse,Sold,0,238,25,170,0,3138,"Beautiful 4-bedroom townhouse in Fort Worth. Built in 1919 with 1846 sqft of living space. Features include roof deck, pet friendly, modern.",Roof deck|Pet friendly|Modern,32,Emily Chen,Douglas Elliman,2025-07-04,313396
2842,Z4726,1273 Magnolia Circle Unit 3102,Detroit,MI,48264,42.3329,-83.0079,138162,139188,493,2,1.5,1293,0,1901,Condo,For Sale,84,837,100,106,0,1381,"Beautiful 2-bedroom condo in Detroit. Built in 1901 with 1293 sqft of living space. Features include gym, rooftop deck, city views.",Gym|Rooftop deck|City views,15,Juan Perez,Opendoor,,0
2843,Z4727,773 Fifth Boulevard,Naperville,IL,60519,41.8602,-88.1819,358515,360319,1280,2,3,5167,14990,1897,Single Family,Sold,0,781,18,69,0,3585,"Beautiful 2-bedroom single family in Naperville. Built in 1897 with 5167 sqft of living space. Features include solar panels, wine cellar, deck, garage.",Solar panels|Wine cellar|Deck|Garage,27,Michael Wong,Berkshire Hathaway,2025-03-15,367572
2844,Z4728,3909 Union Boulevard,Raleigh,NC,27612,35.8361,-78.5452,1338927,1398534,4781,3,3,2113,3691,1928,Townhouse,For Sale,64,495,36,633,0,13389,"Beautiful 3-bedroom townhouse in Raleigh. Built in 1928 with 2113 sqft of living space. Features include roof deck, updated, courtyard, garage.",Roof deck|Updated|Courtyard|Garage,36,Robert Garcia,Sotheby's International,,0
2845,Z4729,7984 Elm Lane,San Jose,CA,95187,37.3403,-121.8698,2061745,2196716,7363,2,1.5,4220,25016,1945,Single Family,For Sale,9,1117,54,488,0,20617,"Beautiful 2-bedroom single family in San Jose. Built in 1945 with 4220 sqft of living space. Features include solar panels, wine cellar, updated kitchen, hardwood floors, fire pit.",Solar panels|Wine cellar|Updated kitchen|Hardwood floors|Fire pit,34,Sarah Mitchell,Zillow Homes,,0
2846,Z4730,2825 Third Court,Seattle,WA,98133,47.5223,-122.2339,797056,802611,2846,4,3,4274,49528,2010,Single Family,For Sale,58,1092,6,186,0,7970,"Beautiful 4-bedroom single family in Seattle. Built in 2010 with 4274 sqft of living space. Features include solar panels, pool, smart home.",Solar panels|Pool|Smart home,40,James Patterson,Sotheby's International,,0
2847,Z4731,4638 Magnolia Avenue,Dallas,TX,75222,32.8728,-96.8631,571358,566464,2040,3,3,1830,1385,1963,Townhouse,For Sale,2,1164,37,312,0,5713,"Beautiful 3-bedroom townhouse in Dallas. Built in 1963 with 1830 sqft of living space. Features include private entrance, historic, courtyard, pet friendly, roof deck, updated.",Private entrance|Historic|Courtyard|Pet friendly|Roof deck|Updated,15,Michael Wong,Coldwell Banker,,0
2848,Z4732,2520 Birch Boulevard Unit 2791,Dallas,TX,75223,32.8479,-96.7657,438149,431145,1564,3,3,1866,0,1933,Condo,Sold,0,1387,22,234,1500,4381,"Beautiful 3-bedroom condo in Dallas. Built in 1933 with 1866 sqft of living space. Features include bay views, rooftop deck, city views.",Bay views|Rooftop deck|City views,39,Juan Perez,Sotheby's International,2025-07-11,443040
2849,Z4733,642 Washington Boulevard,Naperville,IL,60525,41.7562,-88.1405,375498,383920,1341,4,2,5686,48613,1993,Single Family,For Sale,44,471,32,66,0,3754,"Beautiful 4-bedroom single family in Naperville. Built in 1993 with 5686 sqft of living space. Features include updated kitchen, smart home, patio, pool.",Updated kitchen|Smart home|Patio|Pool,29,Jennifer Adams,Keller Williams,,0
2850,Z4734,8103 Washington Avenue,Atlanta,GA,30364,33.6779,-84.3539,1526,0,1526,3,2.5,1885,1027,1954,Townhouse,For Rent,88,210,30,0,0,0,"Beautiful 3-bedroom townhouse in Atlanta. Built in 1954 with 1885 sqft of living space. Features include garage, parking, pet friendly.",Garage|Parking|Pet friendly,34,Emily Chen,Compass Real Estate,,0
2851,Z4735,8629 Washington Way Unit 3410,Miami,FL,33124,25.8487,-80.2004,1176015,1254129,4200,2,2,1737,0,1953,Condo,For Sale,49,473,59,677,250,11760,"Beautiful 2-bedroom condo in Miami. Built in 1953 with 1737 sqft of living space. Features include pet friendly, in-unit laundry, balcony, doorman, parking, city views.",Pet friendly|In-unit laundry|Balcony|Doorman|Parking|City views,17,Victoria Sterling,Douglas Elliman,,0
2852,Z4736,1685 Park Way Unit 365,Detroit,MI,48239,42.3218,-82.9602,196298,205004,701,3,1,2418,0,1929,Condo,Sold,0,1319,46,81,750,1962,"Beautiful 3-bedroom condo in Detroit. Built in 1929 with 2418 sqft of living space. Features include pool, in-unit laundry, parking, balcony.",Pool|In-unit laundry|Parking|Balcony,18,Samantha Green,Opendoor,2026-01-10,189286
2853,Z4737,1777 Park Circle,Houston,TX,77089,29.8099,-95.409,5842,0,5842,3,1.5,5106,26507,1978,Single Family,For Rent,17,94,31,0,0,0,"Beautiful 3-bedroom single family in Houston. Built in 1978 with 5106 sqft of living space. Features include patio, smart home, guest suite, pool.",Patio|Smart home|Guest suite|Pool,34,Juan Perez,Douglas Elliman,,0
2854,Z4738,6011 Washington Road,Salt Lake City,UT,84158,40.8155,-111.8035,1079404,1070217,3855,4,2,1255,1555,2000,Townhouse,Sold,0,872,74,860,0,10794,"Beautiful 4-bedroom townhouse in Salt Lake City. Built in 2000 with 1255 sqft of living space. Features include parking, private entrance, modern, pet friendly, garage.",Parking|Private entrance|Modern|Pet friendly|Garage,39,Lisa Thompson,Sotheby's International,2025-03-15,1066027
2855,Z4739,7792 School Drive,Charlotte,NC,28242,35.222,-80.7885,1061303,1080953,3790,2,3,2574,1847,1895,Townhouse,For Sale,25,531,46,412,0,10613,"Beautiful 2-bedroom townhouse in Charlotte. Built in 1895 with 2574 sqft of living space. Features include updated, historic, parking, pet friendly.",Updated|Historic|Parking|Pet friendly,9,Emily Chen,Sotheby's International,,0
2856,Z4740,1804 Pine Drive,San Francisco,CA,94117,37.823,-122.5015,3313488,3550977,11833,5,2.5,2173,2343,1962,Townhouse,For Sale,78,1290,79,1524,0,33134,"Beautiful 5-bedroom townhouse in San Francisco. Built in 1962 with 2173 sqft of living space. Features include roof deck, garage, parking, garden, modern, pet friendly.",Roof deck|Garage|Parking|Garden|Modern|Pet friendly,33,David Park,Berkshire Hathaway,,0
2857,Z4741,5188 Church Street,Oakland,CA,94610,37.8723,-122.1753,1930306,1881844,6893,9,3,7339,8284,2010,Multi-family,For Sale,86,204,30,263,0,19303,"Beautiful 9-bedroom multi-family in Oakland. Built in 2010 with 7339 sqft of living space. Features include parking, separate meters, investment property.",Parking|Separate meters|Investment property,18,Jennifer Adams,Realogy,,0
2858,Z4742,4460 Wilson Way Unit 413,Manhattan,NY,10089,40.8491,-73.9195,7860,0,7860,2,3,1023,0,2019,Condo,For Rent,27,287,25,0,1000,0,"Beautiful 2-bedroom condo in Manhattan. Built in 2019 with 1023 sqft of living space. Features include pet friendly, balcony, ocean views, parking.",Pet friendly|Balcony|Ocean views|Parking,18,Lisa Thompson,Berkshire Hathaway,,0
2859,Z4743,3988 Highland Place Unit 2738,St. Paul,MN,55149,44.8878,-93.1521,340701,330024,1216,2,2.5,1286,0,2013,Condo,Pending,0,1459,70,264,450,3407,"Beautiful 2-bedroom condo in St. Paul. Built in 2013 with 1286 sqft of living space. Features include rooftop deck, bay views, concierge, pool, city views, doorman.",Rooftop deck|Bay views|Concierge|Pool|City views|Doorman,20,Lisa Thompson,Keller Williams,,0
2860,Z4744,8672 Magnolia Lane,Honolulu,HI,96835,21.3434,-157.8449,7328,0,7328,2,2.5,2616,12390,1948,Single Family,For Rent,76,301,84,0,0,0,"Beautiful 2-bedroom single family in Honolulu. Built in 1948 with 2616 sqft of living space. Features include hardwood floors, garage, patio, guest suite, fire pit, backyard.",Hardwood floors|Garage|Patio|Guest suite|Fire pit|Backyard,10,Victoria Sterling,Sotheby's International,,0
2861,Z4745,614 Broadway Place,Memphis,TN,38151,35.0757,-90.0343,1895,0,1895,4,2.5,1040,48111,1911,Single Family,For Rent,30,1260,98,0,0,0,"Beautiful 4-bedroom single family in Memphis. Built in 1911 with 1040 sqft of living space. Features include patio, smart home, home office, wine cellar, hardwood floors, pool.",Patio|Smart home|Home office|Wine cellar|Hardwood floors|Pool,39,William Davis,Compass Real Estate,,0
2862,Z4746,9808 Lake Drive,Bellevue,WA,98079,47.5373,-122.2991,9829,0,9829,3,2,3251,1589,1982,Townhouse,For Rent,43,266,19,0,0,0,"Beautiful 3-bedroom townhouse in Bellevue. Built in 1982 with 3251 sqft of living space. Features include roof deck, pet friendly, private entrance, historic, modern, parking.",Roof deck|Pet friendly|Private entrance|Historic|Modern|Parking,18,Lisa Thompson,Century 21,,0
2863,Z4747,4101 Railroad Drive,San Jose,CA,95143,37.3885,-121.9635,1979812,2081483,7070,3,1.5,5645,41214,1922,Single Family,For Sale,69,494,11,350,0,19798,"Beautiful 3-bedroom single family in San Jose. Built in 1922 with 5645 sqft of living space. Features include pool, smart home, home office, garage, hardwood floors.",Pool|Smart home|Home office|Garage|Hardwood floors,27,Emily Chen,Redfin,,0
2864,Z4748,277 Spring Boulevard,Chicago,IL,60653,41.8871,-87.6554,1748635,1674434,6245,4,3,2460,9904,1995,Single Family,Sold,0,804,59,710,0,17486,"Beautiful 4-bedroom single family in Chicago. Built in 1995 with 2460 sqft of living space. Features include smart home, patio, pool, home office.",Smart home|Patio|Pool|Home office,36,Juan Perez,RE/MAX,2025-08-20,1802808
2865,Z4749,5558 Lake Court,San Diego,CA,92192,32.642,-117.2551,1135139,1108265,4054,4,2,2483,2346,1942,Townhouse,Pending,0,1107,56,457,0,11351,"Beautiful 4-bedroom townhouse in San Diego. Built in 1942 with 2483 sqft of living space. Features include historic, roof deck, updated, modern, garden, garage.",Historic|Roof deck|Updated|Modern|Garden|Garage,16,Sarah Mitchell,Berkshire Hathaway,,0
2866,Z4750,9946 Spring Way,Aurora,IL,60532,41.81,-88.3695,731732,715810,2613,2,3.5,5766,20455,1903,Single Family,For Sale,45,541,69,126,0,7317,"Beautiful 2-bedroom single family in Aurora. Built in 1903 with 5766 sqft of living space. Features include guest suite, wine cellar, patio.",Guest suite|Wine cellar|Patio,39,Victoria Sterling,Keller Williams,,0
2867,Z4751,5280 Adams Circle Unit 2311,Los Angeles,CA,90054,34.0507,-118.207,1325882,1411001,4735,1,2,1023,0,2012,Condo,For Sale,15,870,57,1296,550,13258,"Beautiful 1-bedroom condo in Los Angeles. Built in 2012 with 1023 sqft of living space. Features include rooftop deck, pool, parking, in-unit laundry.",Rooftop deck|Pool|Parking|In-unit laundry,31,Jennifer Chen,Sotheby's International,,0
2868,Z4752,5720 Main Street,Boston,MA,02117,42.4337,-71.1372,1001161,1031596,3575,3,1.5,3489,2546,1923,Townhouse,For Sale,30,954,75,286,0,10011,"Beautiful 3-bedroom townhouse in Boston. Built in 1923 with 3489 sqft of living space. Features include courtyard, updated, modern, garage.",Courtyard|Updated|Modern|Garage,20,Carlos Rodriguez,Coldwell Banker,,0
2869,Z4753,538 Market Way Unit 1751,Charlotte,NC,28246,35.3189,-80.9004,262614,268775,937,2,2,503,0,1909,Condo,For Sale,5,1247,80,522,1500,2626,"Beautiful 2-bedroom condo in Charlotte. Built in 1909 with 503 sqft of living space. Features include pool, rooftop deck, city views, in-unit laundry.",Pool|Rooftop deck|City views|In-unit laundry,16,Jennifer Adams,Berkshire Hathaway,,0
