id,year,make,model,trim,price,mileage,exterior_color,interior_color,fuel_type,transmission,drivetrain,engine,dealer_name,dealer_city,dealer_state,dealer_zip,deal_rating,one_owner,no_accidents,personal_use,source,url
CAR274,2023,Ferrari,Roma,Base,278500,2800,Rosso Corsa,Beige Tradizione,Gasoline,Automatic,RWD,3.9L Twin Turbo V8,Ferrari Beverly Hills,Beverly Hills,CA,90210,Good Deal,true,true,true,KBB,https://www.kbb.com/listing/123274
CAR275,2023,Ferrari,296 GTB,Base,358500,1800,Giallo Modena,Nero,Gasoline,Automatic,RWD,3.0L Twin Turbo V6 Hybrid,Ferrari Beverly Hills,Beverly Hills,CA,90210,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123275
CAR276,2022,Ferrari,SF90,Stradale,588500,3200,Rosso Scuderia,Nero,Hybrid,Automatic,AWD,4.0L Twin Turbo V8 PHEV,Ferrari Beverly Hills,Beverly Hills,CA,90210,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123276
CAR277,2023,Ferrari,Purosangue,Base,428500,1500,Blu Pozzi,Cuoio,Gasoline,Automatic,AWD,6.5L V12,Ferrari Beverly Hills,Beverly Hills,CA,90210,Great Deal,true,true,true,KBB,https://www.kbb.com/listing/123277
CAR278,2023,Lamborghini,Huracan,Tecnica,278500,2200,Verde Mantis,Nero Ade,Gasoline,Automatic,RWD,5.2L V10,Lamborghini Newport Beach,Newport Beach,CA,92660,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123278
CAR279,2023,Lamborghini,Urus,Performante,298500,1800,Giallo Auge,Nero Ade/Arancio,Gasoline,Automatic,AWD,4.0L Twin Turbo V8,Lamborghini Newport Beach,Newport Beach,CA,92660,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123279
CAR280,2022,Lamborghini,Aventador,LP 780-4 Ultimae,698500,850,Blu Sideris,Nero Cosmus,Gasoline,Automatic,AWD,6.5L V12,Lamborghini Newport Beach,Newport Beach,CA,92660,Great Deal,true,true,true,KBB,https://www.kbb.com/listing/123280
CAR281,2023,McLaren,720S,Spider,358500,2200,Papaya Spark,Jet Black,Gasoline,Automatic,RWD,4.0L Twin Turbo V8,McLaren Newport Beach,Newport Beach,CA,92660,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123281
CAR282,2023,McLaren,Artura,Base,258500,1800,McLaren Orange,Jet Black,Hybrid,Automatic,RWD,3.0L Twin Turbo V6 Hybrid,McLaren Newport Beach,Newport Beach,CA,92660,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123282
CAR283,2022,McLaren,765LT,Spider,458500,1200,Curacao Blue,Jet Black/Racing Orange,Gasoline,Automatic,RWD,4.0L Twin Turbo V8,McLaren Newport Beach,Newport Beach,CA,92660,Great Deal,true,true,true,KBB,https://www.kbb.com/listing/123283
CAR284,2023,Aston Martin,Vantage,V8,178500,3500,Onyx Black,Obsidian Black,Gasoline,Automatic,RWD,4.0L Twin Turbo V8,Aston Martin Newport Beach,Newport Beach,CA,92660,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123284
CAR285,2023,Aston Martin,DB12,Base,258500,1800,Iridescent Emerald,Obsidian Black/Mint,Gasoline,Automatic,RWD,4.0L Twin Turbo V8,Aston Martin Newport Beach,Newport Beach,CA,92660,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123285
CAR286,2023,Aston Martin,DBX,707,248500,2500,Satin Solar Bronze,Jet Black,Gasoline,Automatic,AWD,4.0L Twin Turbo V8,Aston Martin Newport Beach,Newport Beach,CA,92660,Good Deal,true,true,true,KBB,https://www.kbb.com/listing/123286
CAR287,2023,Bentley,Continental GT,Speed,298500,2200,Cambrian Grey,Beluga/Linen,Gasoline,Automatic,AWD,6.0L Twin Turbo W12,Bentley Beverly Hills,Beverly Hills,CA,90210,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123287
CAR288,2023,Bentley,Flying Spur,Hybrid,258500,3500,Extreme Silver,Hotspur/Beluga,Hybrid,Automatic,AWD,2.9L Twin Turbo V6 PHEV,Bentley Beverly Hills,Beverly Hills,CA,90210,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123288
CAR289,2023,Bentley,Bentayga,EWB,298500,2800,Meteor Bronze,Burnt Oak/Linen,Gasoline,Automatic,AWD,4.0L Twin Turbo V8,Bentley Beverly Hills,Beverly Hills,CA,90210,Good Deal,true,true,true,KBB,https://www.kbb.com/listing/123289
CAR290,2023,Rolls-Royce,Ghost,Extended,398500,2500,Arctic White,Navy Blue/Seashell,Gasoline,Automatic,AWD,6.75L Twin Turbo V12,Rolls-Royce Beverly Hills,Beverly Hills,CA,90210,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123290
CAR291,2023,Rolls-Royce,Cullinan,Black Badge,498500,1800,Diamond Black,Mandarin/Black,Gasoline,Automatic,AWD,6.75L Twin Turbo V12,Rolls-Royce Beverly Hills,Beverly Hills,CA,90210,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123291
CAR292,2023,Rolls-Royce,Spectre,Base,428500,850,Spirit Shadow,Arctic White/Mandarin,Electric,Automatic,AWD,Dual Motor,Rolls-Royce Beverly Hills,Beverly Hills,CA,90210,Great Deal,true,true,true,KBB,https://www.kbb.com/listing/123292
CAR293,2023,Nissan,Z,Performance,52900,5800,Passion Red,Black Leather,Gasoline,Manual,RWD,3.0L Twin Turbo V6,Nissan of Van Nuys,Van Nuys,CA,91401,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123293
CAR294,2023,Nissan,Ariya,Platinum+,58500,6200,Aurora Green,Black Leather,Electric,Automatic,AWD,Dual Motor,Mossy Nissan,San Diego,CA,92111,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123294
CAR295,2023,Nissan,Pathfinder,Platinum,52900,7500,Pearl White,Charcoal Leather,Gasoline,Automatic,4WD,3.5L V6,Nissan of Van Nuys,Van Nuys,CA,91401,Good Deal,true,true,true,KBB,https://www.kbb.com/listing/123295
CAR296,2023,Nissan,Murano,Platinum,48500,6800,Deep Blue,Cashmere Leather,Gasoline,Automatic,AWD,3.5L V6,Mossy Nissan,San Diego,CA,92111,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123296
CAR297,2023,Nissan,Frontier,PRO-X,42900,5500,Tactical Green,Charcoal Cloth,Gasoline,Automatic,4WD,3.8L V6,Nissan of Van Nuys,Van Nuys,CA,91401,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123297
CAR298,2023,Nissan,Titan,PRO-4X,58900,4800,Cardinal Red,Black Leather,Gasoline,Automatic,4WD,5.6L V8,Mossy Nissan,San Diego,CA,92111,Great Deal,true,true,true,KBB,https://www.kbb.com/listing/123298
CAR299,2023,Nissan,Leaf,SV Plus,35900,8500,Pearl White,Black Cloth,Electric,Automatic,FWD,Single Motor,Nissan of Van Nuys,Van Nuys,CA,91401,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123299
CAR300,2022,Nissan,Maxima,Platinum,42500,15200,Super Black,Charcoal Leather,Gasoline,Automatic,FWD,3.5L V6,Mossy Nissan,San Diego,CA,92111,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123300
CAR301,2023,Volkswagen,Jetta,GLI,32500,7200,Pure Gray,Black Leather,Gasoline,Manual,FWD,2.0L Turbo,VW of Downtown LA,Los Angeles,CA,90007,Good Deal,true,true,true,KBB,https://www.kbb.com/listing/123301
CAR302,2023,Volkswagen,Arteon,SEL R-Line,48500,5800,Kings Red,Titan Black,Gasoline,Automatic,AWD,2.0L Turbo,Galpin VW,North Hills,CA,91343,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123302
CAR303,2023,Volkswagen,ID.4,Pro S Plus,52900,6500,Moonstone Grey,Galaxy Black,Electric,Automatic,AWD,Dual Motor,VW of Downtown LA,Los Angeles,CA,90007,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123303
CAR304,2023,Volkswagen,Taos,SEL,32500,8200,Cornflower Blue,Gray Leather,Gasoline,Automatic,AWD,1.5L Turbo,Galpin VW,North Hills,CA,91343,Good Deal,true,true,true,KBB,https://www.kbb.com/listing/123304
CAR305,2023,Volkswagen,Golf R,Base,48500,4800,Lapiz Blue,Black Leather,Gasoline,Manual,AWD,2.0L Turbo,VW of Downtown LA,Los Angeles,CA,90007,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123305
CAR306,2023,Volkswagen,Golf GTI,Autobahn,35900,6200,Pomelo Yellow,Vienna Black,Gasoline,Manual,FWD,2.0L Turbo,Galpin VW,North Hills,CA,91343,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123306
CAR307,2023,Mini,Cooper S,Hardtop,35900,6800,British Racing Green,Carbon Black,Gasoline,Manual,FWD,2.0L Turbo,Mini of Santa Monica,Santa Monica,CA,90401,Good Deal,true,true,true,KBB,https://www.kbb.com/listing/123307
CAR308,2023,Mini,Cooper SE,Hardtop,38500,5500,White Silver,Satellite Grey,Electric,Automatic,FWD,Single Motor,Mini of Santa Monica,Santa Monica,CA,90401,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123308
CAR309,2023,Mini,Countryman,JCW ALL4,52900,4200,Chili Red,Carbon Black,Gasoline,Automatic,AWD,2.0L Turbo,Mini of Santa Monica,Santa Monica,CA,90401,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123309
CAR310,2023,Fiat,500X,Sport,32500,7500,Italia Blue,Black Cloth,Gasoline,Automatic,AWD,1.3L Turbo,Fiat of Glendale,Glendale,CA,91204,Good Deal,true,true,true,KBB,https://www.kbb.com/listing/123310
CAR311,2023,Mitsubishi,Outlander,SEL,38500,6800,White Diamond,Black Leather,Gasoline,Automatic,AWD,2.5L 4-Cylinder,Mitsubishi of San Diego,San Diego,CA,92111,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123311
CAR312,2023,Mitsubishi,Outlander PHEV,SEL,48500,5200,Red Diamond,Black Leather,Hybrid,Automatic,AWD,2.4L PHEV,Mitsubishi of San Diego,San Diego,CA,92111,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123312
CAR313,2023,Mitsubishi,Eclipse Cross,SEL,32500,7500,Tarmac Black,Black Leather,Gasoline,Automatic,AWD,1.5L Turbo,Mitsubishi of San Diego,San Diego,CA,92111,Good Deal,true,true,true,KBB,https://www.kbb.com/listing/123313
CAR314,2022,Chrysler,300,S,38500,18500,Gloss Black,Black Nappa,Gasoline,Automatic,RWD,3.6L V6,Glendale Dodge,Glendale,CA,91204,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123314
CAR315,2023,Chrysler,Pacifica,Pinnacle,55900,5800,Fathom Blue,Sepia/Black,Gasoline,Automatic,AWD,3.6L V6,Russell Westbrook CDJR,Van Nuys,CA,91401,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123315
CAR316,2023,Chrysler,Pacifica,Hybrid Pinnacle,58500,4500,Velvet Red,Sepia/Black,Hybrid,Automatic,FWD,3.6L V6 PHEV,Scott Robinson CDJR,Torrance,CA,90505,Great Deal,true,true,true,KBB,https://www.kbb.com/listing/123316
CAR317,2020,Toyota,Corolla,LE,18500,48500,Classic Silver,Ash Fabric,Gasoline,Automatic,FWD,1.8L 4-Cylinder,CarMax Los Angeles,Los Angeles,CA,90016,Fair Deal,false,true,true,Cars.com,https://www.cars.com/listing/123317
CAR318,2019,Honda,Accord,Sport,22500,52400,Modern Steel,Black Cloth,Gasoline,Automatic,FWD,1.5L Turbo,Carvana,Online,CA,90001,Fair Deal,false,true,true,Autotrader,https://www.autotrader.com/listing/123318
CAR319,2020,Ford,Escape,SE,24500,42300,Magnetic Gray,Ebony Cloth,Gasoline,Automatic,AWD,1.5L Turbo,Enterprise Car Sales,Los Angeles,CA,90045,Good Deal,false,true,true,KBB,https://www.kbb.com/listing/123319
CAR320,2019,Chevrolet,Malibu,LT,18900,55200,Summit White,Jet Black,Gasoline,Automatic,FWD,1.5L Turbo,Hertz Car Sales,Gardena,CA,90248,Fair Deal,false,true,false,Cars.com,https://www.cars.com/listing/123320
CAR321,2020,Nissan,Sentra,SV,19500,45800,Brilliant Silver,Charcoal Cloth,Gasoline,Automatic,FWD,2.0L 4-Cylinder,CarMax Irvine,Irvine,CA,92618,Good Deal,false,true,true,Autotrader,https://www.autotrader.com/listing/123321
CAR322,2019,Hyundai,Elantra,SEL,16500,58200,Machine Gray,Gray Cloth,Gasoline,Automatic,FWD,2.0L 4-Cylinder,Shift,Online,CA,90001,Fair Deal,false,true,true,KBB,https://www.kbb.com/listing/123322
CAR323,2020,Kia,Forte,GT-Line,18900,48500,Snow White,Black Cloth,Gasoline,Automatic,FWD,2.0L 4-Cylinder,Vroom,Online,CA,90001,Good Deal,false,true,true,Cars.com,https://www.cars.com/listing/123323
CAR324,2019,Mazda,Mazda3,Preferred,19500,52400,Snowflake White,Black Cloth,Gasoline,Automatic,FWD,2.5L 4-Cylinder,CarMax Burbank,Burbank,CA,91502,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123324
CAR325,2020,Subaru,Impreza,Premium,21500,42300,Crystal White,Black Cloth,Gasoline,Automatic,AWD,2.0L Boxer,Carvana,Online,CA,90001,Good Deal,true,true,true,KBB,https://www.kbb.com/listing/123325
CAR326,2019,Volkswagen,Jetta,SEL,19500,48500,Silk Blue,Titan Black,Gasoline,Automatic,FWD,1.4L Turbo,Enterprise Car Sales,Los Angeles,CA,90045,Good Deal,false,true,true,Cars.com,https://www.cars.com/listing/123326
CAR327,2018,Toyota,Camry,XSE,24500,62500,Midnight Black,Red Leather,Gasoline,Automatic,FWD,2.5L 4-Cylinder,CarMax Los Angeles,Los Angeles,CA,90016,Fair Deal,false,true,true,Autotrader,https://www.autotrader.com/listing/123327
CAR328,2018,Honda,CR-V,EX-L,26500,58400,Obsidian Blue,Gray Leather,Gasoline,Automatic,AWD,1.5L Turbo,Carvana,Online,CA,90001,Good Deal,false,true,true,KBB,https://www.kbb.com/listing/123328
CAR329,2019,Ford,F-150,XLT,35500,48500,Oxford White,Black Cloth,Gasoline,Automatic,4WD,2.7L EcoBoost,Hertz Car Sales,Gardena,CA,90248,Good Deal,false,false,false,Cars.com,https://www.cars.com/listing/123329
CAR330,2018,Chevrolet,Silverado 1500,LT,32500,55200,Silver Ice,Jet Black,Gasoline,Automatic,4WD,5.3L V8,CarMax Irvine,Irvine,CA,92618,Fair Deal,false,true,true,Autotrader,https://www.autotrader.com/listing/123330
CAR331,2019,RAM,1500,Big Horn,38500,48500,Billet Silver,Diesel Gray,Gasoline,Automatic,4WD,5.7L HEMI,Shift,Online,CA,90001,Good Deal,false,true,true,KBB,https://www.kbb.com/listing/123331
CAR332,2018,GMC,Sierra 1500,SLT,35500,58200,Quicksilver,Jet Black,Gasoline,Automatic,4WD,5.3L V8,Vroom,Online,CA,90001,Fair Deal,false,true,true,Cars.com,https://www.cars.com/listing/123332
CAR333,2019,Toyota,Tacoma,TRD Off-Road,35500,42300,Cement,Black Cloth,Gasoline,Automatic,4WD,3.5L V6,CarMax Burbank,Burbank,CA,91502,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123333
CAR334,2018,Honda,Pilot,EX-L,29500,55200,Modern Steel,Gray Leather,Gasoline,Automatic,AWD,3.5L V6,Carvana,Online,CA,90001,Good Deal,false,true,true,KBB,https://www.kbb.com/listing/123334
CAR335,2019,Toyota,Highlander,XLE,32500,48500,Predawn Gray,Black Leather,Gasoline,Automatic,AWD,3.5L V6,Enterprise Car Sales,Los Angeles,CA,90045,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123335
CAR336,2018,Ford,Explorer,Limited,28500,62500,Magnetic Gray,Ebony Leather,Gasoline,Automatic,4WD,3.5L V6,CarMax Los Angeles,Los Angeles,CA,90016,Fair Deal,false,true,true,Autotrader,https://www.autotrader.com/listing/123336
CAR337,2019,Jeep,Cherokee,Limited,28500,48500,Diamond Black,Black Leather,Gasoline,Automatic,4WD,3.2L V6,Hertz Car Sales,Gardena,CA,90248,Good Deal,false,true,true,KBB,https://www.kbb.com/listing/123337
CAR338,2018,Subaru,Outback,Limited,25500,55200,Crystal White,Java Brown,Gasoline,Automatic,AWD,2.5L Boxer,CarMax Irvine,Irvine,CA,92618,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123338
CAR339,2019,Mazda,CX-5,Grand Touring,28500,42300,Machine Gray,Parchment Leather,Gasoline,Automatic,AWD,2.5L 4-Cylinder,Shift,Online,CA,90001,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123339
CAR340,2018,Hyundai,Santa Fe,Ultimate,26500,58200,Storm Blue,Beige Leather,Gasoline,Automatic,AWD,2.4L 4-Cylinder,Vroom,Online,CA,90001,Good Deal,false,true,true,KBB,https://www.kbb.com/listing/123340
CAR341,2023,Toyota,Camry,LE,28500,1200,Celestial Silver,Black Fabric,Gasoline,Automatic,FWD,2.5L 4-Cylinder,AutoNation Toyota,Las Vegas,NV,89101,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123341
CAR342,2023,Toyota,Camry,SE,30500,800,Midnight Black,Red/Black Fabric,Gasoline,Automatic,FWD,2.5L 4-Cylinder,AutoNation Toyota,Las Vegas,NV,89101,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123342
CAR343,2023,Toyota,Camry,XLE,35500,500,Wind Chill Pearl,Black Leather,Gasoline,Automatic,FWD,2.5L 4-Cylinder,AutoNation Toyota,Las Vegas,NV,89101,Fair Deal,true,true,true,Cars.com,https://www.cars.com/listing/123343
CAR344,2023,Toyota,Camry,TRD,36500,1500,Supersonic Red,Black/Red Leather,Gasoline,Automatic,FWD,3.5L V6,AutoNation Toyota,Las Vegas,NV,89101,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123344
CAR345,2023,Honda,Accord,LX,29500,900,Platinum White,Gray Fabric,Gasoline,CVT,FWD,1.5L Turbo 4-Cylinder,Honda of Henderson,Henderson,NV,89011,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123345
CAR346,2023,Honda,Accord,Sport,32500,1100,Crystal Black,Black Fabric,Gasoline,CVT,FWD,1.5L Turbo 4-Cylinder,Honda of Henderson,Henderson,NV,89011,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123346
CAR347,2023,Honda,Accord,EX-L,36500,600,Radiant Red,Black Leather,Gasoline,CVT,FWD,1.5L Turbo 4-Cylinder,Honda of Henderson,Henderson,NV,89011,Fair Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123347
CAR348,2023,Honda,Accord,Touring,40500,400,Lunar Silver,Black Leather,Gasoline,10-Speed Auto,FWD,2.0L Turbo 4-Cylinder,Honda of Henderson,Henderson,NV,89011,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123348
CAR349,2023,Nissan,Altima,S,27500,1800,Brilliant Silver,Charcoal Fabric,Gasoline,CVT,FWD,2.5L 4-Cylinder,Nissan of Las Vegas,Las Vegas,NV,89102,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123349
CAR350,2023,Nissan,Altima,SV,30500,1200,Pearl White,Charcoal Fabric,Gasoline,CVT,FWD,2.5L 4-Cylinder,Nissan of Las Vegas,Las Vegas,NV,89102,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123350
CAR351,2023,Nissan,Altima,SL,34500,800,Scarlet Ember,Tan Leather,Gasoline,CVT,FWD,2.5L 4-Cylinder,Nissan of Las Vegas,Las Vegas,NV,89102,Fair Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123351
CAR352,2023,Nissan,Altima,SR,35500,600,Super Black,Sport Cloth,Gasoline,CVT,AWD,2.5L 4-Cylinder,Nissan of Las Vegas,Las Vegas,NV,89102,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123352
CAR353,2023,Hyundai,Sonata,SE,28500,1500,Quartz White,Black Fabric,Gasoline,8-Speed Auto,FWD,2.5L 4-Cylinder,Hyundai of Las Vegas,Las Vegas,NV,89103,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123353
CAR354,2023,Hyundai,Sonata,SEL,31500,1000,Shimmering Silver,Gray Fabric,Gasoline,8-Speed Auto,FWD,2.5L 4-Cylinder,Hyundai of Las Vegas,Las Vegas,NV,89103,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123354
CAR355,2023,Hyundai,Sonata,N Line,36500,700,Flame Red,Black Leather,Gasoline,8-Speed DCT,FWD,2.5L Turbo 4-Cylinder,Hyundai of Las Vegas,Las Vegas,NV,89103,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123355
CAR356,2023,Hyundai,Sonata,Limited,34500,500,Portofino Gray,Camel Leather,Gasoline,8-Speed Auto,FWD,2.5L 4-Cylinder,Hyundai of Las Vegas,Las Vegas,NV,89103,Fair Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123356
CAR357,2023,Kia,K5,LXS,27500,1800,Snow White,Black Fabric,Gasoline,8-Speed Auto,FWD,1.6L Turbo 4-Cylinder,Kia of Las Vegas,Las Vegas,NV,89104,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123357
CAR358,2023,Kia,K5,GT-Line,31500,1200,Gravity Gray,Black/Red Fabric,Gasoline,8-Speed Auto,FWD,1.6L Turbo 4-Cylinder,Kia of Las Vegas,Las Vegas,NV,89104,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123358
CAR359,2023,Kia,K5,EX,33500,800,Passion Red,Black Leather,Gasoline,8-Speed Auto,FWD,1.6L Turbo 4-Cylinder,Kia of Las Vegas,Las Vegas,NV,89104,Fair Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123359
CAR360,2023,Kia,K5,GT,37500,500,Wolf Gray,Black/Red Leather,Gasoline,8-Speed DCT,FWD,2.5L Turbo 4-Cylinder,Kia of Las Vegas,Las Vegas,NV,89104,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123360
CAR361,2023,Mazda,Mazda3,2.5 S,25500,2000,Snowflake White,Black Cloth,Gasoline,6-Speed Auto,FWD,2.5L 4-Cylinder,Mazda of Las Vegas,Las Vegas,NV,89105,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123361
CAR362,2023,Mazda,Mazda3,2.5 S Select,27500,1500,Machine Gray,Black Leatherette,Gasoline,6-Speed Auto,FWD,2.5L 4-Cylinder,Mazda of Las Vegas,Las Vegas,NV,89105,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123362
CAR363,2023,Mazda,Mazda3,2.5 S Premium,31500,900,Soul Red Crystal,Black Leather,Gasoline,6-Speed Auto,AWD,2.5L 4-Cylinder,Mazda of Las Vegas,Las Vegas,NV,89105,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123363
CAR364,2023,Mazda,Mazda3,2.5 Turbo,34500,600,Polymetal Gray,Red Leather,Gasoline,6-Speed Auto,AWD,2.5L Turbo 4-Cylinder,Mazda of Las Vegas,Las Vegas,NV,89105,Fair Deal,true,true,true,Cars.com,https://www.cars.com/listing/123364
CAR365,2023,Subaru,Impreza,Base,24500,2200,Crystal White,Black Cloth,Gasoline,CVT,AWD,2.0L 4-Cylinder,Subaru of Las Vegas,Las Vegas,NV,89106,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123365
CAR366,2023,Subaru,Impreza,Premium,27500,1800,Magnetite Gray,Black Cloth,Gasoline,CVT,AWD,2.0L 4-Cylinder,Subaru of Las Vegas,Las Vegas,NV,89106,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123366
CAR367,2023,Subaru,Impreza,Sport,29500,1200,Ocean Blue,Black/Blue Cloth,Gasoline,CVT,AWD,2.0L 4-Cylinder,Subaru of Las Vegas,Las Vegas,NV,89106,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123367
CAR368,2023,Subaru,Impreza,Limited,31500,800,Crimson Red,Ivory Leather,Gasoline,CVT,AWD,2.0L 4-Cylinder,Subaru of Las Vegas,Las Vegas,NV,89106,Fair Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123368
CAR369,2023,Volkswagen,Jetta,S,23500,2500,Pure White,Titan Black Cloth,Gasoline,8-Speed Auto,FWD,1.5L Turbo 4-Cylinder,VW of Las Vegas,Las Vegas,NV,89107,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123369
CAR370,2023,Volkswagen,Jetta,SE,26500,1800,Platinum Gray,Titan Black Cloth,Gasoline,8-Speed Auto,FWD,1.5L Turbo 4-Cylinder,VW of Las Vegas,Las Vegas,NV,89107,Great Deal,true,true,true,Cars.com,https://www.cars.com/listing/123370
CAR371,2023,Volkswagen,Jetta,SEL,29500,1200,Tornado Red,Titan Black Leatherette,Gasoline,8-Speed Auto,FWD,1.5L Turbo 4-Cylinder,VW of Las Vegas,Las Vegas,NV,89107,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123371
CAR372,2023,Volkswagen,Jetta,GLI,31500,900,Oryx White,Black Leather,Gasoline,7-Speed DSG,FWD,2.0L Turbo 4-Cylinder,VW of Las Vegas,Las Vegas,NV,89107,Fair Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123372
CAR373,2022,Toyota,RAV4,LE,32500,12500,Silver Sky,Black Fabric,Gasoline,8-Speed Auto,FWD,2.5L 4-Cylinder,Toyota of Summerlin,Las Vegas,NV,89108,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123373
CAR374,2022,Toyota,RAV4,XLE,35500,9800,Blueprint,Black Fabric,Gasoline,8-Speed Auto,AWD,2.5L 4-Cylinder,Toyota of Summerlin,Las Vegas,NV,89108,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123374
CAR375,2022,Toyota,RAV4,XLE Premium,38500,7500,Lunar Rock,Black SofTex,Gasoline,8-Speed Auto,AWD,2.5L 4-Cylinder,Toyota of Summerlin,Las Vegas,NV,89108,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123375
CAR376,2022,Toyota,RAV4,Adventure,40500,6200,Cavalry Blue,Black/Mocha SofTex,Gasoline,8-Speed Auto,AWD,2.5L 4-Cylinder,Toyota of Summerlin,Las Vegas,NV,89108,Fair Deal,true,true,true,Cars.com,https://www.cars.com/listing/123376
CAR377,2023,Toyota,RAV4,Limited,44500,3500,Blizzard Pearl,Nutmeg Leather,Gasoline,8-Speed Auto,AWD,2.5L 4-Cylinder,Toyota of Summerlin,Las Vegas,NV,89108,Good Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123377
CAR378,2023,Toyota,RAV4,Hybrid SE,38500,4200,Magnetic Gray,Black Fabric,Hybrid,CVT,AWD,2.5L 4-Cylinder Hybrid,Toyota of Summerlin,Las Vegas,NV,89108,Great Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123378
CAR379,2023,Toyota,RAV4,Hybrid XLE Premium,42500,2800,Ruby Flare Pearl,Black SofTex,Hybrid,CVT,AWD,2.5L 4-Cylinder Hybrid,Toyota of Summerlin,Las Vegas,NV,89108,Good Deal,true,true,true,Cars.com,https://www.cars.com/listing/123379
CAR380,2023,Toyota,RAV4,Prime SE,45500,1500,Super White,Black SofTex,Plug-In Hybrid,CVT,AWD,2.5L 4-Cylinder PHEV,Toyota of Summerlin,Las Vegas,NV,89108,Great Deal,true,true,true,CarGurus,https://www.cargurus.com/listing/123380
CAR381,2023,Honda,CR-V,LX,32500,3200,Platinum White,Gray Cloth,Gasoline,CVT,FWD,1.5L Turbo 4-Cylinder,Honda World,Henderson,NV,89012,Good Deal,true,true,true,Autotrader,https://www.autotrader.com/listing/123381
