id,name,brand,category,age_min,age_max,price,description,features_json,educational,battery_required,in_stock,stock_quantity
TOY-156,Tie Dye Kit,Tulip,Arts & Crafts,8,99,19.99,One-step tie dye kit,"{""colors"": 5, ""shirts"": 10}",1,0,1,28
TOY-157,Pottery Wheel Studio,Faber-Castell,Arts & Crafts,8,99,34.99,Working pottery wheel with clay,"{""clay_lbs"": 3, ""tools"": 5}",1,0,1,12
TOY-158,Fashion Design Sketchbook,Make It Real,Arts & Crafts,8,14,24.99,Fashion design activity kit,"{""stencils"": 40, ""fabrics"": 20}",1,0,1,16
TOY-159,Rock Painting Kit,Creativity for Kids,Arts & Crafts,6,12,14.99,Rock painting supplies set,"{""rocks"": 10, ""paint_colors"": 8}",1,0,1,24
TOY-160,Diamond Art Kit,Diamond Dotz,Arts & Crafts,8,99,19.99,Diamond painting craft kit,"{""gems"": 1000, ""size_inches"": ""12x12""}",1,0,1,18
TOY-161,Nerf Fortnite Blaster,Nerf,Outdoor Play,8,15,29.99,Fortnite themed dart blaster,"{""darts"": 10, ""range_feet"": 75}",0,1,1,20
TOY-162,Nerf Ultra One,Nerf,Outdoor Play,8,15,49.99,Farthest flying Nerf blaster,"{""darts"": 25, ""range_feet"": 120}",0,1,1,12
TOY-163,Super Soaker XP100,Nerf,Outdoor Play,6,99,24.99,Classic water blaster design,"{""capacity_oz"": 26, ""range_feet"": 34}",0,0,1,25
TOY-164,Super Soaker Hydra,Nerf,Outdoor Play,6,99,49.99,Large capacity water soaker,"{""capacity_oz"": 65, ""range_feet"": 38}",0,0,1,15
TOY-165,Stomp Rocket,Stomp Rocket,Outdoor Play,5,12,29.99,Air powered rocket launcher,"{""rockets"": 4, ""height_feet"": 200}",0,0,1,20
TOY-166,Glow Battle Light Up Swords,Starlux,Outdoor Play,5,12,29.99,Light up foam swords for play,"{""swords"": 2, ""led_modes"": 8}",0,1,1,18
TOY-167,Pogo Stick,Flybar,Outdoor Play,5,10,39.99,Classic bouncing pogo stick,"{""max_weight_lbs"": 80, ""squeak"": ""classic""}",0,0,1,14
TOY-168,Skip Ball,The Original,Outdoor Play,5,12,12.99,Ankle skip ball toy,"{""colors"": ""assorted"", ""led"": false}",0,0,1,35
TOY-169,Giant Bubbles Kit,WOWmazing,Outdoor Play,5,99,19.99,Huge bubble wand and solution,"{""wand_inches"": 36, ""solution_oz"": 12}",0,0,1,22
TOY-170,Lawn Darts Set,Franklin,Outdoor Play,6,99,24.99,Soft tip lawn dart game,"{""darts"": 4, ""rings"": 2}",0,0,1,18
TOY-171,Spikeball Standard Set,Spikeball,Outdoor Play,8,99,59.99,Roundnet game for teams,"{""players"": ""2-4"", ""includes"": [""net"", ""balls""]}",0,0,1,14
TOY-172,KanJam Original,KanJam,Outdoor Play,8,99,44.99,Disc throwing goal game,"{""players"": ""2-4"", ""includes"": [""goals"", ""disc""]}",0,0,1,16
TOY-173,Crossnet Four Square,Crossnet,Outdoor Play,8,99,149.99,Four square volleyball net game,"{""players"": ""4"", ""net_height"": ""adjustable""}",0,0,1,8
TOY-174,Swingball,Mookie,Outdoor Play,6,99,39.99,Tethered tennis for two,"{""players"": ""2"", ""adjustable_height"": true}",0,0,1,12
TOY-175,Badminton Set,Franklin,Outdoor Play,6,99,29.99,4 player badminton set with net,"{""rackets"": 4, ""shuttlecocks"": 2, ""net"": ""included""}",0,0,1,18
TOY-176,Croquet Set,Juegoal,Outdoor Play,6,99,49.99,6 player wooden croquet set,"{""mallets"": 6, ""balls"": 6, ""wickets"": 9}",0,0,1,10
TOY-177,Bocce Ball Set,GoSports,Outdoor Play,8,99,39.99,8 ball bocce set with case,"{""balls"": 8, ""pallino"": 1, ""case"": ""included""}",0,0,1,14
TOY-178,Frisbee Golf Set,Franklin,Outdoor Play,8,99,34.99,Disc golf starter set,"{""discs"": 3, ""target"": ""included""}",0,0,1,16
TOY-179,Little Tikes Slide,Little Tikes,Outdoor Play,1,4,49.99,Toddler indoor outdoor slide,"{""height_inches"": 24, ""weight_limit_lbs"": 60}",0,0,1,10
TOY-180,Step2 Play Kitchen,Step2,Outdoor Play,2,6,149.99,Play kitchen with sounds,"{""accessories"": 38, ""sounds"": ""cooking""}",1,1,1,6
TOY-181,Fisher-Price Corn Popper,Fisher-Price,Baby & Toddler,1,3,14.99,Classic push toy with popping balls,"{""balls"": 6, ""popping"": ""visual""}",1,0,1,28
TOY-182,VTech Sit-to-Stand Walker,VTech,Baby & Toddler,0,3,34.99,Learning walker with activity panel,"{""songs"": 70, ""activities"": 5}",1,1,1,15
TOY-183,Fisher-Price Rock-a-Stack,Fisher-Price,Baby & Toddler,0,2,9.99,Classic stacking ring toy,"{""rings"": 5, ""bat_at_base"": true}",1,0,1,30
TOY-184,Baby Einstein Take Along Tunes,Baby Einstein,Baby & Toddler,0,3,12.99,Musical toy with lights,"{""melodies"": 7, ""volume_control"": true}",1,1,1,25
TOY-185,Bright Starts Oball,Bright Starts,Baby & Toddler,0,2,7.99,Flexible ball for babies,"{""diameter_inches"": 4, ""holes"": 32}",1,0,1,40
TOY-186,Manhattan Toy Winkel,Manhattan Toy,Baby & Toddler,0,2,14.99,Classic teether rattle,"{""loops"": ""interlocking"", ""bpa_free"": true}",1,0,1,30
TOY-187,Sophie la Girafe,Vulli,Baby & Toddler,0,2,24.99,Natural rubber teething toy,"{""material"": ""natural rubber"", ""squeaker"": true}",0,0,1,22
TOY-188,Lamaze Freddie Firefly,Lamaze,Baby & Toddler,0,2,14.99,Developmental clip-on toy,"{""features"": [""crinkle"", ""squeak"", ""rattle""]}",1,0,1,28
TOY-189,Fat Brain Dimpl,Fat Brain Toys,Baby & Toddler,0,3,14.99,Silicone popping sensory toy,"{""buttons"": 5, ""colors"": 5}",1,0,1,35
TOY-190,Infantino Sensory Balls,Infantino,Baby & Toddler,0,2,12.99,Set of textured balls for babies,"{""balls"": 6, ""textures"": 6}",1,0,1,30
TOY-191,Hape Pound and Tap Bench,Hape,Baby & Toddler,1,3,29.99,Pounding bench with xylophone,"{""balls"": 3, ""keys"": 8}",1,0,1,18
TOY-192,B. toys Bristle Blocks,B. toys,Baby & Toddler,2,5,24.99,Soft interlocking blocks,"{""blocks"": 68, ""storage_bag"": true}",1,0,1,20
TOY-193,Melissa & Doug Shape Sorter,Melissa & Doug,Baby & Toddler,1,3,19.99,Classic shape sorting cube,"{""shapes"": 12, ""material"": ""wood""}",1,0,1,22
TOY-194,LeapFrog Learn & Groove Table,LeapFrog,Baby & Toddler,0,3,49.99,Musical activity table,"{""activities"": 8, ""songs"": 40}",1,1,1,12
TOY-195,VTech Turn and Learn Driver,VTech,Baby & Toddler,0,3,17.99,Pretend driving toy with sounds,"{""songs"": 60, ""sounds"": 45}",1,1,1,20
TOY-196,Squishmallows 8 inch Pack,Squishmallows,Plush & Stuffed Animals,3,99,29.99,Set of 3 mini squishmallows,"{""size_inches"": 8, ""quantity"": 3}",0,0,1,18
TOY-197,Squishmallows Hugmees,Squishmallows,Plush & Stuffed Animals,3,99,34.99,Extra long huggable squishmallow,"{""length_inches"": 24, ""style"": ""hugmee""}",0,0,1,14
TOY-198,Pusheen Plush,Gund,Plush & Stuffed Animals,3,99,24.99,Pusheen cat plush toy,"{""size_inches"": 12, ""material"": ""polyester""}",0,0,1,20
TOY-199,Gund Snuffles Bear,Gund,Plush & Stuffed Animals,0,99,29.99,Classic white teddy bear,"{""size_inches"": 13, ""material"": ""premium plush""}",0,0,1,16
TOY-200,Aurora Miyoni Cat,Aurora,Plush & Stuffed Animals,3,99,19.99,Realistic cat plush,"{""size_inches"": 11, ""realistic"": true}",0,0,1,22
TOY-201,Wild Republic Dinosaur,Wild Republic,Plush & Stuffed Animals,3,99,14.99,Realistic T-Rex plush,"{""size_inches"": 12, ""cuddlekins"": true}",0,0,1,25
TOY-202,Douglas Cuddle Toys Horse,Douglas,Plush & Stuffed Animals,3,99,24.99,Soft horse plush toy,"{""size_inches"": 15, ""poseable"": false}",0,0,1,18
TOY-203,Ty Beanie Baby Classic,Ty,Plush & Stuffed Animals,3,99,9.99,Classic collectible beanie,"{""size_inches"": 8, ""collectible"": true}",0,0,1,35
TOY-204,Ty Beanie Boo Medium,Ty,Plush & Stuffed Animals,3,99,14.99,Big-eyed plush animal,"{""size_inches"": 13, ""glitter_eyes"": true}",0,0,1,28
TOY-205,Webkinz Classic Pet,Webkinz,Plush & Stuffed Animals,5,12,14.99,Plush with online world code,"{""size_inches"": 8, ""online_code"": true}",0,0,1,22
TOY-206,Giant Teddy Bear 4ft,Way To Celebrate,Plush & Stuffed Animals,3,99,49.99,Huge huggable teddy bear,"{""size_inches"": 48, ""material"": ""plush""}",0,0,1,8
TOY-207,Folkmanis Hand Puppet Dog,Folkmanis,Plush & Stuffed Animals,3,99,29.99,High quality hand puppet,"{""size_inches"": 15, ""movable_mouth"": true}",1,0,1,14
TOY-208,Warmies Lavender Bear,Warmies,Plush & Stuffed Animals,3,99,24.99,Microwaveable plush with lavender,"{""size_inches"": 13, ""heatable"": true}",0,0,1,18
TOY-209,Pokemon Pikachu 16 inch,Pokemon,Plush & Stuffed Animals,3,99,29.99,Official Pikachu plush,"{""size_inches"": 16, ""official"": true}",0,0,1,15
TOY-210,Minecraft Creeper Plush,Minecraft,Plush & Stuffed Animals,6,99,19.99,Official Creeper plush toy,"{""size_inches"": 14, ""official"": true}",0,0,1,20
TOY-211,Nintendo Mario Plush,Nintendo,Plush & Stuffed Animals,3,99,19.99,Super Mario plush figure,"{""size_inches"": 12, ""official"": true}",0,0,1,22
TOY-212,Nintendo Yoshi Plush,Nintendo,Plush & Stuffed Animals,3,99,19.99,Yoshi dinosaur plush,"{""size_inches"": 11, ""official"": true}",0,0,1,20
TOY-213,VTech Switch and Go Dino,VTech,Electronics & Tech,3,8,24.99,Transforming dinosaur vehicle,"{""modes"": 2, ""sounds"": 20}",1,1,1,16
TOY-214,VTech Kidi Star Karaoke,VTech,Electronics & Tech,5,12,49.99,Kids karaoke machine,"{""songs"": 8, ""effects"": 4}",1,1,1,10
TOY-215,LeapFrog Scribble and Write,LeapFrog,Electronics & Tech,3,5,24.99,Learn to write tablet,"{""letters"": 26, ""numbers"": 10}",1,1,1,18
TOY-216,LeapFrog Mr Pencil,LeapFrog,Electronics & Tech,3,6,29.99,Interactive writing toy,"{""activities"": 6, ""letters"": 26}",1,1,1,15
TOY-217,Tamagotchi Pix,Bandai,Electronics & Tech,6,99,59.99,Digital pet with camera,"{""pets"": 100, ""camera"": true}",0,1,1,12
TOY-218,Tamagotchi Original,Bandai,Electronics & Tech,6,99,19.99,Classic digital pet toy,"{""stages"": 7, ""retro"": true}",0,1,1,20
TOY-219,Bitzee Interactive Pet,Spin Master,Electronics & Tech,5,99,29.99,Digital pet in 3D case,"{""pets"": 15, ""touchable"": true}",1,1,1,14
TOY-220,Little Live Pets Bird,Moose Toys,Electronics & Tech,5,10,29.99,Interactive talking bird,"{""phrases"": 20, ""sings"": true}",0,1,1,16
TOY-221,Little Live Pets Turtle,Moose Toys,Electronics & Tech,5,10,19.99,Swimming robotic turtle,"{""swimming"": true, ""water_activated"": true}",0,1,1,18
TOY-222,Fingerlings Monkey,WowWee,Electronics & Tech,5,10,19.99,Interactive finger puppet,"{""sounds"": 40, ""responds_to_touch"": true}",0,1,1,20
TOY-223,Hatchimals Pixies Crystal,Spin Master,Electronics & Tech,5,8,24.99,Crystal flyers doll,"{""flying"": true, ""hand_controlled"": true}",0,1,1,14
TOY-224,Magic Mixies Cauldron,Moose Toys,Electronics & Tech,5,10,74.99,Magical mist cauldron with mixie,"{""mist"": true, ""spells"": 50}",0,1,1,8
TOY-225,Botley 2.0 Coding Robot,Learning Resources,Electronics & Tech,5,10,79.99,Screen-free coding robot,"{""coding_steps"": 150, ""programs"": 16}",1,1,1,10
TOY-226,Dash Robot,Wonder Workshop,Electronics & Tech,6,11,149.99,Programmable learning robot,"{""sensors"": 5, ""app_controlled"": true}",1,1,1,6
TOY-227,Cozmo Robot,Digital Dream Labs,Electronics & Tech,8,99,249.99,AI-powered robot companion,"{""expressions"": 1000, ""games"": 3}",1,1,1,4
TOY-228,Anki Vector Robot,Digital Dream Labs,Electronics & Tech,8,99,299.99,Voice-activated AI robot,"{""voice_commands"": true, ""alexa"": true}",1,1,1,3
TOY-229,Ozobot Bit,Ozobot,Electronics & Tech,6,10,59.99,Tiny programmable robot,"{""color_codes"": true, ""size_mm"": 25}",1,1,1,12
TOY-230,Cubetto Coding Robot,Primo Toys,Electronics & Tech,3,6,224.99,Screen-free coding for toddlers,"{""blocks"": 16, ""no_screen"": true}",1,1,1,5
TOY-231,Snap Circuits Jr,Elenco,Electronics & Tech,8,15,34.99,Electronic circuit building kit,"{""projects"": 100, ""parts"": 30}",1,0,1,16
TOY-232,Snap Circuits Pro,Elenco,Electronics & Tech,8,15,74.99,Advanced electronics kit,"{""projects"": 500, ""parts"": 75}",1,0,1,10
TOY-233,littleBits Base Kit,Sphero,Electronics & Tech,8,99,99.99,Electronic building blocks,"{""bits"": 10, ""projects"": 8}",1,0,1,8
TOY-234,Kano Computer Kit,Kano,Electronics & Tech,6,14,149.99,Build your own computer kit,"{""coding"": true, ""games"": 100}",1,0,1,6
TOY-235,Bloxels Game Builder,Mattel,Electronics & Tech,8,99,19.99,Video game creation set,"{""blocks"": 320, ""app"": ""free""}",1,0,1,14
TOY-236,Merge Cube,Merge,Electronics & Tech,10,99,19.99,Holographic AR cube,"{""apps"": 100, ""ar_compatible"": true}",1,0,1,18
TOY-237,Nintendo Labo Vehicle Kit,Nintendo,Electronics & Tech,6,99,69.99,Cardboard vehicle controllers,"{""vehicles"": 3, ""switch_required"": true}",1,0,1,8
TOY-238,Klutz LEGO Chain Reactions,Klutz,Building & Construction,7,14,21.99,LEGO machine building book,"{""machines"": 10, ""pieces"": 78}",1,0,1,20
TOY-239,GraviTrax Starter Set,Ravensburger,Building & Construction,8,99,49.99,Marble run building system,"{""pieces"": 122, ""expandable"": true}",1,0,1,12
TOY-240,Marble Genius Marble Run,Marble Genius,Building & Construction,4,10,39.99,Translucent marble run set,"{""pieces"": 130, ""marbles"": 20}",1,0,1,15
TOY-241,Plus-Plus Tube,Plus-Plus,Building & Construction,5,12,9.99,One-shape building blocks,"{""pieces"": 70, ""ideas"": 4}",1,0,1,30
TOY-242,Plus-Plus Big 100,Plus-Plus,Building & Construction,3,6,24.99,Large Plus-Plus for toddlers,"{""pieces"": 100, ""storage_tub"": true}",1,0,1,18
TOY-243,Magformers Basic Set,Magformers,Building & Construction,3,8,49.99,Magnetic building shapes,"{""pieces"": 30, ""shapes"": 6}",1,0,1,14
TOY-244,Picasso Tiles 100pc,Picasso Tiles,Building & Construction,3,8,39.99,Magnetic building tiles,"{""pieces"": 100, ""colors"": 7}",1,0,1,16
TOY-245,Tegu Magnetic Blocks,Tegu,Building & Construction,1,99,44.99,Premium wooden magnetic blocks,"{""pieces"": 14, ""material"": ""wood""}",1,0,1,12
TOY-246,Geomag Classic Set,Geomag,Building & Construction,6,99,34.99,Magnetic rods and balls,"{""pieces"": 68, ""magnets"": 26}",1,0,1,15
TOY-247,Erector Set Helicopter,Meccano,Building & Construction,10,99,29.99,Metal building helicopter,"{""pieces"": 406, ""models"": 2}",1,0,1,14
TOY-248,Meccano Roadster,Meccano,Building & Construction,10,99,49.99,Motorized building car,"{""pieces"": 651, ""motor"": true}",1,1,1,10
TOY-249,Fort Building Kit,Tiny Land,Building & Construction,5,12,49.99,Build your own fort kit,"{""sticks"": 140, ""connectors"": 44}",1,0,1,14
TOY-250,Brackitz Educational Set,Brackitz,Building & Construction,4,10,59.99,STEM building set with wheels,"{""pieces"": 100, ""wheels"": ""included""}",1,0,1,12
TOY-251,Learning Resources Gears,Learning Resources,Building & Construction,3,8,29.99,Motorized gear building set,"{""gears"": 95, ""motor"": true}",1,1,1,16
TOY-252,Fat Brain Squigz,Fat Brain Toys,Building & Construction,3,99,24.99,Suction cup building toy,"{""pieces"": 24, ""sticks_to_surfaces"": true}",1,0,1,20
TOY-253,Original Blocks Kapla 200,Kapla,Building & Construction,3,99,49.99,Precision wooden planks,"{""planks"": 200, ""material"": ""pine""}",1,0,1,14
TOY-254,CITIBLOCS Original,CITIBLOCS,Building & Construction,3,99,34.99,Natural wooden building blocks,"{""blocks"": 200, ""material"": ""wood""}",1,0,1,16
TOY-255,Uncle Goose ABC Blocks,Uncle Goose,Building & Construction,2,5,44.99,Classic alphabet blocks,"{""blocks"": 28, ""letters"": ""embossed""}",1,0,1,18
TOY-256,Melissa & Doug Castle Blocks,Melissa & Doug,Building & Construction,3,8,29.99,Wooden castle building blocks,"{""blocks"": 100, ""themed"": ""castle""}",1,0,1,20
TOY-257,Hape Fantasia Blocks,Hape,Building & Construction,1,5,29.99,Colorful wooden blocks,"{""blocks"": 50, ""shapes"": 9}",1,0,1,22
TOY-258,Grimms Rainbow Stacker,Grimms,Building & Construction,1,99,79.99,Premium wooden rainbow arches,"{""arches"": 12, ""material"": ""lime wood""}",1,0,1,8
TOY-259,Lovevery Block Set,Lovevery,Building & Construction,2,5,90.00,Developmental wooden blocks,"{""blocks"": 70, ""activities"": 20}",1,0,1,6
TOY-260,Guidecraft Rainbow Blocks,Guidecraft,Building & Construction,2,6,49.99,Acrylic sensory blocks,"{""blocks"": 10, ""colors"": ""translucent""}",1,0,1,14
TOY-261,National Geographic Dino Dig,National Geographic,Science & Discovery,8,15,19.99,Excavate real dino fossils,"{""fossils"": 3, ""tools"": ""included""}",1,0,1,20
TOY-262,National Geographic Volcano,National Geographic,Science & Discovery,8,15,29.99,Build and erupt volcano kit,"{""eruptions"": ""multiple"", ""mold"": ""included""}",1,0,1,18
TOY-263,National Geographic Crystal Growing,National Geographic,Science & Discovery,8,15,14.99,Grow real crystals kit,"{""crystals"": 3, ""display_case"": true}",1,0,1,22
TOY-264,National Geographic Mega Slime Kit,National Geographic,Science & Discovery,6,12,29.99,Slime making science kit,"{""slimes"": 8, ""glow"": true}",1,0,1,20
TOY-265,Thames Kosmos Chem C500,Thames & Kosmos,Science & Discovery,10,15,49.99,Chemistry set with 500 experiments,"{""experiments"": 500, ""manual"": ""full color""}",1,0,1,12
TOY-266,Thames Kosmos Physics Workshop,Thames & Kosmos,Science & Discovery,10,15,54.99,Physics experiments kit,"{""experiments"": 36, ""projects"": 10}",1,0,1,10
TOY-267,Scientific Explorer Disgusting Science,Scientific Explorer,Science & Discovery,8,12,24.99,Gross science experiments,"{""experiments"": 20, ""gross_factor"": ""high""}",1,0,1,16
TOY-268,Klutz Maker Lab Circuit,Klutz,Science & Discovery,8,14,24.99,Circuit building experiments,"{""projects"": 15, ""components"": 35}",1,0,1,18
TOY-269,4M Solar Robot,4M,Science & Discovery,8,15,19.99,Solar powered robot kit,"{""robots"": 3, ""solar_powered"": true}",1,0,1,20
TOY-270,4M Kitchen Science,4M,Science & Discovery,8,15,19.99,Kitchen chemistry experiments,"{""experiments"": 6, ""household_items"": true}",1,0,1,22
TOY-271,Melissa & Doug Bug Jug,Melissa & Doug,Science & Discovery,3,8,9.99,Bug catching observation jar,"{""magnification"": ""2x"", ""mesh_lid"": true}",1,0,1,28
TOY-272,GeoSafari Jr Talking Microscope,Educational Insights,Science & Discovery,4,8,39.99,Talking microscope for kids,"{""facts"": 100, ""slides"": 20}",1,1,1,14
TOY-273,My First Lab Microscope,C&A Scientific,Science & Discovery,8,14,49.99,Dual LED microscope,"{""magnification"": ""40x-400x"", ""slides"": 50}",1,1,1,10
TOY-274,Celestron Telescope for Kids,Celestron,Science & Discovery,8,99,59.99,Beginner telescope with tripod,"{""magnification"": ""18x-90x"", ""tripod"": ""included""}",1,0,1,8
TOY-275,4M Solar System Mobile,4M,Science & Discovery,8,15,14.99,Glow in dark solar system,"{""planets"": 9, ""glow"": true}",1,0,1,24
TOY-276,SmartLab Squishy Human Body,SmartLab,Science & Discovery,8,12,34.99,Anatomy model with organs,"{""organs"": 12, ""removable"": true}",1,0,1,12
TOY-277,Ant Farm Gel Colony,Uncle Milton,Science & Discovery,6,99,24.99,LED gel ant habitat,"{""gel"": ""nutrient"", ""led_light"": true}",1,0,1,16
TOY-278,Sea Monkeys Ocean Zoo,Big Time Toys,Science & Discovery,6,99,14.99,Instant live sea monkeys,"{""tank"": ""included"", ""food"": ""included""}",1,0,1,25
TOY-279,Butterfly Garden,Insect Lore,Science & Discovery,4,99,29.99,Live butterfly raising kit,"{""caterpillars"": ""mail-in"", ""habitat"": ""pop-up""}",1,0,1,18
TOY-280,Smithsonian Prehistoric Sea,Smithsonian,Science & Discovery,8,14,19.99,Prehistoric creatures growing kit,"{""creatures"": 6, ""fact_cards"": true}",1,0,1,20
TOY-281,Pokemon TCG Elite Trainer Box,Pokemon,Trading Cards & Collectibles,6,99,49.99,Pokemon card collection box,"{""packs"": 9, ""sleeves"": 65}",0,0,1,25
TOY-282,Pokemon Build and Battle Box,Pokemon,Trading Cards & Collectibles,6,99,39.99,Pokemon deck building kit,"{""packs"": 4, ""promo_card"": true}",0,0,1,20
TOY-283,Yu-Gi-Oh Starter Deck,Konami,Trading Cards & Collectibles,6,99,12.99,Beginner Yu-Gi-Oh deck,"{""cards"": 44, ""rule_book"": true}",0,0,1,25
TOY-284,Magic The Gathering Starter,Wizards,Trading Cards & Collectibles,13,99,14.99,MTG beginner two-player set,"{""cards"": 100, ""decks"": 2}",0,0,1,20
TOY-285,Digimon Card Game Starter,Bandai,Trading Cards & Collectibles,6,99,14.99,Digimon TCG starter deck,"{""cards"": 54, ""memory_gauge"": true}",0,0,1,18
TOY-286,Sports Cards Mega Box,Panini,Trading Cards & Collectibles,6,99,24.99,Multi-sport trading cards,"{""packs"": 8, ""sports"": ""multi""}",0,0,1,22
TOY-287,NBA Trading Cards Box,Panini,Trading Cards & Collectibles,6,99,29.99,Basketball card collection box,"{""packs"": 8, ""hits"": ""guaranteed""}",0,0,1,18
TOY-288,NFL Trading Cards Blaster,Panini,Trading Cards & Collectibles,6,99,34.99,Football card blaster box,"{""packs"": 6, ""exclusive"": true}",0,0,1,16
TOY-289,MLB Topps Series Box,Topps,Trading Cards & Collectibles,6,99,24.99,Baseball card hobby box,"{""packs"": 7, ""cards_per"": 14}",0,0,1,20
TOY-290,LOL Surprise Trading Cards,Panini,Trading Cards & Collectibles,4,10,4.99,LOL dolls collectible cards,"{""cards"": 6, ""stickers"": true}",0,0,1,40
TOY-291,Nintendo Switch Game - Mario Kart 8,Nintendo,Video Games,6,99,59.99,Racing game with iconic Nintendo characters,"{""players"": ""1-12"", ""online"": true}",0,0,1,35
TOY-292,Nintendo Switch Game - Zelda TOTK,Nintendo,Video Games,10,99,69.99,Epic adventure in the kingdom of Hyrule,"{""genre"": ""action-adventure"", ""hours"": ""100+""}",0,0,1,22
TOY-293,PlayStation 5 Game - Spider-Man 2,Sony,Video Games,13,99,69.99,Web-slinging action adventure,"{""players"": 1, ""4k"": true}",0,0,1,18
TOY-294,Xbox Game - Forza Motorsport,Microsoft,Video Games,3,99,69.99,Realistic racing simulation,"{""cars"": ""500+"", ""tracks"": 20}",0,0,1,15
TOY-295,Roblox Gift Card $25,Roblox,Video Games,6,18,25.00,Digital currency for Roblox platform,"{""robux"": 2000}",0,0,1,100
TOY-296,Minecraft Java & Bedrock Edition,Mojang,Video Games,7,99,29.99,Sandbox building and survival game,"{""multiplayer"": true, ""mods"": true}",1,0,1,45
TOY-297,VR Headset - Meta Quest 3,Meta,Video Games,13,99,499.99,Standalone VR gaming headset,"{""resolution"": ""2064x2208"", ""storage_gb"": 128}",0,0,1,8
TOY-298,Gaming Headset - Turtle Beach Stealth,Turtle Beach,Video Games,8,99,79.99,Wireless gaming headset,"{""wireless"": true, ""battery_hours"": 15}",0,1,1,20
TOY-299,Nintendo Switch Pro Controller,Nintendo,Video Games,6,99,69.99,Premium wireless controller,"{""battery_hours"": 40, ""motion"": true}",0,1,1,25
TOY-300,Xbox Elite Series 2 Controller,Microsoft,Video Games,8,99,179.99,Professional gaming controller,"{""paddles"": 4, ""adjustable"": true}",0,1,1,12
TOY-301,Melissa & Doug Wooden Kitchen,Melissa & Doug,Pretend Play,3,8,179.99,Wooden play kitchen with accessories,"{""material"": ""wood"", ""accessories"": 20}",1,0,1,6
TOY-302,KidKraft Dollhouse,KidKraft,Pretend Play,3,10,199.99,Large wooden dollhouse with furniture,"{""rooms"": 8, ""furniture_pieces"": 34}",0,0,1,4
TOY-303,Little Tikes Cook n Learn Kitchen,Little Tikes,Pretend Play,2,6,129.99,Interactive play kitchen with sounds,"{""activities"": 40, ""sounds"": true}",1,1,1,8
TOY-304,Melissa & Doug Doctor Kit,Melissa & Doug,Pretend Play,3,7,29.99,Wooden doctor play set,"{""pieces"": 25, ""bag"": ""included""}",1,0,1,22
TOY-305,Barbie Dream Camper,Barbie,Pretend Play,3,9,99.99,Transforming camper vehicle playset,"{""features"": [""pool"", ""slide"", ""hammock""]}",0,0,1,10
TOY-306,Paw Patrol Lookout Tower,Spin Master,Pretend Play,3,7,79.99,Headquarters playset with lights and sounds,"{""height_inches"": 29, ""figures"": 1}",0,1,1,14
TOY-307,Bluey Family Home Playset,Moose Toys,Pretend Play,3,7,49.99,Bluey house with furniture,"{""rooms"": 4, ""figures"": 1}",0,0,1,18
TOY-308,Disney Princess Castle,Disney,Pretend Play,3,8,149.99,Large castle playset with lights,"{""height_inches"": 36, ""rooms"": 5}",0,1,1,7
TOY-309,Peppa Pig World Playset,Hasbro,Pretend Play,2,5,39.99,Peppa's house and garden,"{""figures"": 2, ""accessories"": 15}",0,0,1,20
TOY-310,Fisher-Price Cash Register,Fisher-Price,Pretend Play,2,6,24.99,Classic pretend cash register,"{""coins"": 6, ""sounds"": true}",1,1,1,25
TOY-311,First Act Discovery Guitar,First Act,Musical Instruments,5,10,29.99,Beginner acoustic guitar for kids,"{""strings"": 6, ""size"": ""30-inch""}",1,0,1,15
TOY-312,VTech KidiBeats Drum Set,VTech,Musical Instruments,2,5,29.99,Electronic drum set for toddlers,"{""drum_pads"": 4, ""songs"": 9}",1,1,1,18
TOY-313,Melissa & Doug Band in a Box,Melissa & Doug,Musical Instruments,3,8,34.99,10-piece musical instrument set,"{""instruments"": 10, ""storage"": ""included""}",1,0,1,14
TOY-314,Casio Mini Keyboard,Casio,Musical Instruments,5,12,79.99,44-key beginner keyboard,"{""keys"": 44, ""tones"": 100}",1,1,1,10
TOY-315,Otamatone Electronic Instrument,Cube,Musical Instruments,8,99,29.99,Quirky electronic musical toy,"{""sound"": ""synthesized"", ""touch"": true}",0,1,1,22
TOY-316,Baby Einstein Magic Touch Piano,Baby Einstein,Musical Instruments,1,3,24.99,Wooden touch piano for babies,"{""songs"": 6, ""touch"": true}",1,1,1,20
TOY-317,Korg tinyPIANO,Korg,Musical Instruments,3,8,199.99,Digital toy piano with quality sound,"{""keys"": 25, ""songs"": 50}",1,1,1,5
TOY-318,Loog Mini Guitar,Loog,Musical Instruments,3,8,79.99,3-string beginner guitar,"{""strings"": 3, ""app"": true}",1,0,1,8
TOY-319,Hohner Kids Glockenspiel,Hohner,Musical Instruments,3,10,24.99,8-note colorful glockenspiel,"{""notes"": 8, ""mallets"": 2}",1,0,1,16
TOY-320,Remo Kids Percussion Floor Tom,Remo,Musical Instruments,3,10,49.99,Kid-sized floor tom drum,"{""size_inches"": 10, ""mallet"": ""included""}",1,0,1,9
TOY-321,Franklin Sports Baseball Set,Franklin,Sports Toys,5,12,24.99,T-ball set with bat and balls,"{""bat"": 1, ""balls"": 6}",0,0,1,20
TOY-322,Nerf N-Strike Elite Football,Nerf,Sports Toys,6,14,14.99,Foam football for long throws,"{""size"": ""standard"", ""grip"": ""spiral""}",0,0,1,35
