id,movie_id,theater_id,date,time,format,price,screen_number
ST1070,MOV041,TH010,2024-12-21,10:30,Standard,14.99,6
ST1071,MOV019,TH010,2024-12-21,12:30,Standard,17.49,2
ST1072,MOV019,TH010,2024-12-21,23:00,Dolby Cinema,25.99,11
ST1073,MOV019,TH010,2024-12-21,18:30,Dolby Cinema,25.99,6
ST1074,MOV019,TH010,2024-12-21,17:00,3D,19.99,3
ST1075,MOV003,TH010,2024-12-21,22:00,3D,21.99,12
ST1076,MOV003,TH010,2024-12-21,16:30,Standard,17.49,6
ST1077,MOV003,TH010,2024-12-21,23:30,Standard,19.99,12
ST1078,MOV077,TH010,2024-12-21,16:30,Standard,17.49,4
ST1079,MOV077,TH010,2024-12-21,13:30,3D,19.99,3
ST1080,MOV010,TH010,2024-12-21,17:00,3D,19.99,2
ST1081,MOV010,TH010,2024-12-21,19:00,Dolby Cinema,25.99,9
ST1082,MOV021,TH010,2024-12-21,11:00,Standard,14.99,7
ST1083,MOV021,TH010,2024-12-21,18:00,Dolby Cinema,25.99,10
ST1084,MOV021,TH010,2024-12-21,22:30,Standard,19.99,5
ST1085,MOV021,TH010,2024-12-21,15:30,Standard,17.49,9
ST1086,MOV044,TH010,2024-12-21,12:30,Dolby Cinema,23.99,5
ST1087,MOV044,TH010,2024-12-21,14:30,Standard,17.49,11
ST1088,MOV051,TH010,2024-12-21,11:00,Standard,14.99,9
ST1089,MOV051,TH010,2024-12-21,19:30,Standard,19.99,11
ST1090,MOV012,TH010,2024-12-21,19:30,3D,21.99,7
ST1091,MOV012,TH010,2024-12-21,22:00,Dolby Cinema,25.99,5
ST1092,MOV012,TH010,2024-12-21,09:30,Dolby Cinema,21.99,9
ST1093,MOV012,TH010,2024-12-21,11:00,Dolby Cinema,21.99,4
ST1094,MOV026,TH001,2024-12-22,15:00,Standard,17.49,13
ST1095,MOV026,TH001,2024-12-22,18:00,Standard,19.99,5
ST1096,MOV026,TH001,2024-12-22,23:00,Dolby Cinema,25.99,13
ST1097,MOV046,TH001,2024-12-22,18:30,3D,21.99,3
ST1098,MOV046,TH001,2024-12-22,23:00,Dolby Cinema,25.99,11
ST1099,MOV057,TH001,2024-12-22,11:00,Standard,14.99,10
ST1100,MOV057,TH001,2024-12-22,14:00,Dolby Cinema,23.99,3
ST1101,MOV057,TH001,2024-12-22,16:00,IMAX,24.99,7
ST1102,MOV014,TH001,2024-12-22,14:30,3D,19.99,9
ST1103,MOV014,TH001,2024-12-22,16:00,IMAX,24.99,1
ST1104,MOV014,TH001,2024-12-22,10:00,IMAX,22.99,3
ST1105,MOV010,TH001,2024-12-22,12:00,Dolby Cinema,23.99,1
ST1106,MOV010,TH001,2024-12-22,21:30,IMAX,26.99,7
ST1107,MOV010,TH001,2024-12-22,18:30,IMAX,26.99,13
ST1108,MOV010,TH001,2024-12-22,20:00,Standard,19.99,8
ST1109,MOV039,TH001,2024-12-22,17:30,IMAX,24.99,10
ST1110,MOV039,TH001,2024-12-22,19:30,3D,21.99,13
ST1111,MOV039,TH001,2024-12-22,23:30,3D,21.99,8
ST1112,MOV039,TH001,2024-12-22,14:00,3D,19.99,6
ST1113,MOV035,TH001,2024-12-22,17:00,Dolby Cinema,23.99,15
ST1114,MOV035,TH001,2024-12-22,22:30,IMAX,26.99,15
ST1115,MOV035,TH001,2024-12-22,14:00,Dolby Cinema,23.99,8
ST1116,MOV035,TH001,2024-12-22,09:30,Standard,14.99,9
ST1117,MOV013,TH001,2024-12-22,10:00,IMAX,22.99,3
ST1118,MOV013,TH001,2024-12-22,22:00,IMAX,26.99,11
ST1119,MOV050,TH001,2024-12-22,18:00,IMAX,26.99,9
ST1120,MOV050,TH001,2024-12-22,10:30,IMAX,22.99,10
ST1121,MOV018,TH001,2024-12-22,23:30,IMAX,26.99,1
ST1122,MOV018,TH001,2024-12-22,09:00,IMAX,22.99,3
ST1123,MOV018,TH001,2024-12-22,13:30,Standard,17.49,6
ST1124,MOV018,TH001,2024-12-22,23:00,Standard,19.99,12
ST1125,MOV055,TH001,2024-12-22,21:00,Standard,19.99,15
ST1126,MOV055,TH001,2024-12-22,22:00,3D,21.99,3
ST1127,MOV055,TH001,2024-12-22,15:30,Dolby Cinema,23.99,2
ST1128,MOV055,TH001,2024-12-22,13:30,Standard,17.49,2
ST1129,MOV045,TH001,2024-12-22,13:00,Dolby Cinema,23.99,14
ST1130,MOV045,TH001,2024-12-22,19:30,IMAX,26.99,1
ST1131,MOV065,TH001,2024-12-22,13:00,3D,19.99,6
ST1132,MOV065,TH001,2024-12-22,17:30,3D,19.99,1
ST1133,MOV065,TH001,2024-12-22,12:00,Standard,17.49,4
ST1134,MOV042,TH001,2024-12-22,14:00,Standard,17.49,6
ST1135,MOV042,TH001,2024-12-22,18:30,IMAX,26.99,8
ST1136,MOV042,TH001,2024-12-22,10:30,Standard,14.99,13
ST1137,MOV004,TH001,2024-12-22,16:30,3D,19.99,11
ST1138,MOV004,TH001,2024-12-22,12:30,IMAX,24.99,8
ST1139,MOV004,TH001,2024-12-22,11:00,IMAX,22.99,11
ST1140,MOV004,TH001,2024-12-22,14:30,Standard,17.49,11
ST1141,MOV043,TH001,2024-12-22,09:00,Standard,14.99,1
ST1142,MOV043,TH001,2024-12-22,11:00,Dolby Cinema,21.99,9
ST1143,MOV043,TH001,2024-12-22,23:30,Dolby Cinema,25.99,8
ST1144,MOV011,TH001,2024-12-22,15:30,Dolby Cinema,23.99,9
ST1145,MOV011,TH001,2024-12-22,19:00,Dolby Cinema,25.99,2
ST1146,MOV011,TH001,2024-12-22,23:30,3D,21.99,4
ST1147,MOV011,TH001,2024-12-22,09:00,3D,17.99,8
ST1148,MOV008,TH001,2024-12-22,19:30,3D,21.99,12
ST1149,MOV008,TH001,2024-12-22,20:00,Dolby Cinema,25.99,11
ST1150,MOV076,TH001,2024-12-22,15:30,Standard,17.49,9
ST1151,MOV076,TH001,2024-12-22,14:00,3D,19.99,1
ST1152,MOV076,TH001,2024-12-22,11:00,Dolby Cinema,21.99,15
ST1153,MOV076,TH001,2024-12-22,15:00,Standard,17.49,2
ST1154,MOV006,TH002,2024-12-22,22:30,Dolby Cinema,25.99,14
ST1155,MOV006,TH002,2024-12-22,16:30,Dolby Cinema,23.99,2
ST1156,MOV006,TH002,2024-12-22,11:00,Dolby Cinema,21.99,8
ST1157,MOV023,TH002,2024-12-22,23:30,IMAX,26.99,10
ST1158,MOV023,TH002,2024-12-22,14:30,Dolby Cinema,23.99,7
ST1159,MOV023,TH002,2024-12-22,11:30,Standard,14.99,11
ST1160,MOV023,TH002,2024-12-22,16:30,Dolby Cinema,23.99,1
ST1161,MOV050,TH002,2024-12-22,14:00,IMAX,24.99,3
ST1162,MOV050,TH002,2024-12-22,18:30,IMAX,26.99,4
ST1163,MOV052,TH002,2024-12-22,15:00,3D,19.99,13
ST1164,MOV052,TH002,2024-12-22,14:00,IMAX,24.99,16
ST1165,MOV068,TH002,2024-12-22,09:30,3D,17.99,1
ST1166,MOV068,TH002,2024-12-22,20:00,3D,21.99,4
ST1167,MOV043,TH002,2024-12-22,22:30,3D,21.99,11
ST1168,MOV043,TH002,2024-12-22,12:00,Dolby Cinema,23.99,8
ST1169,MOV057,TH002,2024-12-22,12:00,Dolby Cinema,23.99,4
ST1170,MOV057,TH002,2024-12-22,13:30,IMAX,24.99,3
ST1171,MOV057,TH002,2024-12-22,20:30,3D,21.99,13
ST1172,MOV057,TH002,2024-12-22,18:30,Dolby Cinema,25.99,2
ST1173,MOV072,TH002,2024-12-22,23:00,IMAX,26.99,9
ST1174,MOV072,TH002,2024-12-22,14:00,Standard,17.49,9
ST1175,MOV028,TH002,2024-12-22,21:30,IMAX,26.99,8
ST1176,MOV028,TH002,2024-12-22,20:30,IMAX,26.99,4
ST1177,MOV042,TH002,2024-12-22,20:30,IMAX,26.99,14
ST1178,MOV042,TH002,2024-12-22,21:30,IMAX,26.99,14
ST1179,MOV048,TH002,2024-12-22,09:30,IMAX,22.99,1
ST1180,MOV048,TH002,2024-12-22,16:00,3D,19.99,9
ST1181,MOV048,TH002,2024-12-22,11:30,Standard,14.99,14
ST1182,MOV077,TH002,2024-12-22,11:00,Standard,14.99,16
ST1183,MOV077,TH002,2024-12-22,13:00,IMAX,24.99,9
ST1184,MOV032,TH002,2024-12-22,13:30,IMAX,24.99,5
ST1185,MOV032,TH002,2024-12-22,17:00,3D,19.99,10
ST1186,MOV032,TH002,2024-12-22,23:00,Dolby Cinema,25.99,3
ST1187,MOV032,TH002,2024-12-22,21:00,IMAX,26.99,12
ST1188,MOV002,TH002,2024-12-22,13:30,Dolby Cinema,23.99,4
ST1189,MOV002,TH002,2024-12-22,18:30,3D,21.99,13
ST1190,MOV030,TH002,2024-12-22,12:00,Dolby Cinema,23.99,9
ST1191,MOV030,TH002,2024-12-22,11:30,IMAX,22.99,16
ST1192,MOV045,TH002,2024-12-22,17:00,3D,19.99,14
ST1193,MOV045,TH002,2024-12-22,10:30,3D,17.99,10
ST1194,MOV045,TH002,2024-12-22,21:30,IMAX,26.99,14
ST1195,MOV045,TH002,2024-12-22,18:30,3D,21.99,5
ST1196,MOV003,TH002,2024-12-22,23:00,Standard,19.99,3
ST1197,MOV003,TH002,2024-12-22,23:30,3D,21.99,6
ST1198,MOV029,TH003,2024-12-22,12:00,Standard,17.49,4
ST1199,MOV029,TH003,2024-12-22,13:00,Standard,17.49,5
ST1200,MOV029,TH003,2024-12-22,09:00,Dolby Cinema,21.99,4
ST1201,MOV015,TH003,2024-12-22,20:30,3D,21.99,4
ST1202,MOV015,TH003,2024-12-22,09:00,Dolby Cinema,21.99,1
ST1203,MOV071,TH003,2024-12-22,13:00,3D,19.99,5
ST1204,MOV071,TH003,2024-12-22,15:00,Standard,17.49,5
ST1205,MOV021,TH003,2024-12-22,23:30,Standard,19.99,7
ST1206,MOV021,TH003,2024-12-22,13:00,3D,19.99,7
ST1207,MOV036,TH003,2024-12-22,23:00,Standard,19.99,2
ST1208,MOV036,TH003,2024-12-22,21:00,Dolby Cinema,25.99,5
ST1209,MOV036,TH003,2024-12-22,09:00,Dolby Cinema,21.99,7
ST1210,MOV020,TH003,2024-12-22,19:30,Standard,19.99,5
ST1211,MOV020,TH003,2024-12-22,14:30,3D,19.99,3
ST1212,MOV020,TH003,2024-12-22,18:00,Standard,19.99,6
ST1213,MOV020,TH003,2024-12-22,09:30,Standard,14.99,3
ST1214,MOV044,TH003,2024-12-22,11:30,3D,17.99,1
ST1215,MOV044,TH003,2024-12-22,17:30,3D,19.99,1
ST1216,MOV044,TH003,2024-12-22,11:00,3D,17.99,6
ST1217,MOV005,TH003,2024-12-22,12:30,Standard,17.49,2
ST1218,MOV005,TH003,2024-12-22,23:30,3D,21.99,4
ST1219,MOV005,TH003,2024-12-22,20:00,3D,21.99,3
ST1220,MOV005,TH003,2024-12-22,19:00,3D,21.99,4
ST1221,MOV072,TH003,2024-12-22,11:00,Standard,14.99,2
ST1222,MOV072,TH003,2024-12-22,16:30,3D,19.99,3
ST1223,MOV006,TH003,2024-12-22,11:30,Dolby Cinema,21.99,6
ST1224,MOV006,TH003,2024-12-22,11:00,Standard,14.99,3
ST1225,MOV012,TH003,2024-12-22,18:00,Standard,19.99,5
ST1226,MOV012,TH003,2024-12-22,22:00,Dolby Cinema,25.99,1
ST1227,MOV012,TH003,2024-12-22,19:30,Standard,19.99,5
ST1228,MOV012,TH003,2024-12-22,11:00,3D,17.99,4
ST1229,MOV056,TH003,2024-12-22,21:30,Dolby Cinema,25.99,5
ST1230,MOV056,TH003,2024-12-22,13:00,3D,19.99,4
ST1231,MOV056,TH003,2024-12-22,12:30,3D,19.99,7
ST1232,MOV047,TH004,2024-12-22,12:30,3D,19.99,14
ST1233,MOV047,TH004,2024-12-22,20:00,Dolby Cinema,25.99,6
ST1234,MOV047,TH004,2024-12-22,19:30,Dolby Cinema,25.99,5
ST1235,MOV047,TH004,2024-12-22,10:00,Standard,14.99,6
ST1236,MOV063,TH004,2024-12-22,19:30,3D,21.99,2
ST1237,MOV063,TH004,2024-12-22,14:30,3D,19.99,1
ST1238,MOV012,TH004,2024-12-22,16:30,3D,19.99,1
ST1239,MOV012,TH004,2024-12-22,15:00,Dolby Cinema,23.99,14
ST1240,MOV027,TH004,2024-12-22,10:30,Dolby Cinema,21.99,10
ST1241,MOV027,TH004,2024-12-22,09:00,Dolby Cinema,21.99,8
ST1242,MOV027,TH004,2024-12-22,22:00,Standard,19.99,4
ST1243,MOV027,TH004,2024-12-22,10:00,3D,17.99,14
ST1244,MOV042,TH004,2024-12-22,23:30,IMAX,26.99,7
ST1245,MOV042,TH004,2024-12-22,11:00,Standard,14.99,7
ST1246,MOV042,TH004,2024-12-22,12:30,Standard,17.49,11
ST1247,MOV049,TH004,2024-12-22,10:30,IMAX,22.99,3
ST1248,MOV049,TH004,2024-12-22,09:30,Standard,14.99,5
ST1249,MOV004,TH004,2024-12-22,14:30,3D,19.99,8
ST1250,MOV004,TH004,2024-12-22,09:30,IMAX,22.99,12
ST1251,MOV004,TH004,2024-12-22,16:30,3D,19.99,13
ST1252,MOV067,TH004,2024-12-22,13:30,Dolby Cinema,23.99,8
ST1253,MOV067,TH004,2024-12-22,21:30,Standard,19.99,4
ST1254,MOV067,TH004,2024-12-22,12:00,3D,19.99,3
ST1255,MOV007,TH004,2024-12-22,16:30,IMAX,24.99,11
ST1256,MOV007,TH004,2024-12-22,20:30,Standard,19.99,11
ST1257,MOV007,TH004,2024-12-22,20:00,3D,21.99,12
ST1258,MOV068,TH004,2024-12-22,18:30,Standard,19.99,10
ST1259,MOV068,TH004,2024-12-22,09:00,IMAX,22.99,10
ST1260,MOV068,TH004,2024-12-22,20:30,Standard,19.99,14
ST1261,MOV052,TH004,2024-12-22,13:30,3D,19.99,13
ST1262,MOV052,TH004,2024-12-22,14:00,Standard,17.49,5
ST1263,MOV031,TH005,2024-12-22,13:00,IMAX,24.99,1
ST1264,MOV031,TH005,2024-12-22,12:30,3D,19.99,5
ST1265,MOV031,TH005,2024-12-22,17:00,Dolby Cinema,23.99,12
ST1266,MOV031,TH005,2024-12-22,22:30,3D,21.99,10
ST1267,MOV038,TH005,2024-12-22,11:30,IMAX,22.99,2
ST1268,MOV038,TH005,2024-12-22,16:30,IMAX,24.99,5
ST1269,MOV038,TH005,2024-12-22,22:30,3D,21.99,2
ST1270,MOV002,TH005,2024-12-22,16:00,3D,19.99,5
ST1271,MOV002,TH005,2024-12-22,18:30,IMAX,26.99,16
ST1272,MOV002,TH005,2024-12-22,23:00,Standard,19.99,3
ST1273,MOV002,TH005,2024-12-22,20:30,IMAX,26.99,14
ST1274,MOV061,TH005,2024-12-22,09:30,Standard,14.99,10
ST1275,MOV061,TH005,2024-12-22,20:00,3D,21.99,11
ST1276,MOV059,TH005,2024-12-22,17:30,Standard,17.49,13
ST1277,MOV059,TH005,2024-12-22,23:00,Dolby Cinema,25.99,13
ST1278,MOV059,TH005,2024-12-22,11:30,Standard,14.99,16
ST1279,MOV059,TH005,2024-12-22,15:30,3D,19.99,8
ST1280,MOV047,TH005,2024-12-22,16:30,Standard,17.49,18
ST1281,MOV047,TH005,2024-12-22,15:30,3D,19.99,16
ST1282,MOV047,TH005,2024-12-22,09:30,IMAX,22.99,8
ST1283,MOV047,TH005,2024-12-22,15:00,Dolby Cinema,23.99,4
ST1284,MOV014,TH005,2024-12-22,13:00,3D,19.99,19
ST1285,MOV014,TH005,2024-12-22,15:00,IMAX,24.99,17
ST1286,MOV014,TH005,2024-12-22,12:00,IMAX,24.99,13
ST1287,MOV077,TH005,2024-12-22,19:30,Dolby Cinema,25.99,7
ST1288,MOV077,TH005,2024-12-22,09:30,IMAX,22.99,2
ST1289,MOV001,TH005,2024-12-22,19:30,Standard,19.99,7
ST1290,MOV001,TH005,2024-12-22,20:30,3D,21.99,9
ST1291,MOV001,TH005,2024-12-22,16:30,Dolby Cinema,23.99,4
ST1292,MOV001,TH005,2024-12-22,10:00,3D,17.99,15
ST1293,MOV045,TH005,2024-12-22,20:00,3D,21.99,11
ST1294,MOV045,TH005,2024-12-22,12:30,IMAX,24.99,19
ST1295,MOV070,TH005,2024-12-22,19:30,Dolby Cinema,25.99,4
ST1296,MOV070,TH005,2024-12-22,10:00,IMAX,22.99,8
ST1297,MOV044,TH005,2024-12-22,14:30,Standard,17.49,2
ST1298,MOV044,TH005,2024-12-22,09:00,3D,17.99,7
ST1299,MOV076,TH005,2024-12-22,15:30,IMAX,24.99,13
ST1300,MOV076,TH005,2024-12-22,21:00,Standard,19.99,18
ST1301,MOV040,TH006,2024-12-22,15:30,3D,19.99,8
ST1302,MOV040,TH006,2024-12-22,11:00,Dolby Cinema,21.99,9
ST1303,MOV038,TH006,2024-12-22,16:30,3D,19.99,9
ST1304,MOV038,TH006,2024-12-22,17:30,3D,19.99,11
ST1305,MOV029,TH006,2024-12-22,18:00,3D,21.99,11
ST1306,MOV029,TH006,2024-12-22,12:30,3D,19.99,5
ST1307,MOV063,TH006,2024-12-22,15:30,3D,19.99,1
ST1308,MOV063,TH006,2024-12-22,13:00,Standard,17.49,2
ST1309,MOV032,TH006,2024-12-22,13:30,IMAX,24.99,15
ST1310,MOV032,TH006,2024-12-22,11:30,Standard,14.99,2
ST1311,MOV032,TH006,2024-12-22,17:00,3D,19.99,18
ST1312,MOV032,TH006,2024-12-22,15:30,Standard,17.49,5
ST1313,MOV039,TH006,2024-12-22,19:00,Standard,19.99,10
ST1314,MOV039,TH006,2024-12-22,11:00,Standard,14.99,7
ST1315,MOV039,TH006,2024-12-22,23:30,IMAX,26.99,17
ST1316,MOV069,TH006,2024-12-22,22:00,Dolby Cinema,25.99,7
ST1317,MOV069,TH006,2024-12-22,14:00,IMAX,24.99,3
ST1318,MOV069,TH006,2024-12-22,11:30,3D,17.99,1
ST1319,MOV076,TH006,2024-12-22,21:30,Standard,19.99,17
ST1320,MOV076,TH006,2024-12-22,21:00,Standard,19.99,15
ST1321,MOV016,TH006,2024-12-22,20:30,Standard,19.99,11
ST1322,MOV016,TH006,2024-12-22,11:00,Dolby Cinema,21.99,6
ST1323,MOV016,TH006,2024-12-22,17:00,IMAX,24.99,14
ST1324,MOV016,TH006,2024-12-22,15:00,Standard,17.49,13
ST1325,MOV010,TH006,2024-12-22,14:30,IMAX,24.99,12
ST1326,MOV010,TH006,2024-12-22,16:30,Dolby Cinema,23.99,10
ST1327,MOV010,TH006,2024-12-22,22:00,Standard,19.99,6
ST1328,MOV049,TH006,2024-12-22,12:00,3D,19.99,4
ST1329,MOV049,TH006,2024-12-22,16:30,Dolby Cinema,23.99,4
ST1330,MOV049,TH006,2024-12-22,20:00,Dolby Cinema,25.99,12
ST1331,MOV056,TH006,2024-12-22,10:00,Dolby Cinema,21.99,5
ST1332,MOV056,TH006,2024-12-22,10:30,Dolby Cinema,21.99,9
ST1333,MOV021,TH006,2024-12-22,09:00,IMAX,22.99,7
ST1334,MOV021,TH006,2024-12-22,14:30,IMAX,24.99,17
ST1335,MOV080,TH006,2024-12-22,19:30,IMAX,26.99,9
ST1336,MOV080,TH006,2024-12-22,14:00,Dolby Cinema,23.99,5
ST1337,MOV080,TH006,2024-12-22,11:00,Standard,14.99,14
ST1338,MOV080,TH006,2024-12-22,23:00,IMAX,26.99,17
ST1339,MOV035,TH006,2024-12-22,19:30,Dolby Cinema,25.99,13
ST1340,MOV035,TH006,2024-12-22,16:00,3D,19.99,11
ST1341,MOV035,TH006,2024-12-22,09:30,IMAX,22.99,15
ST1342,MOV035,TH006,2024-12-22,13:30,3D,19.99,14
ST1343,MOV045,TH006,2024-12-22,10:00,Dolby Cinema,21.99,4
ST1344,MOV045,TH006,2024-12-22,18:00,Standard,19.99,4
ST1345,MOV045,TH006,2024-12-22,21:30,IMAX,26.99,8
ST1346,MOV045,TH006,2024-12-22,20:30,Dolby Cinema,25.99,17
ST1347,MOV008,TH006,2024-12-22,12:00,3D,19.99,9
ST1348,MOV008,TH006,2024-12-22,13:00,Dolby Cinema,23.99,17
ST1349,MOV028,TH006,2024-12-22,17:30,3D,19.99,4
ST1350,MOV028,TH006,2024-12-22,23:00,3D,21.99,1
ST1351,MOV028,TH006,2024-12-22,21:30,Dolby Cinema,25.99,3
ST1352,MOV028,TH006,2024-12-22,22:30,3D,21.99,10
ST1353,MOV048,TH006,2024-12-22,17:00,IMAX,24.99,13
ST1354,MOV048,TH006,2024-12-22,22:00,Dolby Cinema,25.99,11
ST1355,MOV048,TH006,2024-12-22,13:30,Dolby Cinema,23.99,11
ST1356,MOV048,TH006,2024-12-22,09:30,Standard,14.99,4
ST1357,MOV006,TH006,2024-12-22,09:30,IMAX,22.99,18
ST1358,MOV006,TH006,2024-12-22,20:00,Dolby Cinema,25.99,14
ST1359,MOV042,TH007,2024-12-22,10:00,Dolby Cinema,21.99,3
ST1360,MOV042,TH007,2024-12-22,22:00,Standard,19.99,5
ST1361,MOV042,TH007,2024-12-22,16:30,IMAX,24.99,20
ST1362,MOV042,TH007,2024-12-22,12:30,Dolby Cinema,23.99,18
ST1363,MOV052,TH007,2024-12-22,21:30,Dolby Cinema,25.99,2
ST1364,MOV052,TH007,2024-12-22,09:30,IMAX,22.99,1
ST1365,MOV052,TH007,2024-12-22,20:00,IMAX,26.99,12
ST1366,MOV052,TH007,2024-12-22,22:00,Dolby Cinema,25.99,17
ST1367,MOV073,TH007,2024-12-22,13:00,Standard,17.49,5
ST1368,MOV073,TH007,2024-12-22,23:00,IMAX,26.99,8
ST1369,MOV070,TH007,2024-12-22,21:30,IMAX,26.99,5
ST1370,MOV070,TH007,2024-12-22,10:30,Dolby Cinema,21.99,19
ST1371,MOV070,TH007,2024-12-22,15:00,3D,19.99,11
ST1372,MOV010,TH007,2024-12-22,22:30,Dolby Cinema,25.99,20
ST1373,MOV010,TH007,2024-12-22,14:30,IMAX,24.99,7
ST1374,MOV010,TH007,2024-12-22,09:30,Standard,14.99,7
ST1375,MOV065,TH007,2024-12-22,18:00,Standard,19.99,17
ST1376,MOV065,TH007,2024-12-22,14:30,Dolby Cinema,23.99,1
ST1377,MOV065,TH007,2024-12-22,14:00,Standard,17.49,19
ST1378,MOV034,TH007,2024-12-22,22:00,IMAX,26.99,10
ST1379,MOV034,TH007,2024-12-22,10:30,Dolby Cinema,21.99,13
ST1380,MOV034,TH007,2024-12-22,16:30,IMAX,24.99,13
ST1381,MOV046,TH007,2024-12-22,21:30,3D,21.99,19
ST1382,MOV046,TH007,2024-12-22,17:00,IMAX,24.99,9
ST1383,MOV046,TH007,2024-12-22,19:00,3D,21.99,5
ST1384,MOV038,TH007,2024-12-22,20:00,IMAX,26.99,9
ST1385,MOV038,TH007,2024-12-22,15:30,Dolby Cinema,23.99,18
ST1386,MOV038,TH007,2024-12-22,14:30,IMAX,24.99,6
ST1387,MOV016,TH007,2024-12-22,09:30,IMAX,22.99,18
ST1388,MOV016,TH007,2024-12-22,12:30,Dolby Cinema,23.99,15
ST1389,MOV044,TH007,2024-12-22,22:00,IMAX,26.99,15
ST1390,MOV044,TH007,2024-12-22,16:30,Standard,17.49,1
ST1391,MOV014,TH007,2024-12-22,18:00,IMAX,26.99,5
ST1392,MOV014,TH007,2024-12-22,23:30,IMAX,26.99,16
ST1393,MOV014,TH007,2024-12-22,19:00,3D,21.99,18
ST1394,MOV049,TH007,2024-12-22,22:30,IMAX,26.99,10
ST1395,MOV049,TH007,2024-12-22,12:30,Standard,17.49,18
ST1396,MOV049,TH007,2024-12-22,15:30,IMAX,24.99,19
ST1397,MOV044,TH008,2024-12-22,18:00,IMAX,26.99,7
ST1398,MOV044,TH008,2024-12-22,19:00,IMAX,26.99,18
ST1399,MOV044,TH008,2024-12-22,18:30,Standard,19.99,24
ST1400,MOV044,TH008,2024-12-22,14:30,Standard,17.49,27
ST1401,MOV052,TH008,2024-12-22,14:00,3D,19.99,29
ST1402,MOV052,TH008,2024-12-22,19:00,Standard,19.99,14
ST1403,MOV052,TH008,2024-12-22,23:30,3D,21.99,6
ST1404,MOV043,TH008,2024-12-22,13:00,IMAX,24.99,17
ST1405,MOV043,TH008,2024-12-22,18:00,Dolby Cinema,25.99,30
ST1406,MOV051,TH008,2024-12-22,16:30,Dolby Cinema,23.99,15
ST1407,MOV051,TH008,2024-12-22,23:00,3D,21.99,3
ST1408,MOV051,TH008,2024-12-22,20:00,3D,21.99,21
ST1409,MOV045,TH008,2024-12-22,22:30,Standard,19.99,23
ST1410,MOV045,TH008,2024-12-22,16:30,3D,19.99,23
ST1411,MOV045,TH008,2024-12-22,17:30,IMAX,24.99,12
ST1412,MOV045,TH008,2024-12-22,18:30,3D,21.99,20
ST1413,MOV076,TH008,2024-12-22,18:30,3D,21.99,6
ST1414,MOV076,TH008,2024-12-22,09:00,Dolby Cinema,21.99,20
ST1415,MOV076,TH008,2024-12-22,14:00,IMAX,24.99,8
ST1416,MOV076,TH008,2024-12-22,11:00,Standard,14.99,28
ST1417,MOV024,TH008,2024-12-22,18:00,Dolby Cinema,25.99,7
ST1418,MOV024,TH008,2024-12-22,15:30,3D,19.99,12
ST1419,MOV060,TH008,2024-12-22,18:30,Standard,19.99,21
ST1420,MOV060,TH008,2024-12-22,16:00,Dolby Cinema,23.99,25
ST1421,MOV060,TH008,2024-12-22,12:00,3D,19.99,30
ST1422,MOV060,TH008,2024-12-22,23:00,Dolby Cinema,25.99,25
ST1423,MOV075,TH008,2024-12-22,16:00,3D,19.99,21
ST1424,MOV075,TH008,2024-12-22,17:00,Dolby Cinema,23.99,23
ST1425,MOV075,TH008,2024-12-22,21:00,IMAX,26.99,5
ST1426,MOV006,TH008,2024-12-22,09:00,IMAX,22.99,30
ST1427,MOV006,TH008,2024-12-22,19:00,Standard,19.99,15
ST1428,MOV006,TH008,2024-12-22,23:30,3D,21.99,5
ST1429,MOV006,TH008,2024-12-22,12:00,Standard,17.49,29
ST1430,MOV022,TH008,2024-12-22,18:00,Standard,19.99,20
ST1431,MOV022,TH008,2024-12-22,12:00,3D,19.99,11
ST1432,MOV055,TH008,2024-12-22,15:00,IMAX,24.99,30
ST1433,MOV055,TH008,2024-12-22,16:30,Dolby Cinema,23.99,8
ST1434,MOV055,TH008,2024-12-22,14:30,Dolby Cinema,23.99,28
ST1435,MOV055,TH008,2024-12-22,23:00,IMAX,26.99,20
ST1436,MOV020,TH008,2024-12-22,20:00,3D,21.99,18
ST1437,MOV020,TH008,2024-12-22,10:00,3D,17.99,1
ST1438,MOV063,TH008,2024-12-22,15:30,Dolby Cinema,23.99,14
ST1439,MOV063,TH008,2024-12-22,13:30,Standard,17.49,30
ST1440,MOV070,TH008,2024-12-22,22:00,3D,21.99,11
ST1441,MOV070,TH008,2024-12-22,09:00,Dolby Cinema,21.99,9
ST1442,MOV018,TH008,2024-12-22,19:30,3D,21.99,10
ST1443,MOV018,TH008,2024-12-22,11:00,Standard,14.99,28
ST1444,MOV018,TH008,2024-12-22,10:00,3D,17.99,11
ST1445,MOV023,TH009,2024-12-22,12:00,Standard,17.49,5
ST1446,MOV023,TH009,2024-12-22,09:30,3D,17.99,5
ST1447,MOV023,TH009,2024-12-22,14:00,3D,19.99,2
ST1448,MOV023,TH009,2024-12-22,17:00,3D,19.99,4
ST1449,MOV051,TH009,2024-12-22,19:00,3D,21.99,5
ST1450,MOV051,TH009,2024-12-22,16:30,Standard,17.49,8
ST1451,MOV051,TH009,2024-12-22,12:30,Standard,17.49,4
ST1452,MOV072,TH009,2024-12-22,13:00,Standard,17.49,1
ST1453,MOV072,TH009,2024-12-22,16:30,Standard,17.49,5
ST1454,MOV072,TH009,2024-12-22,15:00,Standard,17.49,8
ST1455,MOV080,TH009,2024-12-22,17:30,3D,19.99,1
