id,name,brand,category,subcategory,price,description,specs_json,in_stock,stock_quantity,warranty_months,price_match_eligible
SH017,Yale Assure Lock 2,Yale,Smart Home,Locks,279.99,Keyless smart lock with multiple connectivity options,"{""connectivity"": ""Wi-Fi, Bluetooth, Z-Wave"", ""keypad"": true, ""auto_lock"": true, ""voice_control"": true}",1,18,12,1
SH018,Nest Protect Smoke and CO Alarm,Google,Smart Home,Safety,129.99,Smart smoke and carbon monoxide detector,"{""sensors"": ""Smoke, CO, Heat, Humidity"", ""wifi"": true, ""voice_alerts"": true, ""self_test"": true}",1,35,24,1
SH019,Amazon Echo Show 8,Amazon,Smart Home,Smart Displays,149.99,8-inch smart display with Alexa,"{""display"": ""8 inch HD"", ""speaker"": ""2x 2 inch"", ""camera"": ""13MP"", ""alexa"": true}",1,40,12,1
SH020,Eufy Video Doorbell Dual,Eufy,Smart Home,Security,199.99,Dual camera doorbell for package detection,"{""resolution"": ""2K"", ""cameras"": 2, ""field_of_view"": ""160 degrees"", ""local_storage"": true, ""no_subscription"": true}",1,22,12,1
SH021,SimpliSafe Home Security System,SimpliSafe,Smart Home,Security,249.99,DIY home security system,"{""base_station"": true, ""keypad"": true, ""motion_sensor"": true, ""entry_sensors"": 2, ""monitoring_optional"": true}",1,15,12,1
SH022,Govee RGBIC LED Strip Lights,Govee,Smart Home,Lighting,29.99,Color-changing LED strip lights,"{""length"": ""16.4 ft"", ""colors"": ""16 million"", ""app_control"": true, ""music_sync"": true}",1,80,12,0
SH023,Roomba j7+ Robot Vacuum,iRobot,Smart Home,Vacuums,799.99,Smart mapping vacuum with obstacle avoidance,"{""suction"": ""10x Power-Lifting"", ""mapping"": ""PrecisionVision"", ""self_empty"": true, ""avoid_obstacles"": true}",1,12,12,1
SH024,Roborock S8 Pro Ultra,Roborock,Smart Home,Vacuums,1599.99,Premium robot vacuum and mop with auto-empty and wash,"{""suction"": ""6000Pa"", ""mopping"": ""VibraRise 2.0"", ""self_empty"": true, ""self_wash"": true, ""lidar"": true}",1,6,12,1
SH025,Dyson Purifier Hot+Cool,Dyson,Smart Home,Air Quality,749.99,Air purifier with heating and cooling,"{""coverage"": ""400 sq ft"", ""hepa"": true, ""heating"": ""1500W"", ""app_control"": true}",1,10,24,1
AU001,Apple AirPods Pro 2nd Gen,Apple,Audio,Earbuds,249.99,Active Noise Cancellation and Adaptive Audio,"{""driver"": ""Apple H2 chip"", ""anc"": true, ""transparency_mode"": true, ""battery"": ""6 hours"", ""case_battery"": ""30 hours"", ""usb_c"": true}",1,50,12,1
AU002,Apple AirPods Max,Apple,Audio,Headphones,549.99,Over-ear headphones with high-fidelity audio,"{""driver"": ""40mm Apple driver"", ""anc"": true, ""transparency_mode"": true, ""battery"": ""20 hours"", ""spatial_audio"": true}",1,15,12,1
AU003,Sony WH-1000XM5,Sony,Audio,Headphones,399.99,Industry-leading noise cancellation,"{""driver"": ""30mm"", ""anc"": true, ""battery"": ""30 hours"", ""multipoint"": true, ""speak_to_chat"": true}",1,25,12,1
AU004,Sony WF-1000XM5,Sony,Audio,Earbuds,299.99,Premium noise canceling earbuds,"{""driver"": ""8.4mm"", ""anc"": true, ""battery"": ""8 hours"", ""case_battery"": ""24 hours"", ""ldac"": true}",1,30,12,1
AU005,Bose QuietComfort Ultra Headphones,Bose,Audio,Headphones,429.99,World-class noise cancellation with immersive audio,"{""driver"": ""Proprietary"", ""anc"": true, ""battery"": ""24 hours"", ""spatial_audio"": true, ""custom_tune"": true}",1,20,12,1
AU006,Bose QuietComfort Ultra Earbuds,Bose,Audio,Earbuds,299.99,Breakthrough immersive audio in earbuds,"{""driver"": ""Proprietary"", ""anc"": true, ""battery"": ""6 hours"", ""case_battery"": ""24 hours"", ""spatial_audio"": true}",1,25,12,1
AU007,Sonos Era 300,Sonos,Audio,Speakers,449.99,Spatial audio speaker with Dolby Atmos,"{""channels"": ""6 drivers"", ""wifi"": true, ""bluetooth"": true, ""dolby_atmos"": true, ""voice_control"": true}",1,12,24,1
AU008,Sonos Arc Soundbar,Sonos,Audio,Soundbars,899.99,Premium smart soundbar with Dolby Atmos,"{""channels"": ""11 drivers"", ""wifi"": true, ""dolby_atmos"": true, ""voice_control"": true, ""trueplay"": true}",1,10,24,1
AU009,Samsung Galaxy Buds2 Pro,Samsung,Audio,Earbuds,229.99,Hi-Fi sound with intelligent ANC,"{""driver"": ""Coaxial 2-way"", ""anc"": true, ""battery"": ""5 hours"", ""case_battery"": ""18 hours"", ""360_audio"": true}",1,35,12,1
AU010,JBL Charge 5,JBL,Audio,Speakers,179.99,Portable Bluetooth speaker with powerbank feature,"{""output"": ""40W"", ""bluetooth"": true, ""battery"": ""20 hours"", ""waterproof"": ""IP67"", ""powerbank"": true}",1,40,12,1
AU011,Apple AirPods 3rd Gen,Apple,Audio,Earbuds,169.99,Spatial audio and adaptive EQ,"{""driver"": ""Apple driver"", ""spatial_audio"": true, ""battery"": ""6 hours"", ""case_battery"": ""30 hours"", ""water_resistant"": true}",1,45,12,1
AU012,Beats Studio Pro,Beats,Audio,Headphones,349.99,Premium over-ear headphones,"{""driver"": ""40mm"", ""anc"": true, ""battery"": ""24 hours"", ""spatial_audio"": true, ""usb_c"": true}",1,20,12,1
AU013,Beats Fit Pro,Beats,Audio,Earbuds,199.99,Secure-fit earbuds for active lifestyle,"{""driver"": ""Beats driver"", ""anc"": true, ""battery"": ""6 hours"", ""case_battery"": ""24 hours"", ""water_resistant"": true}",1,30,12,1
AU014,Sennheiser Momentum 4 Wireless,Sennheiser,Audio,Headphones,349.99,Audiophile-grade wireless headphones,"{""driver"": ""42mm"", ""anc"": true, ""battery"": ""60 hours"", ""multipoint"": true}",1,15,12,1
AU015,Jabra Elite 85t,Jabra,Audio,Earbuds,179.99,Advanced ANC with customizable sound,"{""driver"": ""12mm"", ""anc"": true, ""battery"": ""5.5 hours"", ""case_battery"": ""25 hours"", ""multipoint"": true}",1,25,12,1
AU016,JBL Flip 6,JBL,Audio,Speakers,129.99,Portable waterproof Bluetooth speaker,"{""output"": ""30W"", ""bluetooth"": true, ""battery"": ""12 hours"", ""waterproof"": ""IP67""}",1,50,12,1
AU017,Ultimate Ears Boom 3,Ultimate Ears,Audio,Speakers,149.99,360-degree portable speaker,"{""output"": ""90dB"", ""bluetooth"": true, ""battery"": ""15 hours"", ""waterproof"": ""IP67"", ""magic_button"": true}",1,35,12,1
AU018,Sonos Beam Gen 2,Sonos,Audio,Soundbars,499.99,Compact soundbar with Dolby Atmos,"{""channels"": ""5 drivers"", ""wifi"": true, ""dolby_atmos"": true, ""hdmi_earc"": true, ""voice_control"": true}",1,18,24,1
AU019,Samsung HW-Q990D Soundbar,Samsung,Audio,Soundbars,1799.99,11.1.4 channel premium soundbar system,"{""channels"": ""11.1.4"", ""dolby_atmos"": true, ""dts_x"": true, ""wireless_rear"": true, ""subwoofer"": true}",1,5,24,1
AU020,Sony HT-A7000 Soundbar,Sony,Audio,Soundbars,1299.99,Premium 7.1.2 channel soundbar,"{""channels"": ""7.1.2"", ""dolby_atmos"": true, ""360_spatial"": true, ""wifi"": true, ""hdmi_earc"": true}",1,8,24,1
AU021,Bose SoundLink Flex,Bose,Audio,Speakers,149.99,Rugged portable Bluetooth speaker,"{""output"": ""Proprietary"", ""bluetooth"": true, ""battery"": ""12 hours"", ""waterproof"": ""IP67"", ""positioniq"": true}",1,35,12,1
AU022,Marshall Stanmore III,Marshall,Audio,Speakers,449.99,Iconic home speaker with powerful sound,"{""output"": ""80W"", ""wifi"": true, ""bluetooth"": true, ""spotify_connect"": true}",1,12,24,1
AU023,Audio-Technica ATH-M50x,Audio-Technica,Audio,Headphones,149.99,Professional studio monitor headphones,"{""driver"": ""45mm"", ""impedance"": ""38 ohms"", ""wired"": true, ""foldable"": true}",1,40,12,1
AU024,Skullcandy Crusher Evo,Skullcandy,Audio,Headphones,149.99,Bass-heavy wireless headphones,"{""driver"": ""40mm"", ""sensory_bass"": true, ""battery"": ""40 hours"", ""bluetooth"": true}",1,30,12,1
AU025,Anker Soundcore Liberty 4,Anker,Audio,Earbuds,99.99,Value earbuds with premium features,"{""driver"": ""9.2mm"", ""anc"": true, ""battery"": ""9 hours"", ""case_battery"": ""28 hours"", ""heart_rate"": true}",1,55,12,0
GM001,PlayStation 5,Sony,Gaming,Consoles,499.99,Next-gen gaming with lightning-fast SSD,"{""storage"": ""825GB SSD"", ""resolution"": ""4K"", ""frame_rate"": ""120fps"", ""ray_tracing"": true, ""disc_drive"": true}",1,8,12,1
GM002,PlayStation 5 Digital Edition,Sony,Gaming,Consoles,449.99,All-digital next-gen gaming,"{""storage"": ""825GB SSD"", ""resolution"": ""4K"", ""frame_rate"": ""120fps"", ""ray_tracing"": true, ""disc_drive"": false}",1,12,12,1
GM003,Xbox Series X,Microsoft,Gaming,Consoles,499.99,Most powerful Xbox ever,"{""storage"": ""1TB SSD"", ""resolution"": ""4K"", ""frame_rate"": ""120fps"", ""ray_tracing"": true, ""game_pass"": true}",1,10,12,1
GM004,Xbox Series S,Microsoft,Gaming,Consoles,299.99,Next-gen performance in a compact design,"{""storage"": ""512GB SSD"", ""resolution"": ""1440p"", ""frame_rate"": ""120fps"", ""disc_drive"": false, ""game_pass"": true}",1,20,12,1
GM005,Nintendo Switch OLED,Nintendo,Gaming,Consoles,349.99,Enhanced Switch with vibrant OLED screen,"{""display"": ""7 inch OLED"", ""resolution"": ""720p handheld"", ""storage"": ""64GB"", ""dock"": true}",1,25,12,1
GM006,Nintendo Switch,Nintendo,Gaming,Consoles,299.99,Versatile gaming at home and on the go,"{""display"": ""6.2 inch LCD"", ""resolution"": ""720p handheld"", ""storage"": ""32GB"", ""dock"": true}",1,30,12,1
GM007,Nintendo Switch Lite,Nintendo,Gaming,Consoles,199.99,Dedicated handheld gaming,"{""display"": ""5.5 inch LCD"", ""resolution"": ""720p"", ""storage"": ""32GB"", ""handheld_only"": true}",1,35,12,1
GM008,Steam Deck OLED 512GB,Valve,Gaming,Handhelds,549.99,PC gaming in your hands with OLED display,"{""display"": ""7.4 inch OLED"", ""chip"": ""AMD APU"", ""storage"": ""512GB NVMe"", ""battery"": ""3-12 hours""}",1,10,12,1
GM009,Steam Deck LCD 256GB,Valve,Gaming,Handhelds,449.99,Portable PC gaming powerhouse,"{""display"": ""7 inch LCD"", ""chip"": ""AMD APU"", ""storage"": ""256GB NVMe"", ""battery"": ""2-8 hours""}",1,15,12,1
GM010,ASUS ROG Ally,ASUS,Gaming,Handhelds,599.99,Windows gaming handheld with AMD power,"{""display"": ""7 inch FHD 120Hz"", ""chip"": ""AMD Z1 Extreme"", ""storage"": ""512GB"", ""battery"": ""2-8 hours""}",1,12,12,1
GM011,PlayStation Portal,Sony,Gaming,Accessories,199.99,Remote play device for PS5,"{""display"": ""8 inch LCD"", ""resolution"": ""1080p"", ""controls"": ""DualSense"", ""wifi"": true}",1,18,12,1
GM012,DualSense Wireless Controller,Sony,Gaming,Accessories,69.99,PS5 controller with haptic feedback,"{""haptic_feedback"": true, ""adaptive_triggers"": true, ""motion_sensor"": true, ""color"": ""White""}",1,50,12,1
GM013,Xbox Wireless Controller,Microsoft,Gaming,Accessories,59.99,Xbox controller with textured grip,"{""wireless"": true, ""share_button"": true, ""usb_c"": true, ""color"": ""Carbon Black""}",1,55,12,1
GM014,Nintendo Switch Pro Controller,Nintendo,Gaming,Accessories,69.99,Premium controller for Switch,"{""wireless"": true, ""motion_controls"": true, ""nfc"": true, ""battery"": ""40 hours""}",1,40,12,1
GM015,Razer Wolverine V2 Chroma,Razer,Gaming,Accessories,149.99,Pro gaming controller with Chroma RGB,"{""wired"": true, ""mecha_tactile"": true, ""extra_buttons"": 6, ""rgb"": true}",1,20,12,1
GM016,SCUF Reflex Pro,SCUF,Gaming,Accessories,219.99,Custom PS5 controller for competitive gaming,"{""remappable_paddles"": 4, ""adjustable_triggers"": true, ""interchangeable_parts"": true}",1,8,12,1
GM017,Elgato HD60 X Capture Card,Elgato,Gaming,Streaming,179.99,4K passthrough capture card,"{""passthrough"": ""4K60 HDR"", ""capture"": ""1080p60"", ""usb_c"": true, ""zero_lag"": true}",1,22,12,1
GM018,Elgato Stream Deck MK.2,Elgato,Gaming,Streaming,149.99,15 LCD keys for stream control,"{""keys"": 15, ""customizable"": true, ""lcd"": true, ""usb_c"": true}",1,25,12,1
GM019,Blue Yeti USB Microphone,Blue,Gaming,Streaming,129.99,Professional USB microphone,"{""patterns"": 4, ""sample_rate"": ""48kHz"", ""usb"": true, ""headphone_out"": true}",1,35,12,1
GM020,Logitech C920s HD Pro Webcam,Logitech,Gaming,Streaming,69.99,1080p webcam with privacy shutter,"{""resolution"": ""1080p"", ""fps"": ""30fps"", ""autofocus"": true, ""privacy_shutter"": true}",1,50,12,1
GM021,SteelSeries Arctis Nova Pro Wireless,SteelSeries,Gaming,Headsets,349.99,Premium wireless gaming headset,"{""driver"": ""40mm"", ""anc"": true, ""battery"": ""20+20 hours"", ""dual_wireless"": true}",1,12,12,1
GM022,HyperX Cloud III,HyperX,Gaming,Headsets,99.99,Comfortable gaming headset,"{""driver"": ""53mm"", ""memory_foam"": true, ""detachable_mic"": true, ""multi_platform"": true}",1,35,12,1
GM023,Logitech G Pro X 2 Lightspeed,Logitech,Gaming,Headsets,249.99,Pro gaming headset with graphene drivers,"{""driver"": ""50mm Graphene"", ""wireless"": true, ""battery"": ""50 hours"", ""blue_voice"": true}",1,18,12,1
GM024,Razer BlackShark V2 Pro,Razer,Gaming,Headsets,179.99,Esports gaming headset,"{""driver"": ""50mm Titanium"", ""wireless"": true, ""thx_spatial"": true, ""hyperclear_mic"": true}",1,22,12,1
GM025,Corsair HS80 RGB Wireless,Corsair,Gaming,Headsets,149.99,Premium wireless gaming headset,"{""driver"": ""50mm"", ""wireless"": true, ""dolby_atmos"": true, ""broadcast_mic"": true}",1,25,12,1
WR001,Apple Watch Series 9 45mm,Apple,Wearables,Smartwatch,429.99,Advanced health and fitness tracking,"{""display"": ""45mm LTPO OLED"", ""chip"": ""S9 SiP"", ""gps"": true, ""ecg"": true, ""blood_oxygen"": true}",1,25,12,1
WR002,Apple Watch Series 9 41mm,Apple,Wearables,Smartwatch,399.99,Compact smartwatch with powerful features,"{""display"": ""41mm LTPO OLED"", ""chip"": ""S9 SiP"", ""gps"": true, ""ecg"": true, ""blood_oxygen"": true}",1,30,12,1
WR003,Apple Watch Ultra 2,Apple,Wearables,Smartwatch,799.99,Rugged smartwatch for extreme adventures,"{""display"": ""49mm LTPO OLED"", ""chip"": ""S9 SiP"", ""gps"": ""Dual-frequency"", ""depth_gauge"": true, ""titanium"": true}",1,10,12,1
WR004,Apple Watch SE 2nd Gen 44mm,Apple,Wearables,Smartwatch,279.99,Essential Apple Watch features,"{""display"": ""44mm OLED"", ""chip"": ""S8 SiP"", ""gps"": true, ""crash_detection"": true}",1,35,12,1
WR005,Samsung Galaxy Watch 6 Classic 47mm,Samsung,Wearables,Smartwatch,429.99,Classic design with rotating bezel,"{""display"": ""1.5 inch Super AMOLED"", ""chip"": ""Exynos W930"", ""gps"": true, ""ecg"": true, ""rotating_bezel"": true}",1,18,12,1
WR006,Samsung Galaxy Watch 6 44mm,Samsung,Wearables,Smartwatch,329.99,Sleek smartwatch with health tracking,"{""display"": ""1.5 inch Super AMOLED"", ""chip"": ""Exynos W930"", ""gps"": true, ""ecg"": true}",1,25,12,1
WR007,Google Pixel Watch 2,Google,Wearables,Smartwatch,349.99,Google smarts with Fitbit health,"{""display"": ""1.2 inch AMOLED"", ""chip"": ""Snapdragon W5"", ""gps"": true, ""ecg"": true, ""fitbit_integration"": true}",1,20,12,1
WR008,Garmin Fenix 7 Pro,Garmin,Wearables,Fitness Watch,799.99,Premium multisport GPS watch,"{""display"": ""1.3 inch MIP"", ""gps"": ""Multi-band"", ""battery"": ""22 days"", ""solar"": true, ""maps"": true}",1,8,12,1
WR009,Garmin Forerunner 965,Garmin,Wearables,Fitness Watch,599.99,Premium running watch with AMOLED,"{""display"": ""1.4 inch AMOLED"", ""gps"": ""Multi-band"", ""battery"": ""23 days"", ""maps"": true}",1,12,12,1
WR010,Garmin Venu 3,Garmin,Wearables,Smartwatch,449.99,Health-focused smartwatch,"{""display"": ""1.4 inch AMOLED"", ""gps"": true, ""battery"": ""14 days"", ""sleep_coach"": true, ""wheelchair_mode"": true}",1,15,12,1
WR011,Fitbit Charge 6,Fitbit,Wearables,Fitness Tracker,159.99,Advanced fitness tracker,"{""display"": ""AMOLED"", ""gps"": true, ""ecg"": true, ""stress_management"": true, ""google_maps"": true}",1,40,12,1
WR012,Fitbit Sense 2,Fitbit,Wearables,Smartwatch,249.99,Health-focused smartwatch,"{""display"": ""1.58 inch AMOLED"", ""gps"": true, ""ecg"": true, ""stress_sensor"": true, ""skin_temp"": true}",1,25,12,1
WR013,Amazfit GTR 4,Amazfit,Wearables,Smartwatch,199.99,Feature-rich smartwatch value,"{""display"": ""1.43 inch AMOLED"", ""gps"": ""Dual-band"", ""battery"": ""14 days"", ""alexa"": true}",1,30,12,0
WR014,Oura Ring Gen 3,Oura,Wearables,Smart Ring,299.99,Health tracking in a ring,"{""sensors"": ""Heart rate, SpO2, Temperature"", ""battery"": ""7 days"", ""sleep_tracking"": true, ""readiness_score"": true}",1,15,12,1
WR015,Whoop 4.0,Whoop,Wearables,Fitness Tracker,239.99,Strain and recovery tracking,"{""sensors"": ""Heart rate, SpO2, Skin temp"", ""battery"": ""5 days"", ""subscription"": ""required"", ""no_display"": true}",1,12,12,1
CM001,Sony Alpha a7 IV,Sony,Cameras,Mirrorless,2499.99,Full-frame mirrorless hybrid camera,"{""sensor"": ""33MP Full-Frame"", ""video"": ""4K60"", ""stabilization"": ""5-axis"", ""autofocus"": ""759 points"", ""evf"": ""3.69M dots""}",1,8,12,1
CM002,Sony Alpha a7C II,Sony,Cameras,Mirrorless,2199.99,Compact full-frame mirrorless,"{""sensor"": ""33MP Full-Frame"", ""video"": ""4K60"", ""stabilization"": ""5-axis"", ""compact"": true}",1,10,12,1
CM003,Canon EOS R6 Mark II,Canon,Cameras,Mirrorless,2499.99,High-speed full-frame mirrorless,"{""sensor"": ""24.2MP Full-Frame"", ""video"": ""4K60"", ""stabilization"": ""8 stops"", ""fps"": ""40fps electronic""}",1,8,12,1
CM004,Canon EOS R8,Canon,Cameras,Mirrorless,1499.99,Entry full-frame mirrorless,"{""sensor"": ""24.2MP Full-Frame"", ""video"": ""4K60"", ""lightweight"": true}",1,12,12,1
CM005,Nikon Z8,Nikon,Cameras,Mirrorless,3999.99,Pro-level mirrorless camera,"{""sensor"": ""45.7MP Full-Frame"", ""video"": ""8K30"", ""stabilization"": ""5-axis"", ""dual_card"": true}",1,5,12,1
CM006,Nikon Z6 III,Nikon,Cameras,Mirrorless,2499.99,Versatile full-frame mirrorless,"{""sensor"": ""24.5MP Full-Frame"", ""video"": ""6K"", ""stabilization"": ""5-axis"", ""evf"": ""Blackout-free""}",1,8,12,1
CM007,Fujifilm X-T5,Fujifilm,Cameras,Mirrorless,1699.99,APS-C retro-style mirrorless,"{""sensor"": ""40.2MP APS-C"", ""video"": ""6.2K"", ""film_simulation"": true, ""retro_dials"": true}",1,10,12,1
CM008,Fujifilm X100VI,Fujifilm,Cameras,Compact,1599.99,Premium compact with fixed lens,"{""sensor"": ""40.2MP APS-C"", ""lens"": ""23mm f/2"", ""film_simulation"": true, ""stabilization"": true}",0,0,12,1
CM009,Sony ZV-E10 II,Sony,Cameras,Vlogging,999.99,Interchangeable lens vlog camera,"{""sensor"": ""26MP APS-C"", ""video"": ""4K60"", ""flip_screen"": true, ""product_showcase"": true}",1,15,12,1
CM010,DJI Osmo Pocket 3,DJI,Cameras,Action,519.99,Pocket gimbal camera,"{""sensor"": ""1 inch CMOS"", ""video"": ""4K120"", ""gimbal"": ""3-axis"", ""rotating_screen"": true}",1,18,12,1
CM011,GoPro Hero 12 Black,GoPro,Cameras,Action,399.99,Flagship action camera,"{""sensor"": ""27MP"", ""video"": ""5.3K60"", ""stabilization"": ""HyperSmooth 6.0"", ""waterproof"": ""33ft""}",1,25,12,1
CM012,DJI Action 4,DJI,Cameras,Action,399.99,Dual-screen action camera,"{""sensor"": ""1/1.3 inch"", ""video"": ""4K120"", ""dual_screen"": true, ""waterproof"": ""60ft""}",1,20,12,1
CM013,Insta360 X4,Insta360,Cameras,360,499.99,8K 360 camera,"{""resolution"": ""8K 360"", ""video"": ""5.7K single-lens"", ""invisible_selfie_stick"": true, ""waterproof"": ""33ft""}",1,12,12,1
CM014,DJI Mini 4 Pro,DJI,Drones,Consumer,759.99,Compact drone under 249g,"{""camera"": ""4K100"", ""sensor"": ""1/1.3 inch"", ""weight"": ""249g"", ""obstacle_sensing"": ""Omni-directional"", ""range"": ""12.5 miles""}",1,15,12,1
CM015,DJI Air 3,DJI,Drones,Consumer,1099.99,Dual-camera aerial platform,"{""cameras"": ""Dual: Wide + Tele"", ""video"": ""4K100 HDR"", ""range"": ""12.5 miles"", ""flight_time"": ""46 min""}",1,10,12,1
CM016,DJI Mavic 3 Classic,DJI,Drones,Prosumer,1469.99,Hasselblad camera drone,"{""camera"": ""4K60"", ""sensor"": ""4/3 CMOS"", ""hasselblad"": true, ""flight_time"": ""46 min""}",1,8,12,1
CM017,Sony FE 24-70mm f/2.8 GM II,Sony,Cameras,Lenses,2299.99,Professional standard zoom,"{""mount"": ""Sony E"", ""focal_length"": ""24-70mm"", ""aperture"": ""f/2.8"", ""weight"": ""695g""}",1,10,12,1
CM018,Canon RF 24-105mm f/4L IS USM,Canon,Cameras,Lenses,1099.99,Versatile L-series zoom,"{""mount"": ""Canon RF"", ""focal_length"": ""24-105mm"", ""aperture"": ""f/4"", ""stabilization"": ""5 stops""}",1,12,12,1
CM019,Nikon Z 50mm f/1.8 S,Nikon,Cameras,Lenses,599.99,Standard prime for Z mount,"{""mount"": ""Nikon Z"", ""focal_length"": ""50mm"", ""aperture"": ""f/1.8"", ""weather_sealed"": true}",1,18,12,1
CM020,Sigma 35mm f/1.4 DG DN Art,Sigma,Cameras,Lenses,899.99,Premium wide-angle prime,"{""mount"": ""Sony E/L-mount"", ""focal_length"": ""35mm"", ""aperture"": ""f/1.4"", ""weight"": ""645g""}",1,15,12,1
AC001,Anker 737 Power Bank 24000mAh,Anker,Accessories,Power,149.99,140W high-capacity power bank,"{""capacity"": ""24000mAh"", ""output"": ""140W"", ""usb_c"": 2, ""usb_a"": 1, ""display"": true}",1,30,12,0
AC002,Apple MagSafe Battery Pack,Apple,Accessories,Power,99.99,Magnetic wireless battery for iPhone,"{""capacity"": ""1460mAh"", ""wireless"": ""MagSafe"", ""output"": ""15W""}",1,40,12,1
AC003,Samsung 45W USB-C Charger,Samsung,Accessories,Chargers,49.99,Super Fast Charging 2.0,"{""output"": ""45W"", ""usb_c"": true, ""fast_charging"": ""Super Fast 2.0""}",1,60,12,1
AC004,Apple 140W USB-C Power Adapter,Apple,Accessories,Chargers,99.99,Fast charging for MacBook Pro,"{""output"": ""140W"", ""usb_c"": true, ""magsafe_compatible"": true}",1,35,12,1
AC005,Anker 735 Charger GaNPrime 65W,Anker,Accessories,Chargers,59.99,3-port GaN fast charger,"{""output"": ""65W"", ""usb_c"": 2, ""usb_a"": 1, ""gan"": true}",1,50,12,0
AC006,Belkin 3-in-1 MagSafe Charger,Belkin,Accessories,Chargers,149.99,Charge iPhone Apple Watch and AirPods,"{""wireless"": true, ""magsafe"": true, ""apple_watch"": true, ""airpods"": true}",1,25,12,1
AC007,Apple USB-C to Lightning Cable 2m,Apple,Accessories,Cables,29.99,MFi certified Lightning cable,"{""length"": ""2m"", ""connector"": ""USB-C to Lightning"", ""mfi"": true}",1,80,12,1
AC008,Anker USB-C to USB-C Cable 100W,Anker,Accessories,Cables,19.99,High-power USB-C cable,"{""length"": ""1.8m"", ""power"": ""100W"", ""data"": ""480Mbps""}",1,100,12,0
AC009,Apple Thunderbolt 4 Pro Cable,Apple,Accessories,Cables,129.99,Pro Thunderbolt cable,"{""length"": ""1.8m"", ""speed"": ""40Gbps"", ""power"": ""100W"", ""thunderbolt"": 4}",1,20,12,1
AC010,Samsung Galaxy S24 Clear Case,Samsung,Accessories,Cases,29.99,Official clear protective case,"{""material"": ""Polycarbonate"", ""wireless_charging"": true, ""clear"": true}",1,45,12,1
AC011,Apple MagSafe Clear Case,Apple,Accessories,Cases,59.99,Clear case with MagSafe,"{""material"": ""Polycarbonate + TPU"", ""magsafe"": true, ""clear"": true}",1,40,12,1
AC012,OtterBox Defender Series,OtterBox,Accessories,Cases,64.99,Rugged protective case,"{""protection"": ""Multi-layer"", ""screen_protector"": true, ""holster"": true}",1,35,12,1
AC013,Spigen Tough Armor,Spigen,Accessories,Cases,39.99,Dual-layer protective case,"{""material"": ""TPU + Polycarbonate"", ""kickstand"": true, ""mil_spec"": true}",1,50,12,0
AC014,Apple AirTag 4 Pack,Apple,Accessories,Trackers,99.99,Find your items with precision,"{""tracking"": ""Ultra Wideband + Bluetooth"", ""battery"": ""CR2032"", ""water_resistant"": ""IP67""}",1,30,12,1
AC015,Tile Pro 2-Pack,Tile,Accessories,Trackers,59.99,Powerful Bluetooth tracker,"{""range"": ""400ft"", ""battery"": ""Replaceable"", ""water_resistant"": true}",1,40,12,1
AC016,Samsung SmartTag2,Samsung,Accessories,Trackers,29.99,Galaxy ecosystem tracker,"{""tracking"": ""UWB + Bluetooth"", ""battery"": ""CR2032"", ""water_resistant"": ""IP67""}",1,45,12,1
AC017,Apple Magic Keyboard,Apple,Accessories,Input,99.99,Wireless keyboard for Mac,"{""connectivity"": ""Bluetooth + Lightning"", ""battery"": ""1 month"", ""touch_id"": false}",1,35,12,1
AC018,Apple Magic Keyboard with Touch ID,Apple,Accessories,Input,199.99,Wireless keyboard with biometric security,"{""connectivity"": ""Bluetooth + USB-C"", ""battery"": ""1 month"", ""touch_id"": true}",1,25,12,1
AC019,Logitech MX Keys S,Logitech,Accessories,Input,109.99,Advanced wireless keyboard,"{""connectivity"": ""Bluetooth + USB receiver"", ""battery"": ""10 days backlit"", ""smart_actions"": true}",1,30,12,1
AC020,Apple Magic Mouse,Apple,Accessories,Input,99.99,Wireless mouse with Multi-Touch,"{""connectivity"": ""Bluetooth + Lightning"", ""multi_touch"": true, ""rechargeable"": true}",1,40,12,1
AC021,Logitech MX Master 3S,Logitech,Accessories,Input,99.99,Advanced wireless mouse,"{""connectivity"": ""Bluetooth + USB receiver"", ""dpi"": ""8000"", ""quiet_clicks"": true, ""magspeed_scroll"": true}",1,35,12,1
AC022,Apple Magic Trackpad,Apple,Accessories,Input,149.99,Multi-Touch trackpad for Mac,"{""connectivity"": ""Bluetooth + USB-C"", ""force_touch"": true, ""rechargeable"": true}",1,25,12,1
AC023,Samsung 65W Trio Charger,Samsung,Accessories,Chargers,79.99,Triple-port fast charger,"{""output"": ""65W total"", ""usb_c"": 2, ""usb_a"": 1}",1,30,12,1
AC024,Anker Nano Power Bank 10000mAh,Anker,Accessories,Power,39.99,Compact power bank with USB-C,"{""capacity"": ""10000mAh"", ""output"": ""30W"", ""usb_c"": true, ""compact"": true}",1,60,12,0
AC025,mophie snap+ juice pack mini,mophie,Accessories,Power,49.99,MagSafe compatible battery,"{""capacity"": ""5000mAh"", ""wireless"": ""MagSafe compatible"", ""output"": ""7.5W""}",1,35,12,1
DK001,Apple Mac mini M2,Apple,Desktops,Mini PC,599.99,Compact desktop with M2 chip,"{""chip"": ""Apple M2"", ""ram"": ""8GB"", ""storage"": ""256GB SSD"", ""ports"": ""Thunderbolt 4 x2, USB-A x2, HDMI, Ethernet""}",1,18,12,1
