id,name,brand,sport,category,price,description,specs_json,skill_level,gender,in_stock,stock_quantity
GLF018,Sun Mountain C-130S Cart Bag,Sun Mountain,Golf,Bags,279.99,Premium cart bag with 14-way top,"{""divider"": ""14-way"", ""pockets"": 10, ""cart_strap"": true}",All,Unisex,1,12
GLF019,FootJoy Pro SL Shoes,FootJoy,Golf,Shoes,169.99,Spikeless golf shoes for stability,"{""waterproof"": true, ""spikeless"": true, ""fit"": ""Standard""}",All,Men,1,22
GLF020,Tour360 22 Shoes,Adidas,Golf,Shoes,199.99,Premium spiked golf shoes,"{""waterproof"": true, ""spikes"": true, ""boost"": true}",Intermediate,Men,1,18
GLF021,Garmin Approach S62,Garmin,Golf,Accessories,499.99,GPS golf watch with virtual caddie,"{""gps"": true, ""courses"": ""41000+"", ""virtual_caddie"": true}",Intermediate,Unisex,1,10
GLF022,Bushnell Pro X3 Rangefinder,Bushnell,Golf,Accessories,549.99,Premium laser rangefinder with slope,"{""range"": ""500 yards"", ""slope"": true, ""jolt"": true}",Intermediate,Unisex,1,12
GLF023,Titleist Players 4 StaDry Stand Bag,Titleist,Golf,Bags,289.99,Waterproof stand bag,"{""divider"": ""4-way"", ""pockets"": 7, ""waterproof"": true}",All,Unisex,1,14
GLF024,FootJoy StaSof Golf Glove,FootJoy,Golf,Accessories,28.99,Premium leather golf glove,"{""material"": ""Cabretta leather"", ""fit"": ""Tour""}",All,Men,1,60
GLF025,SuperStroke S-Tech Grip,SuperStroke,Golf,Accessories,6.99,Standard golf grip replacement,"{""size"": ""Standard"", ""material"": ""Rubber""}",All,Unisex,1,100
TNS001,Pure Aero Racquet,Babolat,Tennis,Racquets,229.99,Spin-friendly racquet for power players,"{""weight"": ""300g"", ""head"": ""100 sq in"", ""pattern"": ""16x19""}",Intermediate,Unisex,1,18
TNS002,Pro Staff RF97,Wilson,Tennis,Racquets,269.99,Classic players racquet,"{""weight"": ""340g"", ""head"": ""97 sq in"", ""pattern"": ""16x19""}",Pro,Unisex,1,12
TNS003,Ezone 100,Yonex,Tennis,Racquets,249.99,Comfortable power racquet,"{""weight"": ""300g"", ""head"": ""100 sq in"", ""pattern"": ""16x19""}",Intermediate,Unisex,1,15
TNS004,Clash 100 V2,Wilson,Tennis,Racquets,259.99,Flexible control racquet,"{""weight"": ""295g"", ""head"": ""100 sq in"", ""flex"": ""High""}",Intermediate,Unisex,1,14
TNS005,Radical MP,Head,Tennis,Racquets,239.99,All-court versatile racquet,"{""weight"": ""295g"", ""head"": ""98 sq in"", ""pattern"": ""16x19""}",Intermediate,Unisex,1,16
TNS006,RPM Blast String,Babolat,Tennis,Accessories,22.99,Polyester string for spin and control,"{""gauge"": ""17"", ""length"": ""40ft"", ""material"": ""Polyester""}",Intermediate,Unisex,1,50
TNS007,Natural Gut String,Wilson,Tennis,Accessories,44.99,Premium natural gut string,"{""gauge"": ""16"", ""length"": ""40ft"", ""material"": ""Natural gut""}",Pro,Unisex,1,30
TNS008,Tacky Overgrip 3-Pack,Tourna,Tennis,Accessories,7.99,Absorbent overgrip for tackiness,"{""quantity"": 3, ""tacky"": true}",All,Unisex,1,80
TNS009,Court Dri-FIT Polo,Nike,Tennis,Apparel,74.99,Breathable tennis polo shirt,"{""material"": ""Dri-FIT"", ""collar"": true, ""fit"": ""Standard""}",All,Men,1,30
TNS010,Team Skirt,Adidas,Tennis,Apparel,44.99,Performance tennis skirt with shorts,"{""material"": ""AEROREADY"", ""length"": ""14in"", ""shorts"": true}",All,Women,1,35
TNS011,Air Zoom Vapor 11,Nike,Tennis,Shoes,159.99,Lightweight tennis shoe for speed,"{""surface"": ""Hard court"", ""weight"": ""370g"", ""cushion"": ""Zoom Air""}",Intermediate,Men,1,20
TNS012,Barricade 13,Adidas,Tennis,Shoes,159.99,Durable tennis shoe for baseliners,"{""surface"": ""All court"", ""durability"": ""High"", ""stability"": true}",Intermediate,Unisex,1,18
TNS013,Gel-Resolution 9,Asics,Tennis,Shoes,149.99,Stable shoe for clay and hard courts,"{""surface"": ""All court"", ""gel"": true, ""outrigger"": true}",Intermediate,Unisex,1,22
TNS014,Solution Speed FF 2,Asics,Tennis,Shoes,139.99,Lightweight speed-focused tennis shoe,"{""surface"": ""All court"", ""weight"": ""315g"", ""cushion"": ""FlyteFoam""}",Intermediate,Unisex,1,20
TNS015,Court Speed FF,Asics,Tennis,Shoes,119.99,Value tennis shoe for beginners,"{""surface"": ""Hard court"", ""weight"": ""340g""}",Beginner,Unisex,1,28
TNS016,Pure Tour Bag 12R,Babolat,Tennis,Bags,89.99,12-racquet tennis bag,"{""capacity"": ""12 racquets"", ""pockets"": 5, ""thermal"": true}",Intermediate,Unisex,1,18
TNS017,Super Tour Bag 9R,Wilson,Tennis,Bags,99.99,9-racquet tennis bag with shoe compartment,"{""capacity"": ""9 racquets"", ""pockets"": 4, ""thermoguard"": true}",Intermediate,Unisex,1,16
TNS018,Pro Backpack,Head,Tennis,Bags,69.99,Tennis backpack for 2 racquets,"{""capacity"": ""2 racquets"", ""pockets"": 3, ""laptop"": true}",Beginner,Unisex,1,24
TNS019,Penn Championship Tennis Balls 3-Pack,Penn,Tennis,Balls,6.99,Extra-duty felt tennis balls,"{""quantity"": 3, ""duty"": ""Extra"", ""pressurized"": true}",All,Unisex,1,120
TNS020,Pro Penn Marathon Balls,Penn,Tennis,Balls,8.99,Long-lasting regular duty balls,"{""quantity"": 3, ""duty"": ""Regular"", ""longevity"": ""Extended""}",Intermediate,Unisex,1,80
SWM001,Vanquisher 2.0 Goggles,Speedo,Swimming,Goggles,29.99,Low-profile racing goggles,"{""lens"": ""Anti-fog"", ""uv_protection"": true, ""strap"": ""Silicone""}",All,Unisex,1,50
SWM002,Swedish Goggles,Arena,Swimming,Goggles,14.99,Classic racing goggles,"{""lens"": ""Polycarbonate"", ""adjustable"": true, ""minimalist"": true}",Advanced,Unisex,1,60
SWM003,Cobra Ultra Swipe,Arena,Swimming,Goggles,54.99,Premium racing goggles with anti-fog swipe,"{""lens"": ""Anti-fog swipe"", ""hydrodynamic"": true}",Pro,Unisex,1,30
SWM004,LZR Pure Intent Jammer,Speedo,Swimming,Racing,349.99,Elite racing jammer for competition,"{""material"": ""LZR Pulse"", ""compression"": ""High"", ""fina"": true}",Pro,Men,1,12
SWM005,Endurance+ Jammer,Speedo,Swimming,Training,49.99,Durable training jammer,"{""material"": ""Endurance+"", ""chlorine_resistant"": true}",All,Men,1,35
SWM006,Flyback Training Suit,TYR,Swimming,Training,59.99,One-piece training swimsuit,"{""material"": ""Durafast Elite"", ""back"": ""Flyback""}",All,Women,1,40
SWM007,Cutoutfit Racing Suit,Arena,Swimming,Racing,399.99,Elite womens racing suit,"{""material"": ""Carbon"", ""compression"": ""High"", ""fina"": true}",Pro,Women,1,10
SWM008,Silicone Swim Cap,TYR,Swimming,Accessories,14.99,Durable silicone swim cap,"{""material"": ""Silicone"", ""sizes"": ""One size""}",All,Unisex,1,70
SWM009,Alignment Kickboard,Speedo,Swimming,Training,29.99,Kickboard for technique training,"{""material"": ""EVA foam"", ""size"": ""Standard""}",All,Unisex,1,40
SWM010,Snorkel Center-Mount,Finis,Swimming,Training,39.99,Center-mount snorkel for freestyle training,"{""purge_valve"": true, ""adjustable"": true}",Intermediate,Unisex,1,25
SWM011,Agility Paddles,Speedo,Swimming,Training,24.99,Hand paddles for power training,"{""size"": ""Medium"", ""material"": ""Plastic"", ""holes"": true}",Intermediate,Unisex,1,35
SWM012,Z2 Zoomers Fins,Finis,Swimming,Training,44.99,Short blade fins for kick training,"{""blade"": ""Short"", ""material"": ""Silicone""}",Intermediate,Unisex,1,28
SWM013,Pull Buoy,TYR,Swimming,Training,19.99,Foam pull buoy for upper body focus,"{""material"": ""EVA foam"", ""buoyancy"": ""High""}",All,Unisex,1,45
SWM014,Mesh Equipment Bag,Speedo,Swimming,Bags,24.99,Large mesh bag for swim gear,"{""capacity"": ""50L"", ""material"": ""Mesh"", ""drawstring"": true}",All,Unisex,1,40
SWM015,Swimmer Backpack,TYR,Swimming,Bags,54.99,Backpack with wet/dry compartments,"{""capacity"": ""45L"", ""wet_pocket"": true, ""laptop"": true}",All,Unisex,1,25
BKB001,LeBron 21,Nike,Basketball,Shoes,199.99,Cushioned shoe for all-around play,"{""cushion"": ""Zoom Air"", ""traction"": ""Herringbone"", ""support"": ""High""}",Intermediate,Men,1,20
BKB002,Curry 11,Under Armour,Basketball,Shoes,159.99,Lightweight guard shoe for quick cuts,"{""cushion"": ""Flow"", ""traction"": ""Multidirectional"", ""weight"": ""340g""}",Intermediate,Unisex,1,22
BKB003,KD 16,Nike,Basketball,Shoes,159.99,Versatile shoe for forwards,"{""cushion"": ""Zoom Strobel"", ""fit"": ""Sock-like""}",Intermediate,Unisex,1,24
BKB004,Giannis Immortality 3,Nike,Basketball,Shoes,109.99,Value performance basketball shoe,"{""cushion"": ""Foam"", ""durability"": ""High"", ""weight"": ""370g""}",Beginner,Unisex,1,30
BKB005,Harden Vol 7,Adidas,Basketball,Shoes,159.99,Stepback specialist shoe,"{""cushion"": ""Boost"", ""traction"": ""Continental"", ""support"": ""Medium""}",Intermediate,Men,1,18
BKB006,Evolution NXT Basketball,Spalding,Basketball,Basketballs,49.99,Premium indoor game ball,"{""size"": ""Official"", ""material"": ""Composite"", ""indoor"": true}",Intermediate,Unisex,1,30
BKB007,TF-1000 Basketball,Spalding,Basketball,Basketballs,69.99,Top-tier indoor basketball,"{""size"": ""Official"", ""material"": ""ZK Microfiber"", ""nfhs"": true}",Advanced,Unisex,1,25
BKB008,The Rock Basketball,Goalsetter,Basketball,Equipment,599.99,In-ground basketball hoop system,"{""backboard"": ""54 in"", ""material"": ""Acrylic"", ""adjustable"": true}",All,Unisex,1,6
BKB009,Portable Basketball Hoop,Spalding,Basketball,Equipment,349.99,Portable basketball system,"{""backboard"": ""50 in"", ""base"": ""34 gallon"", ""wheels"": true}",Beginner,Unisex,1,8
BKB010,Shooting Sleeve,Nike,Basketball,Accessories,24.99,Compression arm sleeve,"{""material"": ""Dri-FIT"", ""compression"": true, ""uv_protection"": true}",All,Unisex,1,50
SOC001,Predator Edge.1 FG,Adidas,Soccer,Cleats,274.99,Control-focused firm ground cleats,"{""surface"": ""FG"", ""upper"": ""Demonscale"", ""collar"": ""Mid""}",Advanced,Unisex,1,15
SOC002,Tiempo Legend 10 Elite,Nike,Soccer,Cleats,249.99,Premium leather cleats,"{""surface"": ""FG"", ""upper"": ""K-Leather"", ""flyknit"": true}",Advanced,Unisex,1,14
SOC003,Future Ultimate FG,Puma,Soccer,Cleats,219.99,Agility-focused cleats,"{""surface"": ""FG/AG"", ""upper"": ""FUZIONFIT+"", ""weight"": ""180g""}",Intermediate,Unisex,1,18
SOC004,X Speedportal.1 FG,Adidas,Soccer,Cleats,249.99,Speed cleats for fast players,"{""surface"": ""FG"", ""upper"": ""Speedskin"", ""laceless"": true}",Advanced,Unisex,1,12
SOC005,Phantom GX Elite,Nike,Soccer,Cleats,274.99,Precision striking cleats,"{""surface"": ""FG"", ""upper"": ""NikeSkin"", ""grip"": ""Gripknit""}",Pro,Unisex,1,10
SOC006,Mundial Team TF,Adidas,Soccer,Cleats,99.99,Classic turf soccer shoes,"{""surface"": ""TF"", ""upper"": ""Leather"", ""classic"": true}",All,Unisex,1,30
SOC007,Mercurial Superfly 9 Academy,Nike,Soccer,Cleats,99.99,Value speed cleats,"{""surface"": ""FG/MG"", ""upper"": ""Synthetic"", ""dynamic_fit"": true}",Beginner,Unisex,1,35
SOC008,FIFA Quality Match Ball,Adidas,Soccer,Balls,164.99,Official match ball,"{""size"": ""5"", ""material"": ""PU"", ""seamless"": true, ""fifa"": ""Quality""}",Pro,Unisex,1,20
SOC009,Tiro League Ball,Adidas,Soccer,Balls,29.99,Training soccer ball,"{""size"": ""5"", ""material"": ""TPU"", ""machine_stitched"": true}",All,Unisex,1,60
SOC010,Flight Ball,Nike,Soccer,Balls,159.99,Aerowsculpt grooves for stable flight,"{""size"": ""5"", ""material"": ""PU"", ""aerowsculpt"": true}",Advanced,Unisex,1,25
SOC011,Mercurial Lite Shin Guards,Nike,Soccer,Protection,34.99,Lightweight shin guards,"{""material"": ""Plastic shell"", ""foam"": true, ""weight"": ""Light""}",All,Unisex,1,45
SOC012,Ghost Pro Shin Guards,Adidas,Soccer,Protection,24.99,Low-profile shin guards,"{""material"": ""EVA backing"", ""straps"": ""Compression""}",Intermediate,Unisex,1,50
SOC013,Elite GK Gloves,Nike,Soccer,Gloves,169.99,Pro goalkeeper gloves with grip,"{""latex"": ""Contact"", ""cut"": ""Hybrid"", ""backhand"": ""Foam""}",Pro,Unisex,1,15
SOC014,Predator Pro GK Gloves,Adidas,Soccer,Gloves,149.99,Match goalkeeper gloves,"{""latex"": ""URG 2.0"", ""cut"": ""Negative"", ""strap"": ""Extended""}",Advanced,Unisex,1,18
SOC015,Junior GK Gloves,Reusch,Soccer,Gloves,39.99,Youth goalkeeper gloves,"{""latex"": ""Soft"", ""cut"": ""Flat"", ""finger_protection"": true}",Beginner,Kids,1,30
HKY001,Vapor Hyperlite Stick,Bauer,Hockey,Sticks,329.99,Lightweight carbon hockey stick,"{""flex"": ""87"", ""blade"": ""P92"", ""weight"": ""375g""}",Advanced,Unisex,1,12
HKY002,Ribcor Trigger 7 Pro,CCM,Hockey,Sticks,299.99,Quick release hockey stick,"{""flex"": ""85"", ""blade"": ""P29"", ""kickpoint"": ""Low""}",Advanced,Unisex,1,14
HKY003,Supreme 3S Pro Stick,Bauer,Hockey,Sticks,249.99,Power-focused hockey stick,"{""flex"": ""87"", ""blade"": ""P28"", ""kickpoint"": ""Mid""}",Intermediate,Unisex,1,16
HKY004,JetSpeed FT5 Pro Stick,CCM,Hockey,Sticks,279.99,Speed-focused stick,"{""flex"": ""85"", ""blade"": ""P28"", ""weight"": ""380g""}",Advanced,Unisex,1,12
HKY005,Vapor 3X Pro Skates,Bauer,Hockey,Skates,649.99,Performance hockey skates,"{""fit"": ""Fit 2"", ""holder"": ""Tuuk LS3"", ""boot"": ""Pro""}",Advanced,Men,1,8
HKY006,JetSpeed FT4 Pro Skates,CCM,Hockey,Skates,699.99,Speed-oriented skates,"{""fit"": ""Regular"", ""holder"": ""SpeedBlade XS"", ""boot"": ""One-piece""}",Pro,Men,1,6
HKY007,Supreme M5 Pro Skates,Bauer,Hockey,Skates,549.99,Power-player skates,"{""fit"": ""Fit 1"", ""holder"": ""Tuuk LS Edge"", ""boot"": ""Tech mesh""}",Intermediate,Men,1,10
HKY008,ReAkt 150 Helmet,Bauer,Hockey,Protection,249.99,Pro-level hockey helmet,"{""shell"": ""ABS"", ""liner"": ""VN foam"", ""cage"": ""Optional""}",Advanced,Unisex,1,15
HKY009,Tacks 720 Helmet,CCM,Hockey,Protection,179.99,Multi-density protection helmet,"{""shell"": ""HDPE"", ""liner"": ""D3O"", ""visor_compatible"": true}",Intermediate,Unisex,1,18
HKY010,Supreme 3S Pro Gloves,Bauer,Hockey,Protection,189.99,Pro-level hockey gloves,"{""palm"": ""Nash"", ""protection"": ""Pro"", ""fit"": ""Tapered""}",Advanced,Unisex,1,14
SKI001,Mindbender 99Ti Skis,K2,Skiing,Skis,699.99,All-mountain freeride skis,"{""length"": ""177cm"", ""width"": ""99mm"", ""turn"": ""Medium""}",Advanced,Unisex,1,8
SKI002,Enforcer 100 Skis,Nordica,Skiing,Skis,649.99,Versatile all-mountain skis,"{""length"": ""177cm"", ""width"": ""100mm"", ""profile"": ""Rocker/Camber""}",Intermediate,Unisex,1,10
SKI003,Experience 86 Ti Skis,Rossignol,Skiing,Skis,599.99,Frontside carving skis,"{""length"": ""176cm"", ""width"": ""86mm"", ""titanal"": true}",Intermediate,Unisex,1,12
SKI004,Blaze 104 Skis,Blizzard,Skiing,Skis,749.99,Powder-focused skis,"{""length"": ""180cm"", ""width"": ""104mm"", ""rocker"": ""Full""}",Advanced,Unisex,1,6
SKI005,Mach 5 Ski Boots,Tecnica,Skiing,Boots,599.99,All-mountain ski boots,"{""flex"": ""130"", ""last"": ""100mm"", ""walk_mode"": true}",Advanced,Men,1,8
SKI006,Hawx Prime 120 Boots,Atomic,Skiing,Boots,549.99,Comfortable performance boots,"{""flex"": ""120"", ""last"": ""100mm"", ""memory_fit"": true}",Intermediate,Men,1,10
SKI007,Cochise 130 DYN Boots,Tecnica,Skiing,Boots,749.99,Freeride touring boots,"{""flex"": ""130"", ""last"": ""99mm"", ""walk_mode"": true, ""pin"": true}",Advanced,Men,1,6
SKI008,Luv 110 LV Boots,Rossignol,Skiing,Boots,449.99,Womens narrow ski boots,"{""flex"": ""110"", ""last"": ""96mm"", ""liner"": ""Wool""}",Intermediate,Women,1,8
SKI009,MOD5 Helmet,Oakley,Skiing,Protection,269.99,Premium ski helmet with MIPS,"{""mips"": true, ""vents"": ""Adjustable"", ""brim"": true}",Advanced,Unisex,1,15
SKI010,Obex MIPS Helmet,POC,Skiing,Protection,199.99,Lightweight ski helmet,"{""mips"": true, ""weight"": ""450g"", ""vents"": 10}",Intermediate,Unisex,1,18
SKI011,Flight Deck XM Goggles,Oakley,Skiing,Goggles,224.00,Wide-view ski goggles,"{""lens"": ""Prizm"", ""spherical"": true, ""anti_fog"": true}",All,Unisex,1,20
SKI012,I/O MAG Goggles,Smith,Skiing,Goggles,299.99,Premium magnetic lens goggles,"{""lens"": ""ChromaPop"", ""magnetic"": true, ""interchange"": ""Quick""}",Advanced,Unisex,1,15
SKI013,Kingpin M-Werks Bindings,Marker,Skiing,Bindings,699.99,Premium touring bindings,"{""din"": ""6-12"", ""weight"": ""680g"", ""pin"": true}",Advanced,Unisex,1,8
SKI014,Attack 13 GW Bindings,Tyrolia,Skiing,Bindings,299.99,All-mountain bindings,"{""din"": ""4-13"", ""brake"": ""110mm"", ""toe"": ""Full diagonal""}",Intermediate,Unisex,1,14
SKI015,Shift MNC 13 Bindings,Salomon,Skiing,Bindings,599.99,Hybrid touring/alpine bindings,"{""din"": ""6-13"", ""weight"": ""995g"", ""pin_tech"": true}",Advanced,Unisex,1,10
SNB001,Custom Flying V Snowboard,Burton,Snowboarding,Boards,599.99,All-mountain freestyle board,"{""length"": ""158cm"", ""profile"": ""Flying V"", ""flex"": ""Medium""}",Intermediate,Unisex,1,10
SNB002,Jones Mind Expander,Jones,Snowboarding,Boards,549.99,Powder surfer board,"{""length"": ""154cm"", ""profile"": ""Spoon"", ""flex"": ""Medium-soft""}",Advanced,Unisex,1,8
SNB003,Capita DOA Snowboard,Capita,Snowboarding,Boards,499.99,All-terrain freestyle board,"{""length"": ""156cm"", ""profile"": ""Camber"", ""flex"": ""Medium""}",Intermediate,Unisex,1,12
SNB004,Gnu Antigravity Snowboard,Gnu,Snowboarding,Boards,529.99,Asymmetrical all-mountain board,"{""length"": ""153cm"", ""profile"": ""C3"", ""asym"": true}",Intermediate,Unisex,1,10
SNB005,Photon Step On Boots,Burton,Snowboarding,Boots,449.99,Step-on snowboard boots,"{""flex"": ""Medium"", ""lacing"": ""Step On"", ""liner"": ""Imprint 3""}",Intermediate,Men,1,10
SNB006,Ion Boots,Burton,Snowboarding,Boots,499.99,High-performance freeride boots,"{""flex"": ""Stiff"", ""lacing"": ""BOA"", ""liner"": ""Imprint 3""}",Advanced,Men,1,8
SNB007,Felix Boots,Burton,Snowboarding,Boots,349.99,Womens all-mountain boots,"{""flex"": ""Medium"", ""lacing"": ""BOA"", ""liner"": ""Imprint 2""}",Intermediate,Women,1,10
SNB008,Cartel X Bindings,Burton,Snowboarding,Bindings,349.99,Response-driven bindings,"{""flex"": ""Medium-stiff"", ""baseplate"": ""Re:Flex"", ""straps"": ""Hammock""}",Advanced,Unisex,1,14
SNB009,Union Force Bindings,Union,Snowboarding,Bindings,279.99,All-mountain bindings,"{""flex"": ""Medium"", ""baseplate"": ""Duraflex"", ""straps"": ""Exoframe""}",Intermediate,Unisex,1,16
SNB010,Flow NX2 Bindings,Flow,Snowboarding,Bindings,199.99,Rear-entry easy bindings,"{""flex"": ""Medium"", ""entry"": ""Rear"", ""active"": true}",Beginner,Unisex,1,18
YGA001,Reversible Mat 5mm,Lululemon,Yoga,Mats,88.00,Natural rubber yoga mat,"{""thickness"": ""5mm"", ""length"": ""71in"", ""material"": ""Natural rubber"", ""reversible"": true}",All,Unisex,1,35
YGA002,eKO Lite Mat,Manduka,Yoga,Mats,78.00,Travel-friendly yoga mat,"{""thickness"": ""4mm"", ""length"": ""71in"", ""material"": ""Natural tree rubber""}",All,Unisex,1,40
YGA003,Prolite Mat,Manduka,Yoga,Mats,92.00,Lightweight studio mat,"{""thickness"": ""4.7mm"", ""length"": ""71in"", ""closed_cell"": true}",Intermediate,Unisex,1,30
YGA004,GRP Mat,Lululemon,Yoga,Mats,128.00,Hot yoga mat with grip,"{""thickness"": ""6mm"", ""length"": ""71in"", ""cork_top"": true, ""hot_yoga"": true}",Intermediate,Unisex,1,25
YGA005,Cork Yoga Mat,Gaiam,Yoga,Mats,59.99,Eco-friendly cork surface mat,"{""thickness"": ""5mm"", ""length"": ""68in"", ""material"": ""Cork/TPE""}",All,Unisex,1,45
YGA006,Yoga Block 2-Pack,Gaiam,Yoga,Props,19.99,High-density foam blocks,"{""material"": ""Foam"", ""size"": ""9x6x4in"", ""quantity"": 2}",All,Unisex,1,60
YGA007,Cork Yoga Block,Manduka,Yoga,Props,22.00,Sustainable cork yoga block,"{""material"": ""Cork"", ""size"": ""9x6x4in"", ""eco"": true}",All,Unisex,1,50
YGA008,Yoga Strap 8ft,Gaiam,Yoga,Props,12.99,Cotton yoga strap with D-ring,"{""length"": ""8ft"", ""material"": ""Cotton"", ""buckle"": ""D-ring""}",All,Unisex,1,70
YGA009,Yoga Wheel,UpCircleSeven,Yoga,Props,39.99,Back-bending yoga wheel,"{""diameter"": ""12in"", ""width"": ""5in"", ""material"": ""ABS/TPE""}",Intermediate,Unisex,1,35
YGA010,Meditation Cushion,Gaiam,Yoga,Props,49.99,Zafu meditation cushion,"{""fill"": ""Buckwheat"", ""diameter"": ""15in"", ""removable_cover"": true}",All,Unisex,1,30
YGA011,Align Leggings 25in,Lululemon,Yoga,Apparel,98.00,Buttery soft yoga leggings,"{""material"": ""Nulu"", ""length"": ""25in"", ""waist"": ""High""}",All,Women,1,40
YGA012,Wunder Train Tight,Lululemon,Yoga,Apparel,98.00,Sweat-wicking training tight,"{""material"": ""Everlux"", ""length"": ""25in"", ""pockets"": true}",All,Women,1,38
YGA013,Swiftly Tech Racerback,Lululemon,Yoga,Apparel,68.00,Seamless training tank,"{""material"": ""Nulu/Lycra"", ""fit"": ""Slim"", ""seamless"": true}",All,Women,1,45
YGA014,Metal Vent Tech Polo,Lululemon,Yoga,Apparel,88.00,Breathable mens training shirt,"{""material"": ""Silverescent"", ""anti_stink"": true}",All,Men,1,35
YGA015,ABC Jogger,Lululemon,Yoga,Apparel,128.00,Versatile mens joggers,"{""material"": ""Warpstreme"", ""fit"": ""Classic"", ""pockets"": 4}",All,Men,1,30
FIT009,Power Block Elite EXP,Power Block,Fitness,Weights,359.99,Expandable adjustable dumbbells,"{""weight_range"": ""5-50lbs"", ""expandable"": ""90lbs""}",Intermediate,Unisex,1,12
FIT010,Rogue HR-2 Half Rack,Rogue,Fitness,Equipment,595.00,Half rack for home gym,"{""height"": ""90in"", ""depth"": ""49in"", ""capacity"": ""1000lbs""}",Advanced,Unisex,1,5
FIT011,Rep PR-4000 Power Rack,Rep Fitness,Fitness,Equipment,699.99,Full power rack with attachments,"{""height"": ""93in"", ""depth"": ""47in"", ""hole_spacing"": ""2in""}",Advanced,Unisex,1,4
FIT012,Titan Fitness T-3 Squat Stand,Titan,Fitness,Equipment,299.99,Space-saving squat stand,"{""height"": ""82in"", ""footprint"": ""48x48in"", ""capacity"": ""850lbs""}",Intermediate,Unisex,1,8
FIT013,Rogue Ohio Power Bar,Rogue,Fitness,Weights,365.00,Premium powerlifting barbell,"{""weight"": ""20kg"", ""tensile"": ""205K PSI"", ""knurl"": ""Aggressive""}",Advanced,Unisex,1,10
FIT014,CAP Olympic Weight Plates,CAP,Fitness,Weights,1.79,Cast iron weight plate per lb,"{""type"": ""Olympic"", ""material"": ""Cast iron"", ""per_lb"": true}",All,Unisex,1,200
FIT015,Rogue Bumper Plates,Rogue,Fitness,Weights,2.59,Rubber bumper plate per lb,"{""type"": ""Bumper"", ""material"": ""Rubber"", ""per_lb"": true}",Intermediate,Unisex,1,150
FIT016,NordicTrack Commercial 1750,NordicTrack,Fitness,Cardio,1799.00,Incline treadmill with iFit,"{""incline"": ""-3 to 15%"", ""speed"": ""12 mph"", ""screen"": ""14 in"", ""ifit"": true}",All,Unisex,1,4
FIT017,Peloton Bike+,Peloton,Fitness,Cardio,2495.00,Premium connected exercise bike,"{""screen"": ""23.8 in"", ""resistance"": ""100 levels"", ""auto_follow"": true}",All,Unisex,1,3
FIT018,Schwinn IC4 Indoor Cycle,Schwinn,Fitness,Cardio,899.00,Connected indoor cycling bike,"{""resistance"": ""100 levels"", ""bluetooth"": true, ""dual_pedals"": true}",Intermediate,Unisex,1,6
FIT019,Hydrow Rower,Hydrow,Fitness,Cardio,2495.00,Connected rowing machine,"{""resistance"": ""Electromagnetic"", ""screen"": ""22 in"", ""live_classes"": true}",All,Unisex,1,4
FIT020,WaterRower Natural,WaterRower,Fitness,Cardio,1295.00,Water resistance rowing machine,"{""resistance"": ""Water"", ""material"": ""Ash wood"", ""monitor"": ""S4""}",All,Unisex,1,5
FIT021,Rogue Echo Bike,Rogue,Fitness,Cardio,859.00,Heavy-duty air bike,"{""resistance"": ""Air"", ""weight"": ""127lbs"", ""display"": ""LCD""}",Advanced,Unisex,1,6
FIT022,Kettlebell 35lb,Rogue,Fitness,Weights,66.00,E-coat cast iron kettlebell,"{""weight"": ""35lbs"", ""material"": ""Cast iron"", ""coating"": ""E-coat""}",Intermediate,Unisex,1,25
FIT023,Adjustable Kettlebell,Bowflex,Fitness,Weights,199.99,6-in-1 adjustable kettlebell,"{""weight_range"": ""8-40lbs"", ""increments"": 6}",Beginner,Unisex,1,15
FIT024,Ab Wheel Roller,Perfect Fitness,Fitness,Accessories,29.99,Core strengthening ab wheel,"{""handles"": ""Ergonomic"", ""wheel"": ""Wide"", ""knee_pad"": true}",All,Unisex,1,40
FIT025,Pull-Up Bar Doorway,Iron Gym,Fitness,Accessories,34.99,No-screw doorway pull-up bar,"{""capacity"": ""300lbs"", ""grips"": 3, ""installation"": ""Doorway""}",All,Unisex,1,35
FIT026,Jump Rope Speed,WOD Nation,Fitness,Accessories,19.99,Speed rope for double unders,"{""cable"": ""Steel"", ""length"": ""Adjustable"", ""handles"": ""Ball bearing""}",Intermediate,Unisex,1,50
FIT027,Foam Roller 18in,TriggerPoint,Fitness,Recovery,34.99,High-density foam roller,"{""length"": ""18in"", ""density"": ""Firm"", ""material"": ""EVA foam""}",All,Unisex,1,45
FIT028,Massage Gun Pro,Theragun,Fitness,Recovery,399.00,Percussive therapy device,"{""speeds"": 5, ""force"": ""60lbs"", ""battery"": ""150 min"", ""attachments"": 6}",All,Unisex,1,12
FIT029,Hypervolt 2 Pro,Hyperice,Fitness,Recovery,349.00,Quiet percussion massager,"{""speeds"": 5, ""pressure"": ""Quiet Glide"", ""battery"": ""180 min""}",All,Unisex,1,14
FIT030,Compex Sport Elite,Compex,Fitness,Recovery,899.00,Muscle stimulator system,"{""programs"": 10, ""channels"": 4, ""wireless"": false}",Advanced,Unisex,1,6
CMP011,Tent: Copper Spur HV UL3,Big Agnes,Camping,Tents,599.99,3-person ultralight tent,"{""capacity"": ""3 person"", ""weight"": ""1.44kg"", ""season"": ""3-season""}",Intermediate,Unisex,1,7
