product_id,name,brand,category,subcategory,description,price,size,color,ingredients,rating,review_count,image_url,product_url,in_stock,is_bestseller,is_new,is_sale,sale_price,clean_beauty
SPH0072,Cream Lipstick - Mauve,Benefit Cosmetics,Lips,Lipstick,Benefit Cosmetics Moisturizing cream lipstick. Dermatologist tested.,49.45,0.1 oz / 3 g,Mauve,"Water, Phenoxyethanol, Dimethicone, Cyclopentasiloxane, Mineral Oil, Synthetic Colors, Jojoba Oil, Rosehip Oil",4.1,2196,https://sephora.com/images/SPH0072.jpg,https://sephora.com/product/SPH0072,1,0,0,0,,0
SPH0073,Matte Liquid Lipstick - Red,Lancome,Lips,Liquid Lipstick,Lancome Transfer-proof liquid matte. Award-winning formula.,55.99,0.14 oz / 4 g,Red,"Dimethicone, Water, Sodium Hyaluronate, Tocopherol, Synthetic Colors, Polyethylene, Rosehip Oil, Vitamin E",3.3,4986,https://sephora.com/images/SPH0073.jpg,https://sephora.com/product/SPH0073,0,1,0,0,,0
SPH0074,Velvet Liquid Lipstick - Nude,NYX Professional Makeup,Lips,Liquid Lipstick,NYX Professional Makeup Soft-matte liquid color. Dermatologist tested.,17.19,0.1 oz / 3 g,Nude,"Phenoxyethanol, Cyclopentasiloxane, Tocopherol, Water, Synthetic Colors, Fragrance, Rosehip Oil, Aloe Vera",4.3,5954,https://sephora.com/images/SPH0074.jpg,https://sephora.com/product/SPH0074,1,1,0,0,,0
SPH0075,Glossy Liquid Lipstick - Wine,MAKEUP BY MARIO,Lips,Liquid Lipstick,MAKEUP BY MARIO High-shine liquid lip. Loved by beauty enthusiasts.,50.52,0.12 oz / 3.5 g,Wine,"Phenoxyethanol, Cyclopentasiloxane, Sodium Hyaluronate, Tocopherol, Synthetic Colors, Parabens, Jojoba Oil, Chamomile Extract",4.2,2659,https://sephora.com/images/SPH0075.jpg,https://sephora.com/product/SPH0075,1,0,0,0,,0
SPH0076,Clear Lip Gloss - Berry,MAC,Lips,Lip Gloss,MAC Crystal-clear high shine gloss. Cruelty-free and vegan.,29.09,0.15 oz / 4.5 mL,Berry,"Sodium Hyaluronate, Dimethicone, Phenoxyethanol, Tocopherol, Silicones, Talc, Aloe Vera, Green Tea Extract",4.3,4914,https://sephora.com/images/SPH0076.jpg,https://sephora.com/product/SPH0076,1,0,0,0,,0
SPH0077,Tinted Lip Gloss - Clear,Too Faced,Lips,Lip Gloss,Too Faced Sheer color lip gloss. Dermatologist tested.,33.25,0.15 oz / 4.5 mL,Clear,"Water, Sodium Hyaluronate, Dimethicone, Glycerin, Parabens, Silicones, Green Tea Extract, Squalane",4.6,1399,https://sephora.com/images/SPH0077.jpg,https://sephora.com/product/SPH0077,1,0,0,0,,0
SPH0078,Plumping Lip Gloss - Berry,Armani Beauty,Lips,Lip Gloss,Armani Beauty Volumizing plumping gloss. Dermatologist tested.,56.46,0.12 oz / 3.5 mL,Berry,"Glycerin, Tocopherol, Sodium Hyaluronate, Water, Talc, Fragrance, Vitamin E, Chamomile Extract",4.7,2066,https://sephora.com/images/SPH0078.jpg,https://sephora.com/product/SPH0078,1,0,0,1,40.39,0
SPH0079,Shimmer Lip Gloss - Pink,Westman Atelier,Lips,Lip Gloss,Westman Atelier Sparkle-infused lip gloss. Loved by beauty enthusiasts.,82.07,0.2 oz / 6 mL,Pink,"Dimethicone, Phenoxyethanol, Tocopherol, Water, Jojoba Oil, Vitamin E, Shea Butter",3.6,880,https://sephora.com/images/SPH0079.jpg,https://sephora.com/product/SPH0079,1,0,0,0,,1
SPH0080,Lip Liner Pencil,Laura Mercier,Lips,Lip Liner,Laura Mercier Precision lip liner. Loved by beauty enthusiasts.,48.34,Standard Size,,"Sodium Hyaluronate, Tocopherol, Phenoxyethanol, Glycerin, Polyethylene, Silicones, Jojoba Oil, Coconut Oil",3.9,6204,https://sephora.com/images/SPH0080.jpg,https://sephora.com/product/SPH0080,1,0,0,0,,0
SPH0081,Clear Lip Liner,NARS,Lips,Lip Liner,NARS Universal lip primer. Cruelty-free and vegan.,31.99,Standard Size,,"Tocopherol, Sodium Hyaluronate, Glycerin, Phenoxyethanol, Parabens, Silicones, Coconut Oil, Argan Oil",3.9,3034,https://sephora.com/images/SPH0081.jpg,https://sephora.com/product/SPH0081,1,0,0,0,,0
SPH0082,Long-Wear Lip Liner,Milk Makeup,Lips,Lip Liner,Milk Makeup 24-hour wear lip liner. Award-winning formula.,32.34,Standard Size,,"Cyclopentasiloxane, Glycerin, Water, Tocopherol, Jojoba Oil, Squalane, Argan Oil",4.0,13656,https://sephora.com/images/SPH0082.jpg,https://sephora.com/product/SPH0082,1,0,1,0,,1
SPH0083,Tinted Lip Balm,Ami Cole,Lips,Lip Balm,Ami Cole Hydrating tinted balm. Dermatologist tested.,25.28,Standard Size,,"Glycerin, Cyclopentasiloxane, Dimethicone, Sodium Hyaluronate, Argan Oil, Squalane, Green Tea Extract",3.9,14536,https://sephora.com/images/SPH0083.jpg,https://sephora.com/product/SPH0083,1,1,0,0,,1
SPH0084,SPF Lip Balm,Hourglass,Lips,Lip Balm,Hourglass Protective lip balm with SPF. Loved by beauty enthusiasts.,41.93,Standard Size,,"Water, Dimethicone, Glycerin, Sodium Hyaluronate, Fragrance, Polyethylene, Chamomile Extract, Green Tea Extract",4.0,421,https://sephora.com/images/SPH0084.jpg,https://sephora.com/product/SPH0084,1,1,0,0,,0
SPH0085,Overnight Lip Mask,Jones Road,Lips,Lip Balm,Jones Road Intensive lip treatment. Dermatologist tested.,35.85,Standard Size,,"Tocopherol, Cyclopentasiloxane, Phenoxyethanol, Sodium Hyaluronate, Aloe Vera, Green Tea Extract, Vitamin E",4.5,10021,https://sephora.com/images/SPH0085.jpg,https://sephora.com/product/SPH0085,1,0,1,0,,1
SPH0086,Water Lip Stain,Dior Beauty,Lips,Lip Stain,Dior Beauty Long-lasting water stain. A cult favorite.,76.11,Standard Size,,"Phenoxyethanol, Cyclopentasiloxane, Tocopherol, Glycerin, Polyethylene, Talc, Vitamin E, Aloe Vera",4.0,7621,https://sephora.com/images/SPH0086.jpg,https://sephora.com/product/SPH0086,1,0,1,1,60.77,0
SPH0087,Oil Lip Stain,Lawless,Lips,Lip Stain,Lawless Nourishing oil-infused stain. Award-winning formula.,30.13,Standard Size,,"Glycerin, Water, Dimethicone, Tocopherol, Chamomile Extract, Argan Oil, Vitamin E",4.4,7781,https://sephora.com/images/SPH0087.jpg,https://sephora.com/product/SPH0087,1,0,1,0,,1
SPH0088,Gel Cleanser,Lawless,Skincare,Cleanser,Lawless Gentle foaming gel cleanser. Dermatologist tested.,29.93,Standard Size,,"Phenoxyethanol, Dimethicone, Water, Tocopherol, Rosehip Oil, Aloe Vera, Shea Butter",3.4,10174,https://sephora.com/images/SPH0088.jpg,https://sephora.com/product/SPH0088,1,0,1,0,,1
SPH0089,Oil Cleanser,Rare Beauty,Skincare,Cleanser,Rare Beauty Makeup-removing oil cleanser. Cruelty-free and vegan.,20.25,Standard Size,,"Phenoxyethanol, Tocopherol, Glycerin, Water, Chamomile Extract, Aloe Vera, Shea Butter",4.3,8885,https://sephora.com/images/SPH0089.jpg,https://sephora.com/product/SPH0089,1,1,0,0,,1
SPH0090,Micellar Water,NYX Professional Makeup,Skincare,Cleanser,NYX Professional Makeup No-rinse micellar cleanser. Loved by beauty enthusiasts.,9.05,Standard Size,,"Glycerin, Dimethicone, Tocopherol, Water, Mineral Oil, Parabens, Aloe Vera, Rosehip Oil",4.3,12179,https://sephora.com/images/SPH0090.jpg,https://sephora.com/product/SPH0090,1,0,1,0,,0
SPH0091,Cream Cleanser,ONE/SIZE by Patrick Starrr,Skincare,Cleanser,ONE/SIZE by Patrick Starrr Hydrating cream cleanser. Award-winning formula.,25.82,Standard Size,,"Tocopherol, Dimethicone, Glycerin, Sodium Hyaluronate, Coconut Oil, Vitamin E, Chamomile Extract",4.3,11479,https://sephora.com/images/SPH0091.jpg,https://sephora.com/product/SPH0091,1,0,0,0,,1
SPH0092,Day Moisturizer,Pat McGrath Labs,Skincare,Moisturizer,Pat McGrath Labs Lightweight daily moisturizer. Dermatologist tested.,56.75,1.7 oz / 50 mL,,"Cyclopentasiloxane, Dimethicone, Glycerin, Phenoxyethanol, Talc, Silicones, Shea Butter, Rosehip Oil",4.1,8505,https://sephora.com/images/SPH0092.jpg,https://sephora.com/product/SPH0092,1,0,0,0,,0
SPH0093,Night Cream,Merit,Skincare,Moisturizer,Merit Restorative night cream. Loved by beauty enthusiasts.,37.57,1.7 oz / 50 mL,,"Dimethicone, Water, Cyclopentasiloxane, Sodium Hyaluronate, Vitamin E, Coconut Oil, Rosehip Oil",4.3,1476,https://sephora.com/images/SPH0093.jpg,https://sephora.com/product/SPH0093,1,0,0,0,,1
SPH0094,Gel Moisturizer,Charlotte Tilbury,Skincare,Moisturizer,Charlotte Tilbury Oil-free gel moisturizer. Loved by beauty enthusiasts.,45.43,1.7 oz / 50 mL,,"Glycerin, Cyclopentasiloxane, Dimethicone, Sodium Hyaluronate, Parabens, Silicones, Shea Butter, Green Tea Extract",4.8,13967,https://sephora.com/images/SPH0094.jpg,https://sephora.com/product/SPH0094,0,0,0,0,,0
SPH0095,Rich Cream,ONE/SIZE by Patrick Starrr,Skincare,Moisturizer,ONE/SIZE by Patrick Starrr Intensive rich moisturizer. Loved by beauty enthusiasts.,27.83,2.5 oz / 75 mL,,"Phenoxyethanol, Water, Dimethicone, Tocopherol, Aloe Vera, Shea Butter, Coconut Oil",4.0,8641,https://sephora.com/images/SPH0095.jpg,https://sephora.com/product/SPH0095,0,0,1,0,,1
SPH0096,Vitamin C Serum,ONE/SIZE by Patrick Starrr,Skincare,Serum,ONE/SIZE by Patrick Starrr Brightening vitamin C serum. Cruelty-free and vegan.,20.64,0.5 oz / 15 mL,,"Dimethicone, Water, Phenoxyethanol, Cyclopentasiloxane, Rosehip Oil, Chamomile Extract, Squalane",4.6,5651,https://sephora.com/images/SPH0096.jpg,https://sephora.com/product/SPH0096,1,0,1,0,,1
SPH0097,Hyaluronic Acid Serum,Pat McGrath Labs,Skincare,Serum,Pat McGrath Labs Hydrating HA serum. A cult favorite.,108.22,1.7 oz / 50 mL,,"Glycerin, Water, Phenoxyethanol, Dimethicone, Talc, Synthetic Colors, Jojoba Oil, Argan Oil",3.8,8499,https://sephora.com/images/SPH0097.jpg,https://sephora.com/product/SPH0097,1,1,0,0,,0
SPH0098,Retinol Serum,Kjaer Weis,Skincare,Serum,Kjaer Weis Anti-aging retinol serum. Cruelty-free and vegan.,62.88,1 oz / 30 mL,,"Phenoxyethanol, Tocopherol, Water, Cyclopentasiloxane, Jojoba Oil, Aloe Vera, Vitamin E",3.7,6901,https://sephora.com/images/SPH0098.jpg,https://sephora.com/product/SPH0098,1,0,0,1,44.42,1
SPH0099,Niacinamide Serum,MAKEUP BY MARIO,Skincare,Serum,MAKEUP BY MARIO Pore-refining serum. Loved by beauty enthusiasts.,31.44,1 oz / 30 mL,,"Tocopherol, Glycerin, Water, Cyclopentasiloxane, Synthetic Colors, Silicones, Rosehip Oil, Chamomile Extract",4.3,14024,https://sephora.com/images/SPH0099.jpg,https://sephora.com/product/SPH0099,1,0,0,0,,0
SPH0100,Anti-Aging Eye Cream,Chanel,Skincare,Eye Cream,Chanel Wrinkle-reducing eye cream. Loved by beauty enthusiasts.,79.38,Standard Size,,"Dimethicone, Cyclopentasiloxane, Water, Sodium Hyaluronate, Parabens, Synthetic Colors, Aloe Vera, Green Tea Extract",3.6,8701,https://sephora.com/images/SPH0100.jpg,https://sephora.com/product/SPH0100,1,0,0,1,59.58,0
SPH0101,Brightening Eye Cream,Hourglass,Skincare,Eye Cream,Hourglass Dark circle treatment. Cruelty-free and vegan.,30.35,Standard Size,,"Cyclopentasiloxane, Water, Phenoxyethanol, Tocopherol, Fragrance, Synthetic Colors, Rosehip Oil, Chamomile Extract",3.5,1087,https://sephora.com/images/SPH0101.jpg,https://sephora.com/product/SPH0101,1,0,0,0,,0
SPH0102,Hydrating Eye Cream,Merit,Skincare,Eye Cream,Merit Moisturizing eye treatment. Award-winning formula.,38.19,Standard Size,,"Water, Sodium Hyaluronate, Tocopherol, Cyclopentasiloxane, Vitamin E, Argan Oil, Squalane",4.3,11425,https://sephora.com/images/SPH0102.jpg,https://sephora.com/product/SPH0102,1,1,0,0,,1
SPH0103,Mineral Sunscreen,Natasha Denona,Skincare,Sunscreen,Natasha Denona Clean mineral SPF protection. Dermatologist tested.,155.71,Standard Size,,"Dimethicone, Tocopherol, Sodium Hyaluronate, Phenoxyethanol, Mineral Oil, Parabens, Argan Oil, Rosehip Oil",4.8,2539,https://sephora.com/images/SPH0103.jpg,https://sephora.com/product/SPH0103,1,0,0,0,,0
SPH0104,Chemical Sunscreen,Merit,Skincare,Sunscreen,Merit Lightweight SPF lotion. Award-winning formula.,32.36,Standard Size,,"Cyclopentasiloxane, Dimethicone, Sodium Hyaluronate, Phenoxyethanol, Squalane, Argan Oil, Green Tea Extract",3.7,14187,https://sephora.com/images/SPH0104.jpg,https://sephora.com/product/SPH0104,1,0,1,1,26.04,1
SPH0105,Tinted Sunscreen,YSL Beauty,Skincare,Sunscreen,YSL Beauty Skin-perfecting tinted SPF. A cult favorite.,34.96,Standard Size,,"Phenoxyethanol, Water, Glycerin, Dimethicone, Silicones, Talc, Coconut Oil, Chamomile Extract",3.6,9402,https://sephora.com/images/SPH0105.jpg,https://sephora.com/product/SPH0105,1,0,0,0,,0
SPH0106,Sheet Mask,Tower 28,Skincare,Face Mask,Tower 28 Hydrating sheet mask. A cult favorite.,26.39,Standard Size,,"Sodium Hyaluronate, Glycerin, Dimethicone, Phenoxyethanol, Jojoba Oil, Rosehip Oil, Chamomile Extract",4.1,3589,https://sephora.com/images/SPH0106.jpg,https://sephora.com/product/SPH0106,1,0,0,0,,1
SPH0107,Clay Mask,Westman Atelier,Skincare,Face Mask,Westman Atelier Pore-cleansing clay mask. A cult favorite.,56.23,Standard Size,,"Water, Phenoxyethanol, Glycerin, Tocopherol, Aloe Vera, Squalane, Vitamin E",4.3,13802,https://sephora.com/images/SPH0107.jpg,https://sephora.com/product/SPH0107,1,0,0,0,,1
SPH0108,Overnight Mask,Urban Decay,Skincare,Face Mask,Urban Decay Sleep-in treatment mask. Cruelty-free and vegan.,52.52,Standard Size,,"Sodium Hyaluronate, Dimethicone, Glycerin, Phenoxyethanol, Mineral Oil, Parabens, Chamomile Extract, Coconut Oil",3.9,12370,https://sephora.com/images/SPH0108.jpg,https://sephora.com/product/SPH0108,1,0,1,1,42.82,0
SPH0109,Chemical Exfoliant,Kjaer Weis,Skincare,Exfoliator,Kjaer Weis AHA/BHA exfoliating toner. Dermatologist tested.,53.72,Standard Size,,"Water, Tocopherol, Glycerin, Dimethicone, Squalane, Shea Butter, Green Tea Extract",4.3,9600,https://sephora.com/images/SPH0109.jpg,https://sephora.com/product/SPH0109,1,0,1,0,,1
SPH0110,Physical Exfoliant,Natasha Denona,Skincare,Exfoliator,Natasha Denona Gentle scrub exfoliator. Award-winning formula.,97.96,Standard Size,,"Tocopherol, Water, Glycerin, Dimethicone, Synthetic Colors, Mineral Oil, Chamomile Extract, Jojoba Oil",4.4,121,https://sephora.com/images/SPH0110.jpg,https://sephora.com/product/SPH0110,1,0,0,0,,0
SPH0111,Hydrating Toner,Natasha Denona,Skincare,Toner,Natasha Denona Moisture-boosting toner. Award-winning formula.,78.3,Standard Size,,"Tocopherol, Phenoxyethanol, Dimethicone, Glycerin, Talc, Synthetic Colors, Rosehip Oil, Squalane",3.7,11124,https://sephora.com/images/SPH0111.jpg,https://sephora.com/product/SPH0111,1,0,0,0,,0
SPH0112,Exfoliating Toner,e.l.f. Cosmetics,Skincare,Toner,e.l.f. Cosmetics Glow-boosting toner. Dermatologist tested.,16.39,Standard Size,,"Cyclopentasiloxane, Dimethicone, Water, Glycerin, Argan Oil, Aloe Vera, Vitamin E",3.6,8719,https://sephora.com/images/SPH0112.jpg,https://sephora.com/product/SPH0112,1,0,0,0,,1
SPH0113,Eau de Parfum,LYS Beauty,Fragrance,Perfume,LYS Beauty Long-lasting eau de parfum. Loved by beauty enthusiasts.,19.59,Standard Size,,"Tocopherol, Glycerin, Cyclopentasiloxane, Water, Green Tea Extract, Vitamin E, Rosehip Oil",4.0,4162,https://sephora.com/images/SPH0113.jpg,https://sephora.com/product/SPH0113,1,0,1,1,15.89,1
SPH0114,Eau de Toilette,Natasha Denona,Fragrance,Perfume,Natasha Denona Fresh eau de toilette. Loved by beauty enthusiasts.,136.03,Standard Size,,"Water, Dimethicone, Sodium Hyaluronate, Phenoxyethanol, Talc, Silicones, Green Tea Extract, Aloe Vera",4.4,9896,https://sephora.com/images/SPH0114.jpg,https://sephora.com/product/SPH0114,1,0,0,0,,0
SPH0115,Perfume Oil,Benefit Cosmetics,Fragrance,Perfume,Benefit Cosmetics Concentrated perfume oil. Cruelty-free and vegan.,42.29,Standard Size,,"Water, Cyclopentasiloxane, Phenoxyethanol, Glycerin, Talc, Silicones, Chamomile Extract, Jojoba Oil",4.6,4198,https://sephora.com/images/SPH0115.jpg,https://sephora.com/product/SPH0115,1,1,0,0,,0
SPH0116,Body Spray,Urban Decay,Fragrance,Body Mist,Urban Decay Light refreshing body mist. Cruelty-free and vegan.,25.33,Standard Size,,"Sodium Hyaluronate, Dimethicone, Tocopherol, Glycerin, Mineral Oil, Synthetic Colors, Aloe Vera, Jojoba Oil",5.0,9161,https://sephora.com/images/SPH0116.jpg,https://sephora.com/product/SPH0116,1,0,0,0,,0
SPH0117,Hair Mist,Jones Road,Fragrance,Body Mist,Jones Road Scented hair perfume. Award-winning formula.,27.36,Standard Size,,"Dimethicone, Glycerin, Cyclopentasiloxane, Water, Coconut Oil, Rosehip Oil, Aloe Vera",4.4,3477,https://sephora.com/images/SPH0117.jpg,https://sephora.com/product/SPH0117,1,0,0,1,20.3,1
SPH0118,Rollerball,LYS Beauty,Fragrance,Travel Size,LYS Beauty Portable rollerball perfume. A cult favorite.,20.19,Standard Size,,"Dimethicone, Tocopherol, Cyclopentasiloxane, Water, Coconut Oil, Shea Butter, Aloe Vera",3.6,8008,https://sephora.com/images/SPH0118.jpg,https://sephora.com/product/SPH0118,1,0,0,1,16.31,1
SPH0119,Mini Set,Clinique,Fragrance,Travel Size,Clinique Discovery fragrance set. Loved by beauty enthusiasts.,31.32,Standard Size,,"Tocopherol, Dimethicone, Cyclopentasiloxane, Glycerin, Polyethylene, Talc, Squalane, Argan Oil",4.3,2174,https://sephora.com/images/SPH0119.jpg,https://sephora.com/product/SPH0119,1,0,0,0,,0
SPH0120,Foundation Brush,Danessa Myricks Beauty,Tools & Brushes,Face Brushes,Danessa Myricks Beauty Flawless foundation brush. Award-winning formula.,28.75,Standard Size,,"Glycerin, Tocopherol, Cyclopentasiloxane, Dimethicone, Synthetic Colors, Parabens, Argan Oil, Squalane",4.0,1740,https://sephora.com/images/SPH0120.jpg,https://sephora.com/product/SPH0120,1,1,0,0,,0
SPH0121,Powder Brush,Benefit Cosmetics,Tools & Brushes,Face Brushes,Benefit Cosmetics Fluffy powder brush. Loved by beauty enthusiasts.,42.09,Standard Size,,"Tocopherol, Cyclopentasiloxane, Sodium Hyaluronate, Dimethicone, Mineral Oil, Parabens, Rosehip Oil, Squalane",3.4,5365,https://sephora.com/images/SPH0121.jpg,https://sephora.com/product/SPH0121,1,0,1,0,,0
SPH0122,Blush Brush,Dior Beauty,Tools & Brushes,Face Brushes,Dior Beauty Angled blush brush. Award-winning formula.,58.83,Standard Size,,"Dimethicone, Cyclopentasiloxane, Tocopherol, Sodium Hyaluronate, Synthetic Colors, Fragrance, Aloe Vera, Argan Oil",4.1,3195,https://sephora.com/images/SPH0122.jpg,https://sephora.com/product/SPH0122,1,0,1,0,,0
SPH0123,Contour Brush,LYS Beauty,Tools & Brushes,Face Brushes,LYS Beauty Sculpting contour brush. Dermatologist tested.,15.18,Standard Size,,"Phenoxyethanol, Cyclopentasiloxane, Water, Tocopherol, Chamomile Extract, Green Tea Extract, Aloe Vera",4.5,12166,https://sephora.com/images/SPH0123.jpg,https://sephora.com/product/SPH0123,1,0,0,1,12.66,1
SPH0124,Eyeshadow Brush Set,Tarte,Tools & Brushes,Eye Brushes,Tarte Essential eye brush set. Cruelty-free and vegan.,20.32,Standard Size,,"Dimethicone, Sodium Hyaluronate, Tocopherol, Water, Chamomile Extract, Argan Oil, Coconut Oil",3.5,4292,https://sephora.com/images/SPH0124.jpg,https://sephora.com/product/SPH0124,1,0,0,0,,1
SPH0125,Blending Brush,Kjaer Weis,Tools & Brushes,Eye Brushes,Kjaer Weis Soft blending brush. A cult favorite.,58.48,Standard Size,,"Phenoxyethanol, Glycerin, Cyclopentasiloxane, Dimethicone, Coconut Oil, Argan Oil, Aloe Vera",3.8,14594,https://sephora.com/images/SPH0125.jpg,https://sephora.com/product/SPH0125,1,0,0,0,,1
SPH0126,Liner Brush,MAKEUP BY MARIO,Tools & Brushes,Eye Brushes,MAKEUP BY MARIO Precision liner brush. Award-winning formula.,37.58,Standard Size,,"Phenoxyethanol, Cyclopentasiloxane, Sodium Hyaluronate, Water, Talc, Silicones, Vitamin E, Jojoba Oil",4.0,1599,https://sephora.com/images/SPH0126.jpg,https://sephora.com/product/SPH0126,1,0,1,0,,0
SPH0127,Makeup Sponge,Pat McGrath Labs,Tools & Brushes,Sponges,Pat McGrath Labs Flawless blending sponge. Loved by beauty enthusiasts.,118.27,Standard Size,,"Sodium Hyaluronate, Phenoxyethanol, Cyclopentasiloxane, Glycerin, Fragrance, Parabens, Jojoba Oil, Squalane",3.5,12076,https://sephora.com/images/SPH0127.jpg,https://sephora.com/product/SPH0127,1,0,0,0,,0
SPH0128,Powder Puff,MAKEUP BY MARIO,Tools & Brushes,Sponges,MAKEUP BY MARIO Velour powder puff. Cruelty-free and vegan.,42.13,Standard Size,,"Water, Cyclopentasiloxane, Glycerin, Phenoxyethanol, Polyethylene, Talc, Jojoba Oil, Chamomile Extract",4.3,5474,https://sephora.com/images/SPH0128.jpg,https://sephora.com/product/SPH0128,1,0,1,1,35.48,0
SPH0129,Complete Brush Set,Lancome,Tools & Brushes,Brush Sets,Lancome Full brush collection. Award-winning formula.,44.92,Standard Size,,"Phenoxyethanol, Dimethicone, Water, Glycerin, Mineral Oil, Polyethylene, Argan Oil, Rosehip Oil",4.8,7534,https://sephora.com/images/SPH0129.jpg,https://sephora.com/product/SPH0129,1,0,0,1,38.07,0
SPH0130,Travel Brush Set,Chanel,Tools & Brushes,Brush Sets,Chanel Mini travel brush set. Award-winning formula.,54.99,Standard Size,,"Water, Tocopherol, Cyclopentasiloxane, Sodium Hyaluronate, Parabens, Mineral Oil, Shea Butter, Jojoba Oil",4.6,4137,https://sephora.com/images/SPH0130.jpg,https://sephora.com/product/SPH0130,1,1,0,1,42.63,0
SPH0131,Eyelash Curler,Natasha Denona,Tools & Brushes,Accessories,Natasha Denona Professional lash curler. Dermatologist tested.,70.23,Standard Size,,"Cyclopentasiloxane, Dimethicone, Glycerin, Sodium Hyaluronate, Synthetic Colors, Fragrance, Chamomile Extract, Squalane",4.8,3087,https://sephora.com/images/SPH0131.jpg,https://sephora.com/product/SPH0131,1,0,0,1,53.26,0
SPH0132,Makeup Bag,Fenty Beauty,Tools & Brushes,Accessories,Fenty Beauty Cosmetic travel bag. Cruelty-free and vegan.,40.22,Standard Size,,"Cyclopentasiloxane, Sodium Hyaluronate, Dimethicone, Glycerin, Fragrance, Talc, Aloe Vera, Vitamin E",3.3,3377,https://sephora.com/images/SPH0132.jpg,https://sephora.com/product/SPH0132,1,0,0,0,,0
SPH0133,Mirror,e.l.f. Cosmetics,Tools & Brushes,Accessories,e.l.f. Cosmetics LED lighted mirror. Award-winning formula.,11.72,Standard Size,,"Glycerin, Tocopherol, Sodium Hyaluronate, Water, Chamomile Extract, Coconut Oil, Squalane",4.6,9925,https://sephora.com/images/SPH0133.jpg,https://sephora.com/product/SPH0133,1,0,0,0,,1
SPH0134,Soft Matte Foundation - Tan,ONE/SIZE by Patrick Starrr,Face,Foundation,ONE/SIZE by Patrick Starrr Full coverage liquid foundation with soft matte finish. Award-winning formula.,38.57,1.35 oz / 40 mL,Tan,"Tocopherol, Sodium Hyaluronate, Dimethicone, Water, Jojoba Oil, Green Tea Extract, Coconut Oil",3.8,4250,https://sephora.com/images/SPH0134.jpg,https://sephora.com/product/SPH0134,1,0,0,0,,1
SPH0135,Luminous Silk Foundation - Medium,Hourglass,Face,Foundation,Hourglass Medium coverage foundation with natural glow. Award-winning formula.,50.78,1.35 oz / 40 mL,Medium,"Dimethicone, Cyclopentasiloxane, Glycerin, Water, Parabens, Fragrance, Aloe Vera, Vitamin E",4.0,11164,https://sephora.com/images/SPH0135.jpg,https://sephora.com/product/SPH0135,1,0,1,0,,0
SPH0136,Skin Tint - Light-Medium,Milk Makeup,Face,Foundation,Milk Makeup Sheer coverage tinted moisturizer. A cult favorite.,30.03,1.35 oz / 40 mL,Light-Medium,"Phenoxyethanol, Dimethicone, Cyclopentasiloxane, Tocopherol, Coconut Oil, Vitamin E, Argan Oil",3.6,8671,https://sephora.com/images/SPH0136.jpg,https://sephora.com/product/SPH0136,1,0,0,0,,1
SPH0137,CC Cream - Rich,LYS Beauty,Face,Foundation,LYS Beauty Color-correcting cream with SPF. Cruelty-free and vegan.,14.07,1.35 oz / 40 mL,Rich,"Water, Tocopherol, Glycerin, Phenoxyethanol, Aloe Vera, Coconut Oil, Rosehip Oil",3.6,168,https://sephora.com/images/SPH0137.jpg,https://sephora.com/product/SPH0137,1,0,0,0,,1
SPH0138,Serum Foundation - Medium,Lancome,Face,Foundation,Lancome Lightweight serum foundation. Cruelty-free and vegan.,33.48,1 oz / 30 mL,Medium,"Water, Glycerin, Cyclopentasiloxane, Tocopherol, Synthetic Colors, Mineral Oil, Rosehip Oil, Aloe Vera",4.2,8007,https://sephora.com/images/SPH0138.jpg,https://sephora.com/product/SPH0138,1,1,1,0,,0
SPH0139,Powder Foundation - Medium,Charlotte Tilbury,Face,Foundation,Charlotte Tilbury Buildable powder foundation. Loved by beauty enthusiasts.,40.35,0.5 oz / 15 mL,Medium,"Sodium Hyaluronate, Dimethicone, Tocopherol, Phenoxyethanol, Fragrance, Mineral Oil, Squalane, Coconut Oil",4.1,352,https://sephora.com/images/SPH0139.jpg,https://sephora.com/product/SPH0139,1,0,0,0,,0
SPH0140,Cushion Foundation - Deep,MAC,Face,Foundation,MAC Dewy cushion compact foundation. Cruelty-free and vegan.,26.42,1.35 oz / 40 mL,Deep,"Sodium Hyaluronate, Glycerin, Dimethicone, Water, Parabens, Mineral Oil, Rosehip Oil, Coconut Oil",4.0,9709,https://sephora.com/images/SPH0140.jpg,https://sephora.com/product/SPH0140,1,0,0,0,,0
SPH0141,Full Coverage Concealer - Medium,Too Faced,Face,Concealer,Too Faced Long-wearing full coverage concealer. A cult favorite.,18.77,0.22 oz / 6.5 mL,Medium,"Sodium Hyaluronate, Cyclopentasiloxane, Water, Dimethicone, Mineral Oil, Parabens, Aloe Vera, Shea Butter",4.4,5554,https://sephora.com/images/SPH0141.jpg,https://sephora.com/product/SPH0141,1,0,0,0,,0
SPH0142,Brightening Concealer - Deep,ONE/SIZE by Patrick Starrr,Face,Concealer,ONE/SIZE by Patrick Starrr Color-correcting brightening concealer. Loved by beauty enthusiasts.,30.6,0.22 oz / 6.5 mL,Deep,"Tocopherol, Water, Phenoxyethanol, Cyclopentasiloxane, Shea Butter, Aloe Vera, Coconut Oil",3.4,11265,https://sephora.com/images/SPH0142.jpg,https://sephora.com/product/SPH0142,1,1,0,0,,1
