product_id,name,description,price,original_price,currency,category,subcategory,brand,department,in_stock,stock_quantity,rating,review_count,image_url,product_url,pickup_available,delivery_available,source_store
WMT00000343,Mountain Fresh Organic Bay Leaves,Aromatic leaf. Mountain Fresh quality guaranteed.,6.41,7.12,USD,Grocery,Condiments & Spices,Mountain,Grocery & Essentials,1,407,4.5,3494,/images/walmart/grocery/343.jpg,/product/WMT00000343,1,1,grocery
WMT00000344,Daily Delight Organic Italian Seasoning,Herb blend. Daily Delight quality guaranteed.,5.14,5.62,USD,Grocery,Condiments & Spices,Daily,Grocery & Essentials,1,238,4.1,3942,/images/walmart/grocery/344.jpg,/product/WMT00000344,1,1,grocery
WMT00000345,Golden Harvest Italian Seasoning,Herb blend. Golden Harvest quality guaranteed.,5.53,5.49,USD,Grocery,Condiments & Spices,Golden,Grocery & Essentials,1,248,4.1,2733,/images/walmart/grocery/345.jpg,/product/WMT00000345,1,1,grocery
WMT00000346,Sunrise Farms Italian Seasoning,Herb blend. Sunrise Farms quality guaranteed.,3.98,4.25,USD,Grocery,Condiments & Spices,Sunrise,Grocery & Essentials,1,168,4.4,3975,/images/walmart/grocery/346.jpg,/product/WMT00000346,1,1,grocery
WMT00000347,Simply Good Organic Taco Seasoning,Mexican blend. Simply Good quality guaranteed.,1.91,2.0,USD,Grocery,Condiments & Spices,Simply,Grocery & Essentials,1,65,3.9,3701,/images/walmart/grocery/347.jpg,/product/WMT00000347,1,1,grocery
WMT00000348,Farm Fresh Ranch Dressing,Creamy dressing. Farm Fresh quality guaranteed.,4.23,4.77,USD,Grocery,Condiments & Spices,Farm,Grocery & Essentials,1,127,4.0,4800,/images/walmart/grocery/348.jpg,/product/WMT00000348,1,1,grocery
WMT00000349,Home Style Italian Dressing,Herb dressing. Home Style quality guaranteed.,3.41,3.56,USD,Grocery,Condiments & Spices,Home,Grocery & Essentials,1,269,4.4,3453,/images/walmart/grocery/349.jpg,/product/WMT00000349,1,1,grocery
WMT00000350,Mountain Fresh Italian Dressing,Herb dressing. Mountain Fresh quality guaranteed.,3.2,3.57,USD,Grocery,Condiments & Spices,Mountain,Grocery & Essentials,1,404,4.4,4488,/images/walmart/grocery/350.jpg,/product/WMT00000350,1,1,grocery
WMT00000351,Mountain Fresh Italian Dressing,Herb dressing. Mountain Fresh quality guaranteed.,4.3,4.75,USD,Grocery,Condiments & Spices,Mountain,Grocery & Essentials,1,346,4.7,3495,/images/walmart/grocery/351.jpg,/product/WMT00000351,1,1,grocery
WMT00000352,Daily Delight Organic Italian Dressing,Herb dressing. Daily Delight quality guaranteed.,5.54,5.86,USD,Grocery,Condiments & Spices,Daily,Grocery & Essentials,1,416,4.0,1502,/images/walmart/grocery/352.jpg,/product/WMT00000352,1,1,grocery
WMT00000353,Pure & Simple Balsamic Vinaigrette,Tangy dressing. Pure & Simple quality guaranteed.,4.46,4.59,USD,Grocery,Condiments & Spices,Pure,Grocery & Essentials,1,59,4.9,2288,/images/walmart/grocery/353.jpg,/product/WMT00000353,1,1,grocery
WMT00000354,Sunrise Farms Balsamic Vinaigrette,Tangy dressing. Sunrise Farms quality guaranteed.,5.19,5.24,USD,Grocery,Condiments & Spices,Sunrise,Grocery & Essentials,1,258,3.8,2680,/images/walmart/grocery/354.jpg,/product/WMT00000354,1,1,grocery
WMT00000355,Market Fresh Relish,Pickle relish. Market Fresh quality guaranteed.,3.06,3.0,USD,Grocery,Condiments & Spices,Market,Grocery & Essentials,1,75,4.3,1783,/images/walmart/grocery/355.jpg,/product/WMT00000355,1,1,grocery
WMT00000356,Daily Delight Relish,Pickle relish. Daily Delight quality guaranteed.,3.01,3.04,USD,Grocery,Condiments & Spices,Daily,Grocery & Essentials,1,364,4.3,1943,/images/walmart/grocery/356.jpg,/product/WMT00000356,1,1,grocery
WMT00000357,Premium Select Pickles,Dill pickles. Premium Select quality guaranteed.,4.03,3.9,USD,Grocery,Condiments & Spices,Premium,Grocery & Essentials,1,375,4.5,389,/images/walmart/grocery/357.jpg,/product/WMT00000357,1,1,grocery
WMT00000358,Heritage Foods Olives,Green or black. Heritage Foods quality guaranteed.,5.07,5.67,USD,Grocery,Condiments & Spices,Heritage,Grocery & Essentials,1,361,4.1,1507,/images/walmart/grocery/358.jpg,/product/WMT00000358,1,1,grocery
WMT00000359,Golden Harvest Olives,Green or black. Golden Harvest quality guaranteed.,5.97,5.76,USD,Grocery,Condiments & Spices,Golden,Grocery & Essentials,1,465,4.0,1450,/images/walmart/grocery/359.jpg,/product/WMT00000359,1,1,grocery
WMT00000360,Premium Select Capers,Briny buds. Premium Select quality guaranteed.,6.62,6.59,USD,Grocery,Condiments & Spices,Premium,Grocery & Essentials,1,289,4.0,2717,/images/walmart/grocery/360.jpg,/product/WMT00000360,1,1,grocery
WMT00000361,Mountain Fresh Paper Towels,Absorbent rolls. Mountain Fresh quality guaranteed.,13.61,13.69,USD,Grocery,Household,Mountain,Grocery & Essentials,1,150,4.6,741,/images/walmart/grocery/361.jpg,/product/WMT00000361,1,1,grocery
WMT00000362,Quality First Toilet Paper,Soft tissue. Quality First quality guaranteed.,14.22,14.74,USD,Grocery,Household,Quality,Grocery & Essentials,1,345,4.7,4605,/images/walmart/grocery/362.jpg,/product/WMT00000362,1,1,grocery
WMT00000363,Organic Choice Facial Tissue,Soft tissues. Organic Choice quality guaranteed.,3.31,3.22,USD,Grocery,Household,Organic,Grocery & Essentials,1,488,4.2,3989,/images/walmart/grocery/363.jpg,/product/WMT00000363,1,1,grocery
WMT00000364,Classic Kitchen Dish Soap,Liquid soap. Classic Kitchen quality guaranteed.,4.27,4.29,USD,Grocery,Household,Classic,Grocery & Essentials,1,401,4.7,1946,/images/walmart/grocery/364.jpg,/product/WMT00000364,1,1,grocery
WMT00000365,Meadow Gold Dishwasher Pods,Automatic pods. Meadow Gold quality guaranteed.,10.75,10.63,USD,Grocery,Household,Meadow,Grocery & Essentials,1,145,4.0,1571,/images/walmart/grocery/365.jpg,/product/WMT00000365,1,1,grocery
WMT00000366,Pure & Simple Dishwasher Pods,Automatic pods. Pure & Simple quality guaranteed.,11.98,12.29,USD,Grocery,Household,Pure,Grocery & Essentials,1,404,3.8,1946,/images/walmart/grocery/366.jpg,/product/WMT00000366,1,1,grocery
WMT00000367,Simply Good Dishwasher Pods,Automatic pods. Simply Good quality guaranteed.,13.71,14.44,USD,Grocery,Household,Simply,Grocery & Essentials,1,430,4.4,3674,/images/walmart/grocery/367.jpg,/product/WMT00000367,1,1,grocery
WMT00000368,Organic Choice Fabric Softener,Liquid softener. Organic Choice quality guaranteed.,9.25,9.82,USD,Grocery,Household,Organic,Grocery & Essentials,1,466,4.3,3558,/images/walmart/grocery/368.jpg,/product/WMT00000368,1,1,grocery
WMT00000369,Golden Harvest All Purpose Cleaner,Multi-surface. Golden Harvest quality guaranteed.,5.39,5.11,USD,Grocery,Household,Golden,Grocery & Essentials,1,345,4.0,1618,/images/walmart/grocery/369.jpg,/product/WMT00000369,1,1,grocery
WMT00000370,Meadow Gold All Purpose Cleaner,Multi-surface. Meadow Gold quality guaranteed.,5.97,5.9,USD,Grocery,Household,Meadow,Grocery & Essentials,1,476,4.6,2064,/images/walmart/grocery/370.jpg,/product/WMT00000370,1,1,grocery
WMT00000371,Home Style All Purpose Cleaner,Multi-surface. Home Style quality guaranteed.,4.85,5.3,USD,Grocery,Household,Home,Grocery & Essentials,1,160,4.5,1628,/images/walmart/grocery/371.jpg,/product/WMT00000371,1,1,grocery
WMT00000372,Farm Fresh Disinfecting Wipes,Kill germs. Farm Fresh quality guaranteed.,8.07,7.59,USD,Grocery,Household,Farm,Grocery & Essentials,1,481,3.8,1581,/images/walmart/grocery/372.jpg,/product/WMT00000372,1,1,grocery
WMT00000373,Green Valley Disinfecting Wipes,Kill germs. Green Valley quality guaranteed.,8.17,8.47,USD,Grocery,Household,Green,Grocery & Essentials,1,299,3.9,3776,/images/walmart/grocery/373.jpg,/product/WMT00000373,1,1,grocery
WMT00000374,Market Fresh Trash Bags,Kitchen bags. Market Fresh quality guaranteed.,11.52,11.73,USD,Grocery,Household,Market,Grocery & Essentials,1,417,4.5,1162,/images/walmart/grocery/374.jpg,/product/WMT00000374,1,1,grocery
WMT00000375,Home Style Aluminum Foil,Heavy duty. Home Style quality guaranteed.,5.89,6.54,USD,Grocery,Household,Home,Grocery & Essentials,1,362,4.1,4887,/images/walmart/grocery/375.jpg,/product/WMT00000375,1,1,grocery
WMT00000376,Premium Select Plastic Wrap,Cling wrap. Premium Select quality guaranteed.,4.4,4.57,USD,Grocery,Household,Premium,Grocery & Essentials,1,104,4.6,2619,/images/walmart/grocery/376.jpg,/product/WMT00000376,1,1,grocery
WMT00000377,Sunrise Farms Organic Zip Lock Bags,Resealable. Sunrise Farms quality guaranteed.,7.36,7.49,USD,Grocery,Household,Sunrise,Grocery & Essentials,1,437,3.9,620,/images/walmart/grocery/377.jpg,/product/WMT00000377,1,1,grocery
WMT00000378,Simply Good Zip Lock Bags,Resealable. Simply Good quality guaranteed.,6.03,6.14,USD,Grocery,Household,Simply,Grocery & Essentials,1,484,4.3,4636,/images/walmart/grocery/378.jpg,/product/WMT00000378,1,1,grocery
WMT00000379,Organic Choice Diapers,Disposable diapers. Organic Choice quality guaranteed.,39.9,37.7,USD,Grocery,Baby,Organic,Grocery & Essentials,1,53,4.6,295,/images/walmart/grocery/379.jpg,/product/WMT00000379,1,1,grocery
WMT00000380,Daily Delight Baby Food,Stage 1 puree. Daily Delight quality guaranteed.,1.54,1.6,USD,Grocery,Baby,Daily,Grocery & Essentials,1,78,4.2,3558,/images/walmart/grocery/380.jpg,/product/WMT00000380,1,1,grocery
WMT00000381,Quality First Baby Cereal,Rice cereal. Quality First quality guaranteed.,6.75,6.74,USD,Grocery,Baby,Quality,Grocery & Essentials,1,431,4.5,2472,/images/walmart/grocery/381.jpg,/product/WMT00000381,1,1,grocery
WMT00000382,Home Style Baby Shampoo,Tear-free. Home Style quality guaranteed.,7.3,7.91,USD,Grocery,Baby,Home,Grocery & Essentials,1,166,3.9,2170,/images/walmart/grocery/382.jpg,/product/WMT00000382,1,1,grocery
WMT00000383,Country Best Baby Shampoo,Tear-free. Country Best quality guaranteed.,6.2,6.06,USD,Grocery,Baby,Country,Grocery & Essentials,1,353,4.4,934,/images/walmart/grocery/383.jpg,/product/WMT00000383,1,1,grocery
WMT00000384,Meadow Gold Diaper Cream,Rash cream. Meadow Gold quality guaranteed.,6.73,7.13,USD,Grocery,Baby,Meadow,Grocery & Essentials,1,404,4.8,2627,/images/walmart/grocery/384.jpg,/product/WMT00000384,1,1,grocery
WMT00000385,Local Pride Organic Dog Food Wet,Canned food. Local Pride quality guaranteed.,3.78,3.51,USD,Grocery,Pet,Local,Grocery & Essentials,1,420,3.8,2351,/images/walmart/grocery/385.jpg,/product/WMT00000385,1,1,grocery
WMT00000386,Simply Good Dog Treats,Training treats. Simply Good quality guaranteed.,8.74,9.54,USD,Grocery,Pet,Simply,Grocery & Essentials,1,365,3.8,2604,/images/walmart/grocery/386.jpg,/product/WMT00000386,1,1,grocery
WMT00000387,Golden Harvest Dog Treats,Training treats. Golden Harvest quality guaranteed.,8.1,8.97,USD,Grocery,Pet,Golden,Grocery & Essentials,1,72,4.3,3632,/images/walmart/grocery/387.jpg,/product/WMT00000387,1,1,grocery
WMT00000388,Fresh Farms Dog Treats,Training treats. Fresh Farms quality guaranteed.,9.99,9.4,USD,Grocery,Pet,Fresh,Grocery & Essentials,1,411,4.7,196,/images/walmart/grocery/388.jpg,/product/WMT00000388,1,1,grocery
WMT00000389,Sunrise Farms Cat Food Dry,Kibble food. Sunrise Farms quality guaranteed.,20.09,21.78,USD,Grocery,Pet,Sunrise,Grocery & Essentials,1,153,4.8,2677,/images/walmart/grocery/389.jpg,/product/WMT00000389,1,1,grocery
WMT00000390,Pure & Simple Cat Food Dry,Kibble food. Pure & Simple quality guaranteed.,25.46,27.64,USD,Grocery,Pet,Pure,Grocery & Essentials,1,157,4.4,2720,/images/walmart/grocery/390.jpg,/product/WMT00000390,1,1,grocery
WMT00000391,Sunrise Farms Organic Cat Food Dry,Kibble food. Sunrise Farms quality guaranteed.,28.14,28.7,USD,Grocery,Pet,Sunrise,Grocery & Essentials,1,273,3.9,2704,/images/walmart/grocery/391.jpg,/product/WMT00000391,1,1,grocery
WMT00000392,Heritage Foods Organic Cat Food Wet,Canned food. Heritage Foods quality guaranteed.,1.77,1.68,USD,Grocery,Pet,Heritage,Grocery & Essentials,1,399,4.5,4068,/images/walmart/grocery/392.jpg,/product/WMT00000392,1,1,grocery
WMT00000393,Earthbound Farm Dragon Fruit,Premium quality dragon fruit from Earthbound Farm,6.92,7.1,USD,Grocery,Produce,Earthbound,Grocery & Essentials,1,386,4.3,3985,/images/walmart/grocery/393.jpg,/product/WMT00000393,1,1,grocery
WMT00000394,Driscoll's Star Fruit,Premium quality star fruit from Driscoll's,9.85,9.36,USD,Grocery,Produce,Driscoll's,Grocery & Essentials,1,214,4.2,2488,/images/walmart/grocery/394.jpg,/product/WMT00000394,1,1,grocery
WMT00000395,Earthbound Farm Jackfruit,Premium quality jackfruit from Earthbound Farm,5.99,6.6,USD,Grocery,Produce,Earthbound,Grocery & Essentials,1,196,4.3,825,/images/walmart/grocery/395.jpg,/product/WMT00000395,1,1,grocery
WMT00000396,Driscoll's Guava,Premium quality guava from Driscoll's,5.05,5.18,USD,Grocery,Produce,Driscoll's,Grocery & Essentials,1,449,4.3,3572,/images/walmart/grocery/396.jpg,/product/WMT00000396,1,1,grocery
WMT00000397,Cal-Organic Cherimoya,Premium quality cherimoya from Cal-Organic,2.86,3.21,USD,Grocery,Produce,Cal-Organic,Grocery & Essentials,1,357,3.9,3417,/images/walmart/grocery/397.jpg,/product/WMT00000397,1,1,grocery
WMT00000398,Organic Valley Persimmon,Premium quality persimmon from Organic Valley,3.33,3.17,USD,Grocery,Produce,Organic,Grocery & Essentials,1,279,4.2,1279,/images/walmart/grocery/398.jpg,/product/WMT00000398,1,1,grocery
WMT00000399,Dole Tamarind,Premium quality tamarind from Dole,8.8,8.77,USD,Grocery,Produce,Dole,Grocery & Essentials,1,380,4.5,2164,/images/walmart/grocery/399.jpg,/product/WMT00000399,1,1,grocery
WMT00000400,Cal-Organic Jicama,Premium quality jicama from Cal-Organic,11.89,11.42,USD,Grocery,Produce,Cal-Organic,Grocery & Essentials,1,474,4.5,3053,/images/walmart/grocery/400.jpg,/product/WMT00000400,1,1,grocery
WMT00000401,Driscoll's Celeriac,Premium quality celeriac from Driscoll's,2.23,2.15,USD,Grocery,Produce,Driscoll's,Grocery & Essentials,1,274,4.2,180,/images/walmart/grocery/401.jpg,/product/WMT00000401,1,1,grocery
WMT00000402,Cal-Organic Rutabaga,Premium quality rutabaga from Cal-Organic,4.5,4.56,USD,Grocery,Produce,Cal-Organic,Grocery & Essentials,1,195,3.8,4466,/images/walmart/grocery/402.jpg,/product/WMT00000402,1,1,grocery
WMT00000403,Earthbound Farm Parsnip,Premium quality parsnip from Earthbound Farm,6.07,6.81,USD,Grocery,Produce,Earthbound,Grocery & Essentials,1,134,4.2,2339,/images/walmart/grocery/403.jpg,/product/WMT00000403,1,1,grocery
WMT00000404,Cal-Organic Kohlrabi,Premium quality kohlrabi from Cal-Organic,4.77,5.33,USD,Grocery,Produce,Cal-Organic,Grocery & Essentials,1,163,4.5,3703,/images/walmart/grocery/404.jpg,/product/WMT00000404,1,1,grocery
WMT00000405,Fresh Express Lotus Root,Premium quality lotus root from Fresh Express,1.85,1.84,USD,Grocery,Produce,Fresh,Grocery & Essentials,1,333,4.1,4742,/images/walmart/grocery/405.jpg,/product/WMT00000405,1,1,grocery
WMT00000406,Driscoll's Mustard Greens,Premium quality mustard greens from Driscoll's,7.9,7.49,USD,Grocery,Produce,Driscoll's,Grocery & Essentials,1,271,4.1,2467,/images/walmart/grocery/406.jpg,/product/WMT00000406,1,1,grocery
WMT00000407,Dole Honeynut Squash,Premium quality honeynut squash from Dole,3.04,2.92,USD,Grocery,Produce,Dole,Grocery & Essentials,1,366,4.0,1148,/images/walmart/grocery/407.jpg,/product/WMT00000407,1,1,grocery
WMT00000408,Cal-Organic Chayote,Premium quality chayote from Cal-Organic,2.32,2.56,USD,Grocery,Produce,Cal-Organic,Grocery & Essentials,1,457,4.8,1187,/images/walmart/grocery/408.jpg,/product/WMT00000408,1,1,grocery
WMT00000409,Driscoll's Pattypan Squash,Premium quality pattypan squash from Driscoll's,9.05,10.02,USD,Grocery,Produce,Driscoll's,Grocery & Essentials,1,129,4.9,540,/images/walmart/grocery/409.jpg,/product/WMT00000409,1,1,grocery
WMT00000410,Organic Valley Turban Squash,Premium quality turban squash from Organic Valley,6.6,6.51,USD,Grocery,Produce,Organic,Grocery & Essentials,1,105,4.7,3989,/images/walmart/grocery/410.jpg,/product/WMT00000410,1,1,grocery
WMT00000411,Taylor Farms Fresh Thyme,Premium quality fresh thyme from Taylor Farms,8.72,8.59,USD,Grocery,Produce,Taylor,Grocery & Essentials,1,113,4.5,2498,/images/walmart/grocery/411.jpg,/product/WMT00000411,1,1,grocery
WMT00000412,Taylor Farms Fresh Sage,Premium quality fresh sage from Taylor Farms,6.77,6.38,USD,Grocery,Produce,Taylor,Grocery & Essentials,1,95,3.9,1911,/images/walmart/grocery/412.jpg,/product/WMT00000412,1,1,grocery
WMT00000413,Fresh Express Fresh Oregano,Premium quality fresh oregano from Fresh Express,1.5,1.64,USD,Grocery,Produce,Fresh,Grocery & Essentials,1,253,4.6,776,/images/walmart/grocery/413.jpg,/product/WMT00000413,1,1,grocery
WMT00000414,Local Farm Fresh Dill,Premium quality fresh dill from Local Farm,5.21,5.13,USD,Grocery,Produce,Local,Grocery & Essentials,1,152,4.7,4350,/images/walmart/grocery/414.jpg,/product/WMT00000414,1,1,grocery
WMT00000415,Local Farm Fresh Marjoram,Premium quality fresh marjoram from Local Farm,5.48,5.26,USD,Grocery,Produce,Local,Grocery & Essentials,1,304,4.8,4458,/images/walmart/grocery/415.jpg,/product/WMT00000415,1,1,grocery
WMT00000416,Local Farm Enoki Mushrooms,Premium quality enoki mushrooms from Local Farm,9.96,10.08,USD,Grocery,Produce,Local,Grocery & Essentials,1,379,4.3,2043,/images/walmart/grocery/416.jpg,/product/WMT00000416,1,1,grocery
WMT00000417,Cal-Organic Maitake Mushrooms,Premium quality maitake mushrooms from Cal-Organic,9.44,8.9,USD,Grocery,Produce,Cal-Organic,Grocery & Essentials,1,231,4.7,2106,/images/walmart/grocery/417.jpg,/product/WMT00000417,1,1,grocery
WMT00000418,Local Farm King Trumpet Mushrooms,Premium quality king trumpet mushrooms from Local Farm,8.35,8.86,USD,Grocery,Produce,Local,Grocery & Essentials,1,407,4.6,3301,/images/walmart/grocery/418.jpg,/product/WMT00000418,1,1,grocery
WMT00000419,Cal-Organic Lion's Mane Mushrooms,Premium quality lion's mane mushrooms from Cal-Organic,1.34,1.5,USD,Grocery,Produce,Cal-Organic,Grocery & Essentials,1,465,4.1,4602,/images/walmart/grocery/419.jpg,/product/WMT00000419,1,1,grocery
WMT00000420,Silk Camembert,Premium quality camembert from Silk,10.69,11.0,USD,Grocery,Dairy,Silk,Grocery & Essentials,1,336,4.5,127,/images/walmart/grocery/420.jpg,/product/WMT00000420,1,1,grocery
WMT00000421,Organic Valley Pecorino Romano,Premium quality pecorino romano from Organic Valley,14.62,13.85,USD,Grocery,Dairy,Organic,Grocery & Essentials,1,460,4.1,4725,/images/walmart/grocery/421.jpg,/product/WMT00000421,1,1,grocery
WMT00000422,Chobani Taleggio,Premium quality taleggio from Chobani,15.87,14.92,USD,Grocery,Dairy,Chobani,Grocery & Essentials,1,55,4.4,2371,/images/walmart/grocery/422.jpg,/product/WMT00000422,1,1,grocery
WMT00000423,Organic Valley Almond Milk Unsweetened,Premium quality almond milk unsweetened from Organic Valley,7.93,7.48,USD,Grocery,Dairy,Organic,Grocery & Essentials,1,226,4.0,2619,/images/walmart/grocery/423.jpg,/product/WMT00000423,1,1,grocery
WMT00000424,Oatly Cashew Milk,Premium quality cashew milk from Oatly,18.73,17.72,USD,Grocery,Dairy,Oatly,Grocery & Essentials,1,52,4.5,1224,/images/walmart/grocery/424.jpg,/product/WMT00000424,1,1,grocery
WMT00000425,So Delicious Flax Milk,Premium quality flax milk from So Delicious,7.4,7.22,USD,Grocery,Dairy,So,Grocery & Essentials,1,130,4.4,4810,/images/walmart/grocery/425.jpg,/product/WMT00000425,1,1,grocery
WMT00000426,Fage Coconut Yogurt,Premium quality coconut yogurt from Fage,13.53,14.83,USD,Grocery,Dairy,Fage,Grocery & Essentials,1,70,4.6,1109,/images/walmart/grocery/426.jpg,/product/WMT00000426,1,1,grocery
WMT00000427,Oatly Almond Yogurt,Premium quality almond yogurt from Oatly,5.03,5.29,USD,Grocery,Dairy,Oatly,Grocery & Essentials,1,135,4.7,777,/images/walmart/grocery/427.jpg,/product/WMT00000427,1,1,grocery
WMT00000428,Chobani Cultured Butter,Premium quality cultured butter from Chobani,5.75,6.36,USD,Grocery,Dairy,Chobani,Grocery & Essentials,1,167,4.0,2410,/images/walmart/grocery/428.jpg,/product/WMT00000428,1,1,grocery
WMT00000429,So Delicious Ghee,Premium quality ghee from So Delicious,17.55,16.46,USD,Grocery,Dairy,So,Grocery & Essentials,1,469,4.4,4350,/images/walmart/grocery/429.jpg,/product/WMT00000429,1,1,grocery
WMT00000430,Chobani Grass-Fed Butter,Premium quality grass-fed butter from Chobani,5.26,4.98,USD,Grocery,Dairy,Chobani,Grocery & Essentials,1,136,4.4,2078,/images/walmart/grocery/430.jpg,/product/WMT00000430,1,1,grocery
WMT00000431,Califia Farms Vegan Butter,Premium quality vegan butter from Califia Farms,13.06,12.18,USD,Grocery,Dairy,Califia,Grocery & Essentials,1,171,4.5,4889,/images/walmart/grocery/431.jpg,/product/WMT00000431,1,1,grocery
WMT00000432,Kerrygold Goat Butter,Premium quality goat butter from Kerrygold,6.7,7.57,USD,Grocery,Dairy,Kerrygold,Grocery & Essentials,1,354,4.4,3562,/images/walmart/grocery/432.jpg,/product/WMT00000432,1,1,grocery
WMT00000433,Califia Farms Compound Herb Butter,Premium quality compound herb butter from Califia Farms,15.01,14.61,USD,Grocery,Dairy,Califia,Grocery & Essentials,1,330,4.7,4731,/images/walmart/grocery/433.jpg,/product/WMT00000433,1,1,grocery
WMT00000434,Siggi's Mascarpone,Premium quality mascarpone from Siggi's,4.45,4.74,USD,Grocery,Dairy,Siggi's,Grocery & Essentials,1,278,4.2,3885,/images/walmart/grocery/434.jpg,/product/WMT00000434,1,1,grocery
WMT00000435,Oatly Clotted Cream,Premium quality clotted cream from Oatly,5.85,5.67,USD,Grocery,Dairy,Oatly,Grocery & Essentials,1,377,4.2,1702,/images/walmart/grocery/435.jpg,/product/WMT00000435,1,1,grocery
WMT00000436,Califia Farms Sour Cream,Premium quality sour cream from Califia Farms,6.73,7.3,USD,Grocery,Dairy,Califia,Grocery & Essentials,1,292,4.6,1759,/images/walmart/grocery/436.jpg,/product/WMT00000436,1,1,grocery
WMT00000437,Kerrygold Mexican Crema,Premium quality mexican crema from Kerrygold,16.55,17.21,USD,Grocery,Dairy,Kerrygold,Grocery & Essentials,1,252,4.6,3718,/images/walmart/grocery/437.jpg,/product/WMT00000437,1,1,grocery
WMT00000438,Bell & Evans Wagyu Ribeye,Premium quality wagyu ribeye from Bell & Evans,83.38,79.26,USD,Grocery,Meat & Seafood,Bell,Grocery & Essentials,1,170,4.4,1806,/images/walmart/grocery/438.jpg,/product/WMT00000438,1,1,grocery
WMT00000439,Butcher Box Tomahawk Steak,Premium quality tomahawk steak from Butcher Box,66.31,67.76,USD,Grocery,Meat & Seafood,Butcher,Grocery & Essentials,1,198,4.8,2530,/images/walmart/grocery/439.jpg,/product/WMT00000439,1,1,grocery
WMT00000440,Omaha Steaks Tri-Tip Roast,Premium quality tri-tip roast from Omaha Steaks,83.4,80.72,USD,Grocery,Meat & Seafood,Omaha,Grocery & Essentials,1,499,4.7,513,/images/walmart/grocery/440.jpg,/product/WMT00000440,1,1,grocery
WMT00000441,D'Artagnan Beef Tenderloin,Premium quality beef tenderloin from D'Artagnan,44.24,48.64,USD,Grocery,Meat & Seafood,D'Artagnan,Grocery & Essentials,1,298,4.6,4509,/images/walmart/grocery/441.jpg,/product/WMT00000441,1,1,grocery
WMT00000442,D'Artagnan Hanger Steak,Premium quality hanger steak from D'Artagnan,50.03,47.29,USD,Grocery,Meat & Seafood,D'Artagnan,Grocery & Essentials,1,231,4.7,4144,/images/walmart/grocery/442.jpg,/product/WMT00000442,1,1,grocery
WMT00000443,D'Artagnan Flat Iron Steak,Premium quality flat iron steak from D'Artagnan,57.13,56.17,USD,Grocery,Meat & Seafood,D'Artagnan,Grocery & Essentials,1,146,4.8,137,/images/walmart/grocery/443.jpg,/product/WMT00000443,1,1,grocery
WMT00000444,Applegate Berkshire Pork Chops,Premium quality berkshire pork chops from Applegate,72.3,77.14,USD,Grocery,Meat & Seafood,Applegate,Grocery & Essentials,1,380,4.9,1763,/images/walmart/grocery/444.jpg,/product/WMT00000444,1,1,grocery
WMT00000445,Omaha Steaks Italian Sausage Links,Premium quality italian sausage links from Omaha Steaks,28.22,29.78,USD,Grocery,Meat & Seafood,Omaha,Grocery & Essentials,1,79,4.4,154,/images/walmart/grocery/445.jpg,/product/WMT00000445,1,1,grocery
WMT00000446,Butcher Box Duck Breast,Premium quality duck breast from Butcher Box,27.9,28.25,USD,Grocery,Meat & Seafood,Butcher,Grocery & Essentials,1,348,4.3,3197,/images/walmart/grocery/446.jpg,/product/WMT00000446,1,1,grocery
WMT00000447,Applegate Cornish Game Hen,Premium quality cornish game hen from Applegate,85.82,88.41,USD,Grocery,Meat & Seafood,Applegate,Grocery & Essentials,1,112,4.7,2245,/images/walmart/grocery/447.jpg,/product/WMT00000447,1,1,grocery
WMT00000448,D'Artagnan Ground Turkey,Premium quality ground turkey from D'Artagnan,36.78,38.55,USD,Grocery,Meat & Seafood,D'Artagnan,Grocery & Essentials,1,469,4.4,89,/images/walmart/grocery/448.jpg,/product/WMT00000448,1,1,grocery
WMT00000449,Bell & Evans Chicken Wings,Premium quality chicken wings from Bell & Evans,47.83,45.21,USD,Grocery,Meat & Seafood,Bell,Grocery & Essentials,1,209,4.5,2591,/images/walmart/grocery/449.jpg,/product/WMT00000449,1,1,grocery
WMT00000450,Niman Ranch Ahi Tuna Steak,Premium quality ahi tuna steak from Niman Ranch,42.12,40.01,USD,Grocery,Meat & Seafood,Niman,Grocery & Essentials,1,196,4.4,1366,/images/walmart/grocery/450.jpg,/product/WMT00000450,1,1,grocery
WMT00000451,Bell & Evans Halibut Fillet,Premium quality halibut fillet from Bell & Evans,49.85,52.15,USD,Grocery,Meat & Seafood,Bell,Grocery & Essentials,1,55,4.4,1935,/images/walmart/grocery/451.jpg,/product/WMT00000451,1,1,grocery
WMT00000452,Niman Ranch Mahi Mahi,Premium quality mahi mahi from Niman Ranch,70.13,74.92,USD,Grocery,Meat & Seafood,Niman,Grocery & Essentials,1,268,4.0,2951,/images/walmart/grocery/452.jpg,/product/WMT00000452,1,1,grocery
WMT00000453,Bell & Evans Rainbow Trout,Premium quality rainbow trout from Bell & Evans,37.46,39.75,USD,Grocery,Meat & Seafood,Bell,Grocery & Essentials,1,436,3.8,4246,/images/walmart/grocery/453.jpg,/product/WMT00000453,1,1,grocery
WMT00000454,Butcher Box Arctic Char,Premium quality arctic char from Butcher Box,41.03,44.41,USD,Grocery,Meat & Seafood,Butcher,Grocery & Essentials,1,188,4.0,3898,/images/walmart/grocery/454.jpg,/product/WMT00000454,1,1,grocery
